ID	InputText	Entity	EntityLabel	UMLS.CUI	UMLS.Label	UMLS.Definition	UMLS.SemanticTypeIDs	UMLS.SemanticTypeLabels	UMLS.Synonyms	UMLS.Score
cMyXjni52j	Chronic Rhinosinusitis Empiric therapy	Rhinosinusitis	DISEASE	C0948780	Rhinosinusitis	Inflammation of the mucous membranes lining the nose and paranasal sinuses.	T047	Disease or Syndrome	Rhinosinusitis (disorder), Rhinosinusitis, rhinosinusitis	1.0
zKPanaz4Fd	Chronic Rhinosinusitis Organism-Specific therapy	Rhinosinusitis	DISEASE	C0948780	Rhinosinusitis	Inflammation of the mucous membranes lining the nose and paranasal sinuses.	T047	Disease or Syndrome	Rhinosinusitis (disorder), Rhinosinusitis, rhinosinusitis	1.0
oZrGXm9pX9	Chronic Sinusitis	Sinusitis	DISEASE	C0037199	Sinusitis	Inflammation of the NASAL MUCOSA in one or more of the PARANASAL SINUSES.	T047	Disease or Syndrome	Sinus inflammation, Sinusitides, sinusitis, Sinusitis, Sinus Infection, Sinus infection, Infection, Sinus, Sinusitis, NOS, Unspecified sinusitis, SINUSITIS, Sinusitis (disorder), Sinus Infections, Infections, Sinus, sinus infection, Sinusitis NOS	1.0
KbNHegXS2X	Clostridial gas Gangrene	Gangrene	DISEASE	C0017086	Gangrene	Death and putrefaction of tissue usually due to a loss of blood supply.	T047	Disease or Syndrome	Gangrenous disorder (disorder), Gangrene, NOS, Death of body tissue due to lack of blood flow or infection, Gangrenous disorder, GANGRENE, Gangrenes, Gangrenous, gangrene, GANGRENES, gangrenes, Gangrene, Gangrene (morphologic abnormality)	1.0
nSE6WNDQLV	Clostridioides (Clostridium) difficile Colitis	Clostridium	DISEASE	C0009054	Clostridium	A genus of motile or nonmotile gram-positive bacteria of the family Clostridiaceae. Many species have been identified with some being pathogenic. They occur in water, soil, and in the intestinal tract of humans and lower animals.	T007	Bacterium	clostridia, Clostridial, Genus Clostridium, Clostridium species, Genus Clostridium (organism), CLOSTRIDIUM, Clostridium, NOS, clostridium bacteria, Anaerobacter, clostridium, clostridial, clostridium organisms, Clostridia bacterium, Clostridium	1.0
nSE6WNDQLV	Clostridioides (Clostridium) difficile Colitis	difficile Colitis	DISEASE	C0238106	Clostridium difficile colitis	A bacterial infection of the colon secondary to infection with Clostridium difficile bacteria. This infection generally results from the loss of normal gut flora secondary to recent antibiotic use, and manifests as copious watery stools, with associated abdominal pain and myalgia. C. difficile is the most common cause of pseudomembranous colitis, and can progress to toxic megacolon if left untreated.	T047	Disease or Syndrome	Clostridium difficile colitis (disorder), Pseudomembranous colitis, ENTEROCOLITIS, PSEUDOMEMBRANOUS, ACUTE, c difficile colitis, Pseudomembranous enterocolitis, c.difficile colitis, clostridia difficile colitis, clostridium difficile colitis, Clostridium difficile Colitis, Clostridium difficile colitis, C. diff Colitis, CLOSTRIDIUM DIFFICILE COLITIS	0.95
angLCc7XPj	Coccidioidomycosis and Valley fever	Coccidioidomycosis	DISEASE	C0009186	Coccidioidomycosis	Infection with a fungus of the genus COCCIDIOIDES, endemic to the SOUTHWESTERN UNITED STATES. It is sometimes called valley fever but should not be confused with RIFT VALLEY FEVER. Infection is caused by inhalation of airborne, fungal particles known as arthroconidia, a form of FUNGAL SPORES. A primary form is an acute, benign, self-limited respiratory infection. A secondary form is a virulent, severe, chronic, progressive granulomatous disease with systemic involvement. It can be detected by use of COCCIDIOIDIN.	T047	Disease or Syndrome	Coccidioidomycosis, Valley Fevers, coccidioidomycosis, Coccidioidomycosis, unspecified, Coccidioidomycosis (disorder), Coccidioidomycosis, NOS, DESERT FEVER, Infection caused by Coccidioides immitis, Desert fever, FEVER, VALLEY, disease posada wernicke, California disease, Infection caused by Coccidioides immitis (disorder), Coccidioidomycosis infection, Infection by Coccidioides immitis, Desert rheumatism, San Joaquin Valley fever, San Joaquin Valley Fever, Valley fever, Infections, Coccidioides immitis, Posadas-Wernicke disease, San Joaquin valley fever, desert fever, Infection, Coccidioides immitis, Coccidioidomycoses, Coccidioides immitis Infections, Coccidioides infection, COCCIDIOIDOMYCOSIS, Coccidioides immitis Infection, POSADAS-WERNICKE DISEASE, FEVER, SAN JOAQUIN, FEVER, DESERT, Valley Fever	1.0
K95up4raAR	Common drug interactions with protease inhibitors									
yyEogrN8tF	Common organisms by patient population in bacterial Meningitis	bacterial Meningitis	DISEASE	C0085437	Meningitis, Bacterial	Bacterial infections of the leptomeninges and subarachnoid space, frequently involving the cerebral cortex, cranial nerves, cerebral blood vessels, spinal cord, and nerve roots.	T047	Disease or Syndrome	Meningitides, Bacterial, MENINGITIS, BACTERIAL, Bacterial meningitis, bacterial meningitides, Bacterial Meningitis, Meningitis due to unspecified bacterium, Bacterial meningitis (disorder), MENINGITIS BACTERIAL, Bacterial Meningitides, BM - Bacterial meningitis, bacterial meningitis, Bacterial meningitis, NOS, Meningitis, bacterial NOS, Meningitis, bacterial	1.0
EbCmpE9jpN	Community-Acquired pneumonia (cap)	Community-Acquired pneumonia	DISEASE	C0694549	Community acquired pneumonia	Pneumonia that is not acquired in a hospital or long-term care facility setting.	T047	Disease or Syndrome	Community-Acquired Pneumonia, CAP - community acquired pneumonia, Community acquired pneumonia (disorder), acquired community pneumonia, community acquired pneumonia	1.0
ApBRc9EJzu	Community-Acquired pneumonia Empiric therapy	pneumonia	DISEASE	C0032285	Pneumonia	Infection of the lung often accompanied by inflammation.	T047	Disease or Syndrome	Lung inflamed, Pulmonitis, PNEUMONIA, Pneumonias, Pneumonia (disorder), Pneumonia, NOS, Pneumonia, pneum, pulmonary inflammation, pneumonia, unspecified pneumonia, inflammation lungs, lung inflammation, Pulmonary inflammation, Pneumonitis, NOS	1.0
jDEAhBNLxr	Community-Acquired pneumonia Organism-Specific therapy	pneumonia	DISEASE	C0032285	Pneumonia	Infection of the lung often accompanied by inflammation.	T047	Disease or Syndrome	Lung inflamed, Pulmonitis, PNEUMONIA, Pneumonias, Pneumonia (disorder), Pneumonia, NOS, Pneumonia, pneum, pulmonary inflammation, pneumonia, unspecified pneumonia, inflammation lungs, lung inflammation, Pulmonary inflammation, Pneumonitis, NOS	1.0
H55HvF7GXL	Coronavirus disease 2019 (Covid-19)	Coronavirus disease 2019	DISEASE	C5203670	COVID19 (disease)	A viral disorder generally characterized by high FEVER; COUGH; DYSPNEA; CHILLS; PERSISTENT TREMOR; MUSCLE PAIN; HEADACHE; SORE THROAT; a new loss of taste and/or smell (see AGEUSIA and ANOSMIA) and other symptoms of a VIRAL PNEUMONIA. In severe cases, a myriad of coagulopathy associated symptoms often correlating with COVID-19 severity is seen (e.g., BLOOD COAGULATION; THROMBOSIS; ACUTE RESPIRATORY DISTRESS SYNDROME; SEIZURES; HEART ATTACK; STROKE; multiple CEREBRAL INFARCTIONS; KIDNEY FAILURE; catastrophic ANTIPHOSPHOLIPID ANTIBODY SYNDROME and/or DISSEMINATED INTRAVASCULAR COAGULATION). In younger patients, rare inflammatory syndromes are sometimes associated with COVID-19 (e.g., atypical KAWASAKI SYNDROME; TOXIC SHOCK SYNDROME; pediatric multisystem inflammatory disease; and CYTOKINE STORM SYNDROME). A coronavirus, SARS-CoV-2, in the genus BETACORONAVIRUS is the causative agent.	T047	Disease or Syndrome	2019 Novel Coronavirus Infection, SARS-CoV-2 Disease, Human Coronavirus 2019 Infection, SARS-CoV-2 Infection, Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder), Disease caused by SARS-CoV-2, 2019 nCoV Disease, 2019 Novel Coronavirus Disease, COVID-19 Virus Disease, Virus Disease, COVID-19, HCoV-19 Infection, 2019-nCoV Disease, COVID-19, 2019-nCoV Infections, Coronavirus Disease 2019, Coronavirus Disease-19, Severe Acute Respiratory Syndrome Coronavirus 2 Infection, SARS-CoV2 Disease, Infection, COVID-19 Virus, COVID 19, 2019-nCoV Diseases, SARS Coronavirus 2 Infection, COVID-19 Infection, Disease caused by 2019 novel coronavirus, SARS2 Infection, COVID-19 (Coronavirus Disease 2019), Infection, SARS-CoV-2, 2019 nCoV Infection, Disease caused by 2019-nCoV, SARS CoV 2 Infection, Disease, 2019-nCoV, COVID 19 Virus Disease, Disease 2019, Coronavirus, SARS-CoV-2 Infections, COVID-19 Virus Infection, COVID-19 Virus Infections, Coronavirus Disease 19, Disease, COVID-19 Virus, COVID 19 Virus Infection, Virus Infection, COVID-19, SARS-2 Infection, SARS-CoV2 Infection, Infection, 2019-nCoV, Disease caused by severe acute respiratory syndrome coronavirus 2, 2019-nCoV Infection, COVID-19 Virus Diseases, COVID19	1.0
DNGUvGmKCT	Coronavirus disease 2019 (Covid-19) autopsy guidance FAQ	Coronavirus disease 2019	DISEASE	C5203670	COVID19 (disease)	A viral disorder generally characterized by high FEVER; COUGH; DYSPNEA; CHILLS; PERSISTENT TREMOR; MUSCLE PAIN; HEADACHE; SORE THROAT; a new loss of taste and/or smell (see AGEUSIA and ANOSMIA) and other symptoms of a VIRAL PNEUMONIA. In severe cases, a myriad of coagulopathy associated symptoms often correlating with COVID-19 severity is seen (e.g., BLOOD COAGULATION; THROMBOSIS; ACUTE RESPIRATORY DISTRESS SYNDROME; SEIZURES; HEART ATTACK; STROKE; multiple CEREBRAL INFARCTIONS; KIDNEY FAILURE; catastrophic ANTIPHOSPHOLIPID ANTIBODY SYNDROME and/or DISSEMINATED INTRAVASCULAR COAGULATION). In younger patients, rare inflammatory syndromes are sometimes associated with COVID-19 (e.g., atypical KAWASAKI SYNDROME; TOXIC SHOCK SYNDROME; pediatric multisystem inflammatory disease; and CYTOKINE STORM SYNDROME). A coronavirus, SARS-CoV-2, in the genus BETACORONAVIRUS is the causative agent.	T047	Disease or Syndrome	2019 Novel Coronavirus Infection, SARS-CoV-2 Disease, Human Coronavirus 2019 Infection, SARS-CoV-2 Infection, Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder), Disease caused by SARS-CoV-2, 2019 nCoV Disease, 2019 Novel Coronavirus Disease, COVID-19 Virus Disease, Virus Disease, COVID-19, HCoV-19 Infection, 2019-nCoV Disease, COVID-19, 2019-nCoV Infections, Coronavirus Disease 2019, Coronavirus Disease-19, Severe Acute Respiratory Syndrome Coronavirus 2 Infection, SARS-CoV2 Disease, Infection, COVID-19 Virus, COVID 19, 2019-nCoV Diseases, SARS Coronavirus 2 Infection, COVID-19 Infection, Disease caused by 2019 novel coronavirus, SARS2 Infection, COVID-19 (Coronavirus Disease 2019), Infection, SARS-CoV-2, 2019 nCoV Infection, Disease caused by 2019-nCoV, SARS CoV 2 Infection, Disease, 2019-nCoV, COVID 19 Virus Disease, Disease 2019, Coronavirus, SARS-CoV-2 Infections, COVID-19 Virus Infection, COVID-19 Virus Infections, Coronavirus Disease 19, Disease, COVID-19 Virus, COVID 19 Virus Infection, Virus Infection, COVID-19, SARS-2 Infection, SARS-CoV2 Infection, Infection, 2019-nCoV, Disease caused by severe acute respiratory syndrome coronavirus 2, 2019-nCoV Infection, COVID-19 Virus Diseases, COVID19	1.0
LL86rKNnog	Coronavirus disease 2019 (Covid-19) triage precautions FAQ	Coronavirus disease 2019	DISEASE	C5203670	COVID19 (disease)	A viral disorder generally characterized by high FEVER; COUGH; DYSPNEA; CHILLS; PERSISTENT TREMOR; MUSCLE PAIN; HEADACHE; SORE THROAT; a new loss of taste and/or smell (see AGEUSIA and ANOSMIA) and other symptoms of a VIRAL PNEUMONIA. In severe cases, a myriad of coagulopathy associated symptoms often correlating with COVID-19 severity is seen (e.g., BLOOD COAGULATION; THROMBOSIS; ACUTE RESPIRATORY DISTRESS SYNDROME; SEIZURES; HEART ATTACK; STROKE; multiple CEREBRAL INFARCTIONS; KIDNEY FAILURE; catastrophic ANTIPHOSPHOLIPID ANTIBODY SYNDROME and/or DISSEMINATED INTRAVASCULAR COAGULATION). In younger patients, rare inflammatory syndromes are sometimes associated with COVID-19 (e.g., atypical KAWASAKI SYNDROME; TOXIC SHOCK SYNDROME; pediatric multisystem inflammatory disease; and CYTOKINE STORM SYNDROME). A coronavirus, SARS-CoV-2, in the genus BETACORONAVIRUS is the causative agent.	T047	Disease or Syndrome	2019 Novel Coronavirus Infection, SARS-CoV-2 Disease, Human Coronavirus 2019 Infection, SARS-CoV-2 Infection, Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder), Disease caused by SARS-CoV-2, 2019 nCoV Disease, 2019 Novel Coronavirus Disease, COVID-19 Virus Disease, Virus Disease, COVID-19, HCoV-19 Infection, 2019-nCoV Disease, COVID-19, 2019-nCoV Infections, Coronavirus Disease 2019, Coronavirus Disease-19, Severe Acute Respiratory Syndrome Coronavirus 2 Infection, SARS-CoV2 Disease, Infection, COVID-19 Virus, COVID 19, 2019-nCoV Diseases, SARS Coronavirus 2 Infection, COVID-19 Infection, Disease caused by 2019 novel coronavirus, SARS2 Infection, COVID-19 (Coronavirus Disease 2019), Infection, SARS-CoV-2, 2019 nCoV Infection, Disease caused by 2019-nCoV, SARS CoV 2 Infection, Disease, 2019-nCoV, COVID 19 Virus Disease, Disease 2019, Coronavirus, SARS-CoV-2 Infections, COVID-19 Virus Infection, COVID-19 Virus Infections, Coronavirus Disease 19, Disease, COVID-19 Virus, COVID 19 Virus Infection, Virus Infection, COVID-19, SARS-2 Infection, SARS-CoV2 Infection, Infection, 2019-nCoV, Disease caused by severe acute respiratory syndrome coronavirus 2, 2019-nCoV Infection, COVID-19 Virus Diseases, COVID19	1.0
S73A8rtf77	Coronavirus disease 2019 (Covid-19) in children	Coronavirus disease 2019	DISEASE	C5203670	COVID19 (disease)	A viral disorder generally characterized by high FEVER; COUGH; DYSPNEA; CHILLS; PERSISTENT TREMOR; MUSCLE PAIN; HEADACHE; SORE THROAT; a new loss of taste and/or smell (see AGEUSIA and ANOSMIA) and other symptoms of a VIRAL PNEUMONIA. In severe cases, a myriad of coagulopathy associated symptoms often correlating with COVID-19 severity is seen (e.g., BLOOD COAGULATION; THROMBOSIS; ACUTE RESPIRATORY DISTRESS SYNDROME; SEIZURES; HEART ATTACK; STROKE; multiple CEREBRAL INFARCTIONS; KIDNEY FAILURE; catastrophic ANTIPHOSPHOLIPID ANTIBODY SYNDROME and/or DISSEMINATED INTRAVASCULAR COAGULATION). In younger patients, rare inflammatory syndromes are sometimes associated with COVID-19 (e.g., atypical KAWASAKI SYNDROME; TOXIC SHOCK SYNDROME; pediatric multisystem inflammatory disease; and CYTOKINE STORM SYNDROME). A coronavirus, SARS-CoV-2, in the genus BETACORONAVIRUS is the causative agent.	T047	Disease or Syndrome	2019 Novel Coronavirus Infection, SARS-CoV-2 Disease, Human Coronavirus 2019 Infection, SARS-CoV-2 Infection, Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder), Disease caused by SARS-CoV-2, 2019 nCoV Disease, 2019 Novel Coronavirus Disease, COVID-19 Virus Disease, Virus Disease, COVID-19, HCoV-19 Infection, 2019-nCoV Disease, COVID-19, 2019-nCoV Infections, Coronavirus Disease 2019, Coronavirus Disease-19, Severe Acute Respiratory Syndrome Coronavirus 2 Infection, SARS-CoV2 Disease, Infection, COVID-19 Virus, COVID 19, 2019-nCoV Diseases, SARS Coronavirus 2 Infection, COVID-19 Infection, Disease caused by 2019 novel coronavirus, SARS2 Infection, COVID-19 (Coronavirus Disease 2019), Infection, SARS-CoV-2, 2019 nCoV Infection, Disease caused by 2019-nCoV, SARS CoV 2 Infection, Disease, 2019-nCoV, COVID 19 Virus Disease, Disease 2019, Coronavirus, SARS-CoV-2 Infections, COVID-19 Virus Infection, COVID-19 Virus Infections, Coronavirus Disease 19, Disease, COVID-19 Virus, COVID 19 Virus Infection, Virus Infection, COVID-19, SARS-2 Infection, SARS-CoV2 Infection, Infection, 2019-nCoV, Disease caused by severe acute respiratory syndrome coronavirus 2, 2019-nCoV Infection, COVID-19 Virus Diseases, COVID19	1.0
daxZmB4y94	Corynebacterium infections	Corynebacterium infections	DISEASE	C0010153	Corynebacterium Infections	Infections with bacteria of the genus CORYNEBACTERIUM.	T047	Disease or Syndrome	Infection, Corynebacterium, Infection caused by Corynebacterium, Infection due to Corynebacterium, Corynebacterium Infection, Infection caused by Corynebacterium (disorder), Infections, Corynebacterium, Corynebacteriosis	1.0
6eYaEjq888	Coxsackieviruses									
3Qz3MzMhVL	Cryptococcosis									
7VnFgxSFMr	Cryptosporidiosis	Cryptosporidiosis	DISEASE	C0010418	Cryptosporidiosis	Intestinal infection with organisms of the genus CRYPTOSPORIDIUM. It occurs in both animals and humans. Symptoms include severe DIARRHEA.	T047	Disease or Syndrome	CRYPTOSPORIDIOSIS, Infection by Cryptosporidium, NOS, Cryptosporidioses, Cryptosporidium Infection, Cryptosporidium Infections, cryptosporidium infection, Cryptosporidiosis (disorder), Intestinal cryptosporidiosis, Crypto, cryptosporidiasis, Infection caused by Cryptosporidium (disorder), Cryptosporidiosis, Infection, Cryptosporidium, Cryptosporidium infection, Infection by Cryptosporidium, cryptosporidiosis, Cryptosporidiasis, Infection caused by Cryptosporidium	1.0
aBmKXpXk67	Cutaneous Cryptococcus	Cutaneous Cryptococcus	DISEASE	C0010415	Cryptococcus	A mitosporic Tremellales fungal genus whose species usually have a capsule and do not form pseudomycellium. Teleomorphs include Filobasidiella and Fidobasidium.	T004	Fungus	Genus Cryptococcus (organism), cryptococcus, cryptococcal, Cryptococcus, NOS, Filobasidiella, Genus Cryptococcus, Cryptococcus species, Filobasidiella, NOS, Cryptococcus <basidiomycetes>, Filobasidiella (organism), Cryptococcal, Cryptococcus	0.827
x7kYxebdVh	Cutaneous Larva Migrans	Cutaneous Larva Migrans	DISEASE	C0546999	Larva Migrans, Cutaneous	Cutaneous larva migrans is a rare parasitic disease characterized by single or multiple, linear or serpiginous, erythematous, slightly elevated cutaneous tracks caused by the larval migration of various nematode species. Tracks are variable in length, generally a few millimeters wide and are frequently located on the feet (although any area of the body is possible). Patients typically present with severe, intractable pruritus, which, in some cases, may cause impaired concentration, loss of sleep, and mood disturbances.	T047	Disease or Syndrome	cutaneous larva migran, sandworm, Cutaneous larva migrans NOS, Cutaneous larval migrans, cutaneous larva migrans, Larva Migrans, Cutaneous, eruption creeping, creeping eruption, Uncinarial dermatitis, Cutaneous larva migrans, Ground itch, Sandworm, CLM - Cutaneous larva migrans, Hookworm cutaneous vesicle, Creeping eruption, Cutaneous larva migrans (disorder), Larva migrans of skin, ground itch, Duckhunter's itch, Cutaneous Larva Migrans, Plumber's itch, larva migrans cutaneous	1.0
LavkaeTdb7	Cutaneous manifestations of HIV									
f33XW6i4y5	Cutaneous manifestations of hepatitis C	hepatitis C	DISEASE	C0019196	Hepatitis C	INFLAMMATION of the LIVER in humans caused by HEPATITIS C VIRUS, a single-stranded RNA virus. Its incubation period is 30-90 days. Hepatitis C is transmitted primarily by contaminated blood parenterally and is often associated with transfusion and intravenous drug abuse. However, in a significant number of cases, the source of hepatitis C infection is unknown.	T047	Disease or Syndrome	non b hepatitis, HEPATITIS, NON-A, NON-B, HCV Infection, Parenterally-Transmitted Non-A, Non-B Hepatitis, viral hepatitis c, Unspecified viral hepatitis C, Hepatitis C, Unspecified viral hepatitis C NOS, Hepatitis C virus (HCV), hepatitis c viral, Parenterally Transmitted Non A, Non B Hepatitis, hepatitis c, Viral hepatitis type C (disorder), hepatitis non A non B, Viral hepatitis C, nonA nonB hepatitis, Non-A, non-B hepatitis, Hepatitis C Virus Infection, HEPATITIS NON-A NON-B, HEPATITIS C, Viral hepatitis, non-A, non-B, hepatitis nonA nonB, NANBH, Non-A, Non-B Hepatitis, Viral hepatitis type C, PT-NANBH, hepatitis non-a non-b, HCV, HEPATITIS C VIRUS, Hepatitis, Viral, Non-A, Non-B, Parenterally-Transmitted, Type C viral hepatitis, hepatitis C, Hepatitis C Infection, hepatitis viral c, hepatitis C infection, Hepatitis, Non-A, non-B	1.0
eU875L6TCW	Cutaneous Protothecosis	Cutaneous Protothecosis	DISEASE							
XpwXYf8qWg	Cutibacterium (Propionibacterium) infections	Cutibacterium	CHEMICAL	C4433919	Cutibacterium		T007	Bacterium	Genus Cutibacterium, Cutibacterium, Genus Cutibacterium (organism)	1.0
XpwXYf8qWg	Cutibacterium (Propionibacterium) infections	Propionibacterium	CHEMICAL	C0033476	Propionibacterium	A genus of gram-positive, rod-shaped bacteria whose cells occur singly, in pairs or short chains, in V or Y configurations, or in clumps resembling letters of the Chinese alphabet. Its organisms are found in cheese and dairy products as well as on human skin and can occasionally cause soft tissue infections.	T007	Bacterium	Propionibacterium species, PROPIONIBACTERIUM, Propionibacterium, Propionibacterium, NOS, Genus Propionibacterium, Propionicibacterium, Genus Propionibacterium (organism), propionibacterium	1.0
HtGRFNonBw	Cyclospora infection (Cyclosporiasis)	Cyclospora infection	DISEASE	C4303102	Infection caused by Cyclospora		T047	Disease or Syndrome	Infection caused by Cyclospora, Infection caused by Cyclospora (disorder), Infection, Cyclospora, Cyclospora Infections, Cyclospora infection, Cyclospora Infection, Infections, Cyclospora	1.0
hfFa6Evss5	Cysticercosis (pork Tapeworm infection)	pork Tapeworm infection	DISEASE	C0473878	Tenia solium infection		T047	Disease or Syndrome	Armed tapeworm infection, Pork tapeworm infection, Taenia solium Infection, pork tapeworm, Taenia solium infection, tapeworm pork, Taenia solium infection (disorder), Infection by Taenia solium, Intestinal taenia solium infection (disorder), Pork tapeworm, pork tapeworm infection, Intestinal taenia solium infection, Taenia solium infection, intestinal form, Infection, Taenia solium, Taenia solium Infections	1.0
7dVPycTQxW	Cystitis Empiric therapy	Cystitis	DISEASE	C0010692	Cystitis	Inflammation of the URINARY BLADDER, either from bacterial or non-bacterial causes. Cystitis is usually associated with painful urination (dysuria), increased frequency, urgency, and suprapubic pain.	T047	Disease or Syndrome	Cystitides, inflammation of bladder, CYSTITIS (NOS), bladder inflammation, CYSTALGIA, CYSTITIS, Urinary bladder inflammation, Cystitis, NOS, Cystitis (disorder), Cystitis, unspecified, Urinary bladder inflamed, cystitis, Urocystitis, Cystitis of the urinary bladder, Inflammation of urinary bladder, Bladder infection, Cystitis	1.0
6iGpxRyzCS	Cystoisosporiasis									
AiPQth7HCr	Cytomegalovirus (Cmv)	Cmv	DISEASE	C0010825	Cytomegalovirus	A genus of the family HERPESVIRIDAE, subfamily BETAHERPESVIRINAE, infecting the salivary glands, liver, spleen, lungs, eyes, and other organs, in which they produce characteristically enlarged cells with intranuclear inclusions. Infection with Cytomegalovirus is also seen as an opportunistic infection in AIDS.	T005	Virus	Salivary Gland Virus, cytomegalovirus, Cytomegaloviruses, Cytomegalovirus, NOS, salivary gland viruses, Genus Cytomegalovirus (organism), Salivary Gland Viruses, cytomegalovirus group, Cytomegalovirus species, cmv cytomegalovirus, Genus Cytomegalovirus, Salivary gland virus, NOS, Salivary gland virus, Virus, Salivary Gland, Cytomegalovirus, Viruses, Salivary Gland, Cytomegalovirus group, NOS, cytomegalovirus (CMV), salivary gland virus, CMV	1.0
HT4vFmjEJd	Cytomegalovirus (Cmv) Retinitis	Cmv	DISEASE	C0010825	Cytomegalovirus	A genus of the family HERPESVIRIDAE, subfamily BETAHERPESVIRINAE, infecting the salivary glands, liver, spleen, lungs, eyes, and other organs, in which they produce characteristically enlarged cells with intranuclear inclusions. Infection with Cytomegalovirus is also seen as an opportunistic infection in AIDS.	T005	Virus	Salivary Gland Virus, cytomegalovirus, Cytomegaloviruses, Cytomegalovirus, NOS, salivary gland viruses, Genus Cytomegalovirus (organism), Salivary Gland Viruses, cytomegalovirus group, Cytomegalovirus species, cmv cytomegalovirus, Genus Cytomegalovirus, Salivary gland virus, NOS, Salivary gland virus, Virus, Salivary Gland, Cytomegalovirus, Viruses, Salivary Gland, Cytomegalovirus group, NOS, cytomegalovirus (CMV), salivary gland virus, CMV	1.0
HT4vFmjEJd	Cytomegalovirus (Cmv) Retinitis	Retinitis	DISEASE	C0035333	Retinitis	Inflammation of the RETINA. It is rarely limited to the retina, but is commonly associated with diseases of the choroid (CHORIORETINITIS) and of the OPTIC DISK (neuroretinitis).	T047	Disease or Syndrome	Retinitis (disorder), Retinitis NOS, RETINITIS, Retina inflamed, Inflammation of retina, swelling of the retina, Retinitis, NOS, Retinitis, retinitis	1.0
Xk7kKBimcV	Cytomegalovirus encephalitis in HIV	Cytomegalovirus encephalitis	DISEASE	C0238097	Cytomegalovirus encephalitis		T047	Disease or Syndrome	ENCEPHALITIS, CYTOMEGALOVIRUS, cmv encephalitis, cytomegalovirus encephalitis, Cytomegalovirus encephalitis (disorder), Cytomegalovirus encephalitis	1.0
ahg3Ajb9fW	Cytomegalovirus Organism-Specific therapy									
G6xZcTrLtK	Dengue									
evuazbFghF	Dermatitis Herpetiformis	Dermatitis	DISEASE	C0011603	Dermatitis	Any inflammation of the skin.	T047	Disease or Syndrome	Skin inflamed, skin inflammation, inflammation of skin, SKIN INFLAMMATION NOS, Dermatitides, DERMATITIS, Skin Inflammation, Skin inflammation, Inflammation of Skin, Dermatitis, Skin--Inflammation, Dermatitis, NOS, Inflammation of the Skin, DERMATITIS (NOS), dermatitides, Inflammation of skin, NOS, dermatitis	1.0
GvbXyzTtjH	Dermatologic manifestations of Necrotizing Fasciitis	Fasciitis	DISEASE	C0015645	Fasciitis	Inflammation of the fascia. There are three major types: 1, Eosinophilic fasciitis, an inflammatory reaction with eosinophilia, producing hard thickened skin with an orange-peel configuration suggestive of scleroderma and considered by some a variant of scleroderma; 2, Necrotizing fasciitis (FASCIITIS, NECROTIZING), a serious fulminating infection (usually by a beta hemolytic streptococcus) causing extensive necrosis of superficial fascia; 3, Nodular/Pseudosarcomatous /Proliferative fasciitis, characterized by a rapid growth of fibroblasts with mononuclear inflammatory cells and proliferating capillaries in soft tissue, often the forearm; it is not malignant but is sometimes mistaken for fibrosarcoma.	T047	Disease or Syndrome	Fasciitis, NOS, Fascitides, fasciitis, Fascitis, Fasciitis (disorder), FASCITIS, FASCIITIS, DIFFUSE, FASCIITIS, Fasciitis, Fasciitides, Inflammation of the fascia, Fasciitis, unspecified	1.0
3LEzfggjeR	Dermatologic manifestations of Rubella									
7A6nRJMtxi	Dermatologic manifestations of Staphylococcal scalded skin syndrome	Staphylococcal scalded skin syndrome	DISEASE	C0038165	Staphylococcal Scalded Skin Syndrome	A disease of infants due to group 2 phage type 17 staphylococci that produce an epidermolytic exotoxin. Superficial fine vesicles and bullae form and rupture easily, resulting in loss of large sheets of epidermis.	T047	Disease or Syndrome	Scalded-Skin Syndrome, Staphylococcal, Dermatitis exfoliativa neonatorum, Ritter's Disease, Staphylococcal Scalded Skin Syndrome, ritter disease, Disease, Ritter, Toxic epidermal necrolysis, subcorneal type, scalding skin syndrome, scalded skin syndrome, Staphylococcal scalded skin syndrome, Ritter's disease, Syndromes, Staphylococcal Scalded-Skin, Syndrome, Staphylococcal Scalded-Skin, skin scalded syndrome, SSSS - Staphylococcal scalded skin syndrome, (Staphylococcal) Scalded skin syndrome, Staphylococcal Scalded-Skin Syndromes, Disease, Ritter's, scald skin syndrome, Staphylococcal scalded skin syndrome (disorder), Ritters Disease, Scalded Skin Syndrome, Staphylococcal, Scalded-Skin Syndromes, Staphylococcal, ritters disease, ritter's disease, Ritter Disease, staph scalded skin syndrome, Scalded skin syndrome, Generalized exfoliative disease, SSSS, Staphylococcal Scalded-Skin Syndrome, SCALDED SKIN SYNDROME	1.0
