InputID	InputText	Entity	EntityType	UMLS.CUI	UMLS.Label	UMLS.Definition	UMLS.Synonyms	UMLS.SemanticTypeIDs	UMLS.SemanticTypeLabels	UMLS.MappingScore
N8fL4Cpcfw	Viral infection of central nervous system	central nervous system	ENTITY	C3540014	CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS		CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS, CENTRAL NERVOUS SYSTEM	T130	Indicator, Reagent, or Diagnostic Aid	1.0
aECjLRVkSu	Croup	Croup	ENTITY	C0010380	Croup	Inflammation involving the GLOTTIS or VOCAL CORDS and the subglottic larynx. Croup is characterized by a barking cough, HOARSENESS, and persistent inspiratory STRIDOR (a high-pitched breathing sound). It occurs chiefly in infants and children.	croup, CROUP, Acute Obstructive Laryngitis, croup syndromes, LARYNGOTRACHEOBRONCHITIS, ACUTE, Croup syndrome, Croup (disorder), acute laryngotracheobronchitis, croup syndrome, Croup	T047	Disease or Syndrome	1.0
bN35XoZ4S9	Severe acute respiratory syndrome	Severe	ENTITY	C0205082	Severe (severity modifier)	Intensely bad or unpleasant in degree, quality or extent.	High Grade, gravis, grade high, Severe (severity modifier) (qualifier value), High grade, high grade, gravi, Gravis, gravies, Severe (severity modifier), Major, gravy, severely, Severe, severe, Severely	T033	Finding	1.0
bN35XoZ4S9	Severe acute respiratory syndrome	acute respiratory syndrome	ENTITY	C0035222	Respiratory Distress Syndrome, Adult	Progressive and life-threatening pulmonary distress in the absence of an underlying pulmonary condition, usually following major trauma or surgery. Cases of neonatal respiratory distress syndrome are not included in this definition.	Shock lung, wet lung syndrome, a r d s, Respiratory distress syndrome, Adult Respiratory Distress Syndrome, danang lung, Acquired respiratory distress syndrome, Shock-lung syndrome, ARDs - Acute respiratory distress syndrome, Congestive atelectasis, Respiratory distress syndrome, Adult, ADULT RESPIRATORY STRESS SYNDROME, Adult respiratory distress syndrome, RESPIRATORY DISTRESS SYNDROME, adult rds, Respiratory distress syndrome (finding), ADULT RESPIRATORY DISTRESS SYNDROME, SYNDROME ADULT RESPIRATORY DISTRESS, ARDS, SYNDROME RESPIRATORY DISTRESS ADULT, Respiratory Distress Syndrome, Adult, RESPIRATORY DISTRESS SYNDROME ADULT, WET LUNG SYNDROME, ARDS - Adult respiratory distress syndrome, RESPIRATORY DISTRESS SYNDROME, ADULT, DISTRESS RESPIRATORY SYNDROME ADULTS, adult respiratory distress syndrome (ARDS), shock lung, DaNang lung, Vietnam lung, ADULT RESPIRATORY DISTRESS SYNDR, adult hyaline membrane disease, Respiratory distress syndrome, adult, Acute respiratory distress syndrome (disorder), Acute respiratory distress syndrome, adult respiratory syndrome, wet lung, Adult RDS, ards, Adult respiratory distress syndrome, NOS, a.r.d.s., SHOCK LUNG, SYNDROME ADULT RESPIRATORY, Wet-lung syndrome, adult, Adult hyaline membrane disease, adult respiratory distress syndrome, Pulmonary capillary leak syndrome, Acute Respiratory Distress Syndrome	T047	Disease or Syndrome	0.888
2ptxLFLSrw	Yersinia Pestis infectious disease	Yersinia	ENTITY	C0043405	Yersinia <bacteria>	A genus of gram-negative, facultatively anaerobic rod- to coccobacillus-shaped bacteria that occurs in a broad spectrum of habitats.	yersinia, YERSINIA, Genus Yersinia (organism), Yersinia species, Genus Yersinia, Yersinia, Yersinia, NOS, Yersinia <enterobacteria>	T007	Bacterium	1.0
2ptxLFLSrw	Yersinia Pestis infectious disease	Pestis infectious disease	ENTITY	C0009450	Communicable Diseases	An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.	Communicable Disease, contagious disease, Infection, Transmissible disease, NOS, Disorder due to infection, Infective disorder, Disease, Communicable, communicable diseases, Contagious disease (navigational concept), Disease, Infectious, Diseases, Infectious, contagious diseases, Infectious Diseases and Manifestations, Infectious disease (disorder), Infectious Diseases, Communicable disease (navigational concept), Infectious Disease, Infectious or communicable disease, communicable disease, Disease due to infection, Infectious Disorder, Infectious, Communicable disease, infection, Communicable Diseases, Infectious disease, infectious diseases, microbial colonization, disease caused by microorganism, Communicable disease, NOS, communicable infectious disease, Infection, NOS, infectious disease, Contagious disease, NOS, Infectious diseases, Contagious disease, Infectious disease NOS, Communicable diseases, Diseases, Communicable, Infectious disease, NOS, Infection Unspecified	T047	Disease or Syndrome	0.851
xyTbcNk7yv	Cestode infectious disease	Cestode infectious disease	ENTITY	C0009450	Communicable Diseases	An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.	Communicable Disease, contagious disease, Infection, Transmissible disease, NOS, Disorder due to infection, Infective disorder, Disease, Communicable, communicable diseases, Contagious disease (navigational concept), Disease, Infectious, Diseases, Infectious, contagious diseases, Infectious Diseases and Manifestations, Infectious disease (disorder), Infectious Diseases, Communicable disease (navigational concept), Infectious Disease, Infectious or communicable disease, communicable disease, Disease due to infection, Infectious Disorder, Infectious, Communicable disease, infection, Communicable Diseases, Infectious disease, infectious diseases, microbial colonization, disease caused by microorganism, Communicable disease, NOS, communicable infectious disease, Infection, NOS, infectious disease, Contagious disease, NOS, Infectious diseases, Contagious disease, Infectious disease NOS, Communicable diseases, Diseases, Communicable, Infectious disease, NOS, Infection Unspecified	T047	Disease or Syndrome	0.801
MjjdiwXgi7	Hiv-Associated Lipodystrophy syndrome	Hiv-Associated Lipodystrophy syndrome	ENTITY	C1136321	HIV-Associated Lipodystrophy Syndrome	Defective metabolism leading to fat maldistribution in patients infected with HIV. The etiology appears to be multifactorial and probably involves some combination of infection-induced alterations in metabolism, direct effects of antiretroviral therapy, and patient-related factors.	HIV-Associated Lipodystrophy, Lipodystrophy, HIV-Associated, Lipodystrophy Syndrome, HIV, HIV-associated lipodystrophy syndrome, HIV Lipodystrophy Syndrome, HIV Associated Lipodystrophy Syndrome, Lipodystrophy Syndrome, HIV-Associated, HIV Associated Lipodystrophy	T047	Disease or Syndrome	1.0
P89FXmQCpV	Scrub typhus	Scrub	ENTITY	C0553382	Pinus virginiana		Pinus virginiana, scrub pine	T002	Plant	0.864
75DxdsDhFs	Ascariasis	Ascariasis	ENTITY	C0003950	Ascariasis	Infection by nematodes of the genus ASCARIS. Ingestion of infective eggs causes diarrhea and pneumonitis. Its distribution is more prevalent in areas of poor sanitation and where human feces are used for fertilizer.	Ascariasis, Ascariasis (disorder), ASCARIASIS, Infection, Ascaris, Ascaris Infection, Ascaris Infections, Ascariases, Ascariasis - roundworms, ascariosis, Infections, Ascaris, ascaridiasis, ascariasis, Ascariosis	T047	Disease or Syndrome	1.0
8xMUJtd3ds	Bacteroides infectious disease	Bacteroides	ENTITY	C0004661	Bacteroides	A genus of gram-negative, anaerobic, rod-shaped bacteria. Its organisms are normal inhabitants of the oral, respiratory, intestinal, and urogenital cavities of humans, animals, and insects. Some species may be pathogenic.	Bacteroides, NOS, capsulary, Bacteroides, Genus Bacteroides, BACTEROIDES, Bacteroides species, Genus Bacteroides (organism), bacteroides, Capsularis, Ristella <CFB group bacteria>	T007	Bacterium	1.0
8xMUJtd3ds	Bacteroides infectious disease	infectious disease	ENTITY	C0009450	Communicable Diseases	An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.	Communicable Disease, contagious disease, Infection, Transmissible disease, NOS, Disorder due to infection, Infective disorder, Disease, Communicable, communicable diseases, Contagious disease (navigational concept), Disease, Infectious, Diseases, Infectious, contagious diseases, Infectious Diseases and Manifestations, Infectious disease (disorder), Infectious Diseases, Communicable disease (navigational concept), Infectious Disease, Infectious or communicable disease, communicable disease, Disease due to infection, Infectious Disorder, Infectious, Communicable disease, infection, Communicable Diseases, Infectious disease, infectious diseases, microbial colonization, disease caused by microorganism, Communicable disease, NOS, communicable infectious disease, Infection, NOS, infectious disease, Contagious disease, NOS, Infectious diseases, Contagious disease, Infectious disease NOS, Communicable diseases, Diseases, Communicable, Infectious disease, NOS, Infection Unspecified	T047	Disease or Syndrome	1.0
YjbWHfVQRL	American Trypanosomiasis	Trypanosomiasis	ENTITY	C0041227	Trypanosomiasis	Infection with protozoa of the genus TRYPANOSOMA.	trypanosomiasis, Trypanosomiasis, Trypanosomiasis, unspecified, Trypanosomosis, Trypanosomiases, Trypanosomiasis (disorder)	T047	Disease or Syndrome	1.0
GJwJsaySby	Skeletal tuberculosis	Skeletal tuberculosis	ENTITY	C0041329	Tuberculosis, skeletal system			T047	Disease or Syndrome	0.842
UeXjvpin5n	Bronchopneumonia	Bronchopneumonia	ENTITY	C0006285	Bronchopneumonia	Inflammation of the lung parenchyma that is associated with BRONCHITIS, usually involving lobular areas from TERMINAL BRONCHIOLES to the PULMONARY ALVEOLI. The affected areas become filled with exudate that forms consolidated patches.	Bronchopneumonia (disorder), pneumonia bronchial, Bronchopneumonia, Pneumonias, Bronchial, Bronchopneumonia, NOS, bronchopneumonia, Bronchial Pneumonias, Lobular pneumonia, Bronchial Pneumonia, Pneumonia, Bronchial, Lobular Pneumonia, BRONCHOPNEUMONIA, Bronchopneumonia, organism unspecified, Bronchial pneumonia, Bronchopneumonias, bronchial pneumonia	T047	Disease or Syndrome	1.0
CuHMR6c9Dx	Loiasis	Loiasis	ENTITY	C0023968	Loiasis	A parasitic infection caused by the nematode Loa loa. The vector in the transmission of this infection is the horsefly (Tabanus) or the deerfly or mango fly (Chrysops). The larvae may be seen just beneath the skin or passing through the conjunctiva. Eye lesions are not uncommon. The disease is generally mild and painless.	loaiasis, Loa loa infection, loasis, Loiasis, Loaiases, Eyeworm disease of Africa, Infection by Loa loa, LOIASIS, Infection, Loa loa, Loa loa Filariasis, Loa loa Infection, Loaiasis, Infection caused by Loa loa (disorder), Loa loa Infections, Filariasis, Loa loa, Loiases, Loa loa Filariases, Infection caused by Loa loa, Loasis, loiasis	T047	Disease or Syndrome	1.0
93ftAjmSqa	Tick-Borne infectious disease	Tick-Borne infectious disease	ENTITY	C0162700	Tick-Borne Diseases	Bacterial, viral, or parasitic diseases transmitted to humans and animals by the bite of infected ticks. The families Ixodidae and Argasidae contain many bloodsucking species that are important pests of man and domestic birds and mammals and probably exceed all other arthropods in the number and variety of disease agents they transmit. Many of the tick-borne diseases are zoonotic.	tick borne diseases, Disease transmitted by tick, tick borne disease, Tick-borne infectious disease, Tick Borne Diseases, tick-borne disease, Tick-borne disease, Diseases, Tick-Borne, borne disease tick, Diseases, Tick Borne, Disease transmitted by tick (navigational concept), tick-borne diseases, Borne Diseases, Tick, diseases tick-borne, Disease, Tick Borne, Borne Disease, Tick, Tick-borne diseases, Disease, Tick-Borne, Tick Borne Disease, Tick-Borne Disease	T047	Disease or Syndrome	1.0
jxXTECPUAF	Central nervous system Helminthiasis	Central nervous system	ENTITY	C3540014	CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS		CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS, CENTRAL NERVOUS SYSTEM	T130	Indicator, Reagent, or Diagnostic Aid	1.0
jxXTECPUAF	Central nervous system Helminthiasis	Helminthiasis	ENTITY	C0018889	Helminthiasis	Infestation with parasitic worms of the helminth class.	Helminthiasis NOS, Helminth infection, Helminthiases, helminthic infections, helminth infections, worm infection, Worm infestation, helminth parasite infection, HELMINTHIC INFECTIONS: GENERAL TERMS, helminthic infection, WORM, Infection due to Class Cestoda and/or Class Trematoda and/or Phylum Nemata, helminthiases, Worms NOS, helminthiasis, Worm infection, Helminth infection, unspecified, Infection caused by Class Cestoda and/or Class Trematoda and/or Phylum Nemata (disorder), Helminthosis, worms infestation, Infection caused by Class Cestoda and/or Class Trematoda and/or Phylum Nemata, Worms, HELMINTHIASIS, Helminthiasis, Worms, NOS, worm infestation, HELMINTHIC INFECTIOUS DISEASES, helminth infection, HELMINTHIASES, Helminth infection, NOS	T047	Disease or Syndrome	1.0
RHaMBCtecX	Leptospirosis	Leptospirosis	ENTITY	C0023364	Leptospirosis	Infections with bacteria of the genus LEPTOSPIRA.	Leptospirosis, unspecified, leptospirosis, fort bragg fever, Leptospiroses, Harvest fever, Infection due to Leptospira, spirochaetal jaundice, Fever, swamp, Infection, Leptospira, swamp fever, Rice-field worker's disease, Infections, Leptospira, mud fever, Leptospirosis, NOS, Leptospira Infections, Cane cutter's fever, Stuttgart Disease, Spirochetal jaundice, Weil Disease, Spirochaetal jaundice, queensland fever, Leptospirosis, leptospiroses, Queensland fever, red water fever, Leptospirosis (disorder), LEPTOSPIROSIS, Japanese autumnal fever, Infection due to Leptospira, NOS, Leptospira Infection	T047	Disease or Syndrome	1.0
yAkU2QNPVZ	Drug-Resistant tuberculosis	Drug-Resistant tuberculosis	ENTITY	C0206525	Tuberculosis, Drug-Resistant		Drug-Resistant Tuberculosis, Tuberculosis, Drug Resistant, drug resistant tuberculosis, Drug resistant tuberculosis, Drug resistant tuberculosis (disorder), tuberculosis drug resistant, drug-resistant tuberculosis	T047	Disease or Syndrome	1.0
htErv6pVtz	Colorado tick fever	Colorado tick	ENTITY	C0009400	Colorado Tick Fever	A febrile illness characterized by chills, aches, vomiting, leukopenia, and sometimes encephalitis. It is caused by the COLORADO TICK FEVER VIRUS, a reovirus transmitted by the tick Dermacentor andersoni.	Tick fever, American mountain, CTF - Colorado tick fever, American mountain fever, COLORADO TICK FEVER, FEVER, MOUNTAIN TICK, FEVER, MOUNTAIN, Mountain fever, colorado fever tick, Colorado tick fever (disorder), colorado tick fever, Colorado tick fever, mountain tick fever, Colorado tick encephalitis, Mountain tick fever, Tick fever, Colorado, Tick Fever, Colorado, Colorado tick-borne disease, Colorado Tick Fever, American mountain tick fever, Fever, Colorado Tick, mountain fever	T047	Disease or Syndrome	0.823
sPvszgzcHC	Purulent Endophthalmitis	Purulent	ENTITY	C0439665	Purulent		purulent, Purulent, Purulent (morphologic abnormality)	T080	Qualitative Concept	1.0
sPvszgzcHC	Purulent Endophthalmitis	Endophthalmitis	ENTITY	C0014236	Endophthalmitis	Suppurative inflammation of the tissues of the internal structures of the eye frequently associated with an infection.	ophthalmia, Ophthalmias, Inflammatory disorder of the eye (disorder), Endophthalmitis (disorder), OPHTHALMITIS, Inflammatory disorder of the eye, Endophthalmitis, NOS, Ophthalmia, Endophthalmitides, ENDOPHTHALMITIS, Ophthalmitis, endophthalmitis, Endophthalmitis, Eye inflammation, Ophthalmitis, NOS, Ophthalmia, NOS	T047	Disease or Syndrome	1.0
T5tkHEdL4z	Hiv-1 infection	Hiv-1 infection	ENTITY	C1512298	HIV-1 Infection Pathway			T043	Cell Function	0.811
4AEBhHoCTy	Pyelonephritis	Pyelonephritis	ENTITY	C0034186	Pyelonephritis	Inflammation of the KIDNEY involving the renal parenchyma (the NEPHRONS); KIDNEY PELVIS; and KIDNEY CALICES. It is characterized by ABDOMINAL PAIN; FEVER; NAUSEA; VOMITING; and occasionally DIARRHEA.	Pyelonephritis, Pyelonephritis (disorder), Pyelonephritis, NOS, pyelonephritis, bacterial infection of the kidney, Pyelonephritis, unspecified, Pyelonephritis NOS, Kidney infection, PYELONEPHRITIS, Kidney Infection, Pyelonephritides	T047	Disease or Syndrome	1.0
CrojMYu9KR	Human granulocytic anaplasmosis	Human	ENTITY	C0086418	Homo sapiens	Members of the species Homo sapiens.	Human - origin (qualifier value), Human, General, human, Homo sapiens, Modern Man, Homo sapiens (organism), Man, Human - origin, Man (Taxonomy), Humans, FAMILY OF MAN, Human, humans, Man, Modern, Man and woman, homo sapiens, man	T016	Human	1.0
CrojMYu9KR	Human granulocytic anaplasmosis	granulocytic anaplasmosis	ENTITY	C4476477	Human Granulocytic Anaplasmosis		Human Anaplasmoses, Anaplasmoses, Human Granulocytic, Anaplasmoses, Human, Granulocytic Anaplasmosis, Human, Granulocytic Anaplasmoses, Human, Anaplasmosis, Human, Human Anaplasmosis, Human Granulocytic Anaplasmosis, Human Granulocytic Anaplasmoses, Anaplasmosis, Human Granulocytic	T047	Disease or Syndrome	0.922
waDNavsXDt	Chronic hepatitis B virus infection	Chronic hepatitis B virus infection	ENTITY	C0524909	Hepatitis B, Chronic	INFLAMMATION of the LIVER in humans caused by HEPATITIS B VIRUS lasting six months or more. It is primarily transmitted by parenteral exposure, such as transfusion of contaminated blood or blood products, but can also be transmitted via sexual or intimate personal contact.	Chronic viral hepatitis B, Chronic Hepatitis B, HEPATITIS, CHRONIC TYPE B, hepatitis b chronic, Chronic type B viral hepatitis, Chronic Hepatitis B Virus Infection, chronic hepatitis b, chronic hep b, Chronic type B viral hepatitis (disorder), hepatitis b chronic viral, Hepatitis B Virus Infection, Chronic	T047	Disease or Syndrome	1.0
9oRmBYzjwD	Chickenpox	Chickenpox	ENTITY	C0008049	Chickenpox	A highly contagious infectious disease caused by the varicella-zoster virus (HERPESVIRUS 3, HUMAN). It usually affects children, is spread by direct contact or respiratory route via droplet nuclei, and is characterized by the appearance on the skin and mucous membranes of successive crops of typical pruritic vesicular lesions that are easily broken and become scabbed. Chickenpox is relatively benign in children, but may be complicated by pneumonia and encephalitis in adults. (From Dorland, 27th ed)	Varicella, varicella infection, CHICKENPOX, Chickenpox, NOS, Chicken Pox Infection, VARICELLA, CHICKEN POX, Varicella infection, Chickenpox NOS, Varicella (Chickenpox), Chickenpox, varicella, Varicella, NOS, Varicella (disorder), chickenpox, Varicella NOS, Chicken pox, Chicken Pox, chicken pox	T047	Disease or Syndrome	1.0
QsYQtCBHZh	Dirofilariasis	Dirofilariasis	ENTITY	C0012602	Dirofilariasis	Infection with nematodes of the genus DIROFILARIA, usually in animals, especially dogs, but occasionally in man.	Dirofilariases, Heartworm Disease, Dirofilaria infection, Infection by Dirofilaria, NOS, Infection caused by Dirofilaria (disorder), Dirofilariosis, dirofilariosis, Dirofilariasis, Disease, Heartworm, Infection by Dirofilaria, heartworm disease, dirofilariasis, DIROFILARIASIS, Infection caused by Dirofilaria	T047	Disease or Syndrome	1.0
CgTQga9rAD	Primary Bartonellaceae infectious disease	Primary	ENTITY	C0205225	Primary	Occurring first in time or sequence; original; of greatest rank or importance or value.	Principal, Primary, principal, primary, Principal (qualifier value), main, principals, mains, Main	T080	Qualitative Concept	1.0
CgTQga9rAD	Primary Bartonellaceae infectious disease	Bartonellaceae	ENTITY	C0004772	Bartonellaceae	A family of small gram-negative bacteria whose organisms are parasites of erythrocytes in man and other vertebrates and the etiologic agents of several diseases.	FAMILY BARTONELLACEAE, Bartonella group, Family Bartonellaceae, Bartonellaceae, Family Bartonellaceae (organism)	T007	Bacterium	1.0
CgTQga9rAD	Primary Bartonellaceae infectious disease	infectious disease	ENTITY	C0009450	Communicable Diseases	An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.	Communicable Disease, contagious disease, Infection, Transmissible disease, NOS, Disorder due to infection, Infective disorder, Disease, Communicable, communicable diseases, Contagious disease (navigational concept), Disease, Infectious, Diseases, Infectious, contagious diseases, Infectious Diseases and Manifestations, Infectious disease (disorder), Infectious Diseases, Communicable disease (navigational concept), Infectious Disease, Infectious or communicable disease, communicable disease, Disease due to infection, Infectious Disorder, Infectious, Communicable disease, infection, Communicable Diseases, Infectious disease, infectious diseases, microbial colonization, disease caused by microorganism, Communicable disease, NOS, communicable infectious disease, Infection, NOS, infectious disease, Contagious disease, NOS, Infectious diseases, Contagious disease, Infectious disease NOS, Communicable diseases, Diseases, Communicable, Infectious disease, NOS, Infection Unspecified	T047	Disease or Syndrome	1.0
7CyTRtsFsu	Rickettsiosis	Rickettsiosis	ENTITY	C0035585	Rickettsia Infections	Infections by the genus RICKETTSIA.	Rickettsial Disease, Rickettsial Infectious Disease, Disease caused by Rickettsiales (disorder), Rickettsioses, Rickettsial infection, Rickettsial Infectious Disorder, Disease caused by rickettsiae, Disease due to Rickettsiales, Rickettsial disease, RICKETTSIAL INFECTIONS, Rickettsial infectious disease, Disease due to Rickettsia, Rickettsiosis, Disease caused by Genus Rickettsia, rickettsial disease, Rickettsiosis, unspecified, Disease due to Genus Rickettsia, Rickettsial infectious disease, NOS, Rickettsial Diseases, rickettsiosis, Disease caused by Rickettsia, NOS, Infection, Rickettsia, Disease caused by Rickettsia, Rickettsiae disease, Rickettsiales disease, rickettsial diseases, Rickettsial diseases, Disease caused by Rickettsiales, Diseases Caused by Rickettsiae, Infections, Rickettsia, Disease caused by Genus Rickettsia (disorder), Rickettsial infection, NOS, Disease caused by rickettsiae (disorder), rickettsial infection, Rickettsia Infection	T047	Disease or Syndrome	1.0
ayg6SHGrLd	Methicillin-Resistant Staphylococcus Aureus pneumonia	Methicillin-Resistant Staphylococcus	ENTITY	C4040100	Methicillin resistant Staphylococcus		Methicillin resistant Staphylococcus (organism)	T007	Bacterium	0.914
3Cp8t7KeeV	Proteus infectious disease	Proteus infectious disease	ENTITY	C0009450	Communicable Diseases	An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.	Communicable Disease, contagious disease, Infection, Transmissible disease, NOS, Disorder due to infection, Infective disorder, Disease, Communicable, communicable diseases, Contagious disease (navigational concept), Disease, Infectious, Diseases, Infectious, contagious diseases, Infectious Diseases and Manifestations, Infectious disease (disorder), Infectious Diseases, Communicable disease (navigational concept), Infectious Disease, Infectious or communicable disease, communicable disease, Disease due to infection, Infectious Disorder, Infectious, Communicable disease, infection, Communicable Diseases, Infectious disease, infectious diseases, microbial colonization, disease caused by microorganism, Communicable disease, NOS, communicable infectious disease, Infection, NOS, infectious disease, Contagious disease, NOS, Infectious diseases, Contagious disease, Infectious disease NOS, Communicable diseases, Diseases, Communicable, Infectious disease, NOS, Infection Unspecified	T047	Disease or Syndrome	0.842
NRJ9KfR8io	Acute hemorrhagic encephalitis	Acute hemorrhagic encephalitis	ENTITY	C1332149	Acute Hemorrhagic Encephalitis	Acute encephalitis that is characterized by bleeding.		T047	Disease or Syndrome	1.0
zvDcLAfceh	Orbital Cellulitis	Orbital Cellulitis	ENTITY	C0149507	Orbital Cellulitis	Inflammation of the loose connective tissues around the ORBIT, bony structure around the eyeball. It is characterized by PAIN; EDEMA of the CONJUNCTIVA; swelling of the EYELIDS; EXOPHTHALMOS; limited eye movement; and loss of vision.	CELLULITIS, ORBITAL, Cellulitis, Orbital, orbital cellulitis, Cellulitides, Orbital, Postseptal orbital cellulitis, Orbital Cellulitides, Orbital Cellulitis, Orbital cellulitis (disorder), Orbital cellulitis, cellulitis orbital	T047	Disease or Syndrome	1.0
Jmvcs9Bq24	Chancre	Chancre	ENTITY	C0007939	Syphilitic chancre	The primary sore of syphilis, a painless indurated, eroded papule, occurring at the site of entry of the infection.	Syphilitic chancre, chancre, Chancre, syphilitic, chancre syphilitic, Chancre, CHANCRE, chancres, Chancre caused by Treponema pallidum, primary syphilis, Chancre caused by Treponema pallidum (disorder), syphilis primary	T184	Sign or Symptom	1.0
eMSfeJh2Rw	Sarcocystosis	Sarcocystosis	ENTITY	C0036231	Sarcocystosis	Infection of the striated muscle of mammals by parasites of the genus SARCOCYSTIS. Disease symptoms such as vomiting, diarrhea, muscle weakness, and paralysis are produced by sarcocystin, a toxin produced by the organism.	sarcocystosis, Sarcosporidiosis (disorder), Sarcocystosis, Sarcosporidiosis, Sarcosporidiasis, Sarcosporidioses, Sarcocystoses, Sarcocystiosis, Sacocystiosis	T047	Disease or Syndrome	1.0
wRHasLgTyf	Chronic human Papillomavirus infection	Chronic human	ENTITY	C0205191	chronic	Usually used to describe a condition that is persistent and long standing.	CHRONIC, Chronic course - prolonged duration, Chronic, Chronic (qualifier value), chronic	T079	Temporal Concept	0.75
wRHasLgTyf	Chronic human Papillomavirus infection	Papillomavirus infection	ENTITY	C0950124	Disease due to Papilloma virus	Neoplasms of the skin and mucous membranes caused by papillomaviruses. They are usually benign but some have a high risk for malignant progression.	Disease caused by Papilloma virus, papillomavirus infection, Papillomavirus infection, Papillomavirus Infection, Papillomavirus Infections, Disease due to Papilloma virus, NOS, Disease due to Papilloma virus, Disease caused by Papillomavirus (disorder), Papilloma virus infection, Disease caused by Papillomavirus, Disease due to Papillomavirus	T047	Disease or Syndrome	1.0
osgBbnvwoC	Idiopathic interstitial pneumonia	Idiopathic interstitial pneumonia	ENTITY	C2350236	Idiopathic Interstitial Pneumonias	A group of interstitial lung diseases with no known etiology. There are several entities with varying patterns of inflammation and fibrosis. They are classified by their distinct clinical-radiological-pathological features and prognosis. They include IDIOPATHIC PULMONARY FIBROSIS; CRYPTOGENIC ORGANIZING PNEUMONIA; and others.	Idiopathic interstitial pneumonia, Pneumonias, Idiopathic Interstitial, Idiopathic Interstitial Pneumonia, Pneumonia, Idiopathic Interstitial, Interstitial Pneumonia, Idiopathic, Idiopathic interstitial pneumonia (disorder), Interstitial Pneumonias, Idiopathic, Idiopathic Interstitial Pneumonias, Idiopathic Interstitial Pneumonitis	T047	Disease or Syndrome	1.0
JDbkbAwDg9	Astroviridae infectious disease	Astroviridae	ENTITY	C0376473	Astroviridae	A family of RNA viruses with two genera: MAMASTROVIRUS and AVASTROVIRUS. They cause GASTROENTERITIS in humans and also infect other vertebrates.	Astroviridae, Family Astroviridae (organism), Family Astroviridae, Astrovirus	T005	Virus	1.0
JDbkbAwDg9	Astroviridae infectious disease	infectious disease	ENTITY	C0009450	Communicable Diseases	An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.	Communicable Disease, contagious disease, Infection, Transmissible disease, NOS, Disorder due to infection, Infective disorder, Disease, Communicable, communicable diseases, Contagious disease (navigational concept), Disease, Infectious, Diseases, Infectious, contagious diseases, Infectious Diseases and Manifestations, Infectious disease (disorder), Infectious Diseases, Communicable disease (navigational concept), Infectious Disease, Infectious or communicable disease, communicable disease, Disease due to infection, Infectious Disorder, Infectious, Communicable disease, infection, Communicable Diseases, Infectious disease, infectious diseases, microbial colonization, disease caused by microorganism, Communicable disease, NOS, communicable infectious disease, Infection, NOS, infectious disease, Contagious disease, NOS, Infectious diseases, Contagious disease, Infectious disease NOS, Communicable diseases, Diseases, Communicable, Infectious disease, NOS, Infection Unspecified	T047	Disease or Syndrome	1.0
aaj9kszP4L	Hepatitis E virus infection	Hepatitis E virus infection	ENTITY	C0085293	Hepatitis E	Acute INFLAMMATION of the LIVER in humans; caused by HEPATITIS E VIRUS, a non-enveloped single-stranded RNA virus. Similar to HEPATITIS A, its incubation period is 15-60 days and is enterically transmitted, usually by fecal-oral transmission.	Viral hepatitis type E, Enterically-Transmitted Non-A, Non-B Hepatitis, ET-NANBH, Hepatitis, Water Borne, Water-Borne Hepatitides, e hepatitis, Epidemic Non-A, Non-B Hepatitis, Hepatitides, Water-Borne, hepatitis e, Hepatitis, Water-Borne, Hepatitis E, Viral hepatitis E, hepatitis E, Enterically Transmitted Non A, Non B Hepatitis, Hepatitis, Viral, Non-A, Non-B, Enterically-Transmitted, Epidemic Non A, Non B Hepatitis, Viral hepatitis type E (disorder), Water-Borne Hepatitis, Hepatitis E virus infection	T047	Disease or Syndrome	1.0
pV9PbhJVWB	Pinta	Pinta	ENTITY	C0031946	Pinta	An infectious disease of the skin caused by Treponema carateum that occurs only in the western hemisphere. Age of onset is between 10 and 20 years of age. This condition is characterized by marked changes in the skin color and is believed to be transmitted by direct person-to-person contact.	Pinta (disorder), carate, pinta, Pinta, unspecified, Pinta, NOS, PINTA, CARATE, Carate, NOS, MAL DEL PINTO, Mal del pinto, azul, Infection by Treponema carateum, Azul, AZUL, Pinta, Carate	T047	Disease or Syndrome	1.0
