ID	InputText	Entity	EntityLabel	UMLS.CUI	UMLS.Label	UMLS.Definition	UMLS.SemanticTypeIDs	UMLS.SemanticTypeLabels	UMLS.Synonyms	UMLS.Score
fpRkyeS8ju	Covid-19 treatment: Investigational drugs and other therapies	treatment	ENTITY	C0039798	therapeutic aspects	Used with diseases for therapeutic interventions except drug therapy, diet therapy, radiotherapy, and surgery, for which specific subheadings exist. The concept is also used for articles and books dealing with multiple therapies.	T169	Functional Concept	treatment, therapy, disease management	1.0
fpRkyeS8ju	Covid-19 treatment: Investigational drugs and other therapies	Investigational drugs	ENTITY	C0013230	Investigational New Drugs	Drugs which have received FDA approval for human testing but have yet to be approved for commercial marketing. This includes drugs used for treatment while they still are undergoing clinical trials (Treatment IND). The main heading includes drugs under investigation in foreign countries.	T121	Pharmacologic Substance	Investigational Drug, Investigational Drugs, Drug, Investigational New, Investigational New Drug, drugs investigational, Drug, Investigational, New Drug, Investigational, Drugs, Investigational New, investigational new drugs, Investigational drugs, Drugs, Investigational, investigational drugs, investigational drug, Investigational New Drugs, New Drugs, Investigational	1.0
fpRkyeS8ju	Covid-19 treatment: Investigational drugs and other therapies	therapies	ENTITY	C0087111	Therapeutic procedure	Procedures concerned with the remedial treatment or prevention of diseases.	T061	Therapeutic or Preventive Procedure	TX, therapies, treatments, Therapeutic, Therapeutic procedure, Therapeutic procedure, NOS, methods treatment, Therapies, therapeutic method, Therapy, Therapeutics, treatment, Treatment, Therapeutic Interventions, Therapy (regime/therapy), Treatments, Therapeutic Technique, Therapeutic Procedure, Therapeutic procedure (procedure), therapy, therapeutic procedure, Therapy, NOS, method treatment, treatment method, Therapeutic Method, therapeutics	1.0
QxopAa3ydY	Covid-19 vaccines	Covid-19	ENTITY	C5203670	COVID19 (disease)	A viral disorder generally characterized by high FEVER; COUGH; DYSPNEA; CHILLS; PERSISTENT TREMOR; MUSCLE PAIN; HEADACHE; SORE THROAT; a new loss of taste and/or smell (see AGEUSIA and ANOSMIA) and other symptoms of a VIRAL PNEUMONIA. In severe cases, a myriad of coagulopathy associated symptoms often correlating with COVID-19 severity is seen (e.g., BLOOD COAGULATION; THROMBOSIS; ACUTE RESPIRATORY DISTRESS SYNDROME; SEIZURES; HEART ATTACK; STROKE; multiple CEREBRAL INFARCTIONS; KIDNEY FAILURE; catastrophic ANTIPHOSPHOLIPID ANTIBODY SYNDROME and/or DISSEMINATED INTRAVASCULAR COAGULATION). In younger patients, rare inflammatory syndromes are sometimes associated with COVID-19 (e.g., atypical KAWASAKI SYNDROME; TOXIC SHOCK SYNDROME; pediatric multisystem inflammatory disease; and CYTOKINE STORM SYNDROME). A coronavirus, SARS-CoV-2, in the genus BETACORONAVIRUS is the causative agent.	T047	Disease or Syndrome	2019 Novel Coronavirus Infection, SARS-CoV-2 Disease, Human Coronavirus 2019 Infection, SARS-CoV-2 Infection, Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder), Disease caused by SARS-CoV-2, 2019 nCoV Disease, 2019 Novel Coronavirus Disease, COVID-19 Virus Disease, Virus Disease, COVID-19, HCoV-19 Infection, 2019-nCoV Disease, COVID-19, 2019-nCoV Infections, Coronavirus Disease 2019, Coronavirus Disease-19, Severe Acute Respiratory Syndrome Coronavirus 2 Infection, SARS-CoV2 Disease, Infection, COVID-19 Virus, COVID 19, 2019-nCoV Diseases, SARS Coronavirus 2 Infection, COVID-19 Infection, Disease caused by 2019 novel coronavirus, SARS2 Infection, COVID-19 (Coronavirus Disease 2019), Infection, SARS-CoV-2, 2019 nCoV Infection, Disease caused by 2019-nCoV, SARS CoV 2 Infection, Disease, 2019-nCoV, COVID 19 Virus Disease, Disease 2019, Coronavirus, SARS-CoV-2 Infections, COVID-19 Virus Infection, COVID-19 Virus Infections, Coronavirus Disease 19, Disease, COVID-19 Virus, COVID 19 Virus Infection, Virus Infection, COVID-19, SARS-2 Infection, SARS-CoV2 Infection, Infection, 2019-nCoV, Disease caused by severe acute respiratory syndrome coronavirus 2, 2019-nCoV Infection, COVID-19 Virus Diseases, COVID19	1.0
QxopAa3ydY	Covid-19 vaccines	vaccines	ENTITY	C0042210	Vaccines	Suspensions of killed or attenuated microorganisms (bacteria, viruses, fungi, protozoa), antigenic proteins, synthetic constructs, or other bio-molecular derivatives, administered for the prevention, amelioration, or treatment of infectious and other diseases.	T116,T121,T129	Amino Acid, Peptide, or Protein,Pharmacologic Substance,Immunologic Factor	Vaccine, Vaccine, NOS, vaccine, Vaccine product (medicinal product), Vaccines, Vaccine product, therapeutic vaccine, Therapeutic vaccine, NOS, vaccines, vaccine product, Therapeutic vaccine, VaccineEntityType, VACCINES, therapeutic vaccines	1.0
cJ4Uf24Win	Covid-19 Variants	Covid-19	ENTITY	C5203670	COVID19 (disease)	A viral disorder generally characterized by high FEVER; COUGH; DYSPNEA; CHILLS; PERSISTENT TREMOR; MUSCLE PAIN; HEADACHE; SORE THROAT; a new loss of taste and/or smell (see AGEUSIA and ANOSMIA) and other symptoms of a VIRAL PNEUMONIA. In severe cases, a myriad of coagulopathy associated symptoms often correlating with COVID-19 severity is seen (e.g., BLOOD COAGULATION; THROMBOSIS; ACUTE RESPIRATORY DISTRESS SYNDROME; SEIZURES; HEART ATTACK; STROKE; multiple CEREBRAL INFARCTIONS; KIDNEY FAILURE; catastrophic ANTIPHOSPHOLIPID ANTIBODY SYNDROME and/or DISSEMINATED INTRAVASCULAR COAGULATION). In younger patients, rare inflammatory syndromes are sometimes associated with COVID-19 (e.g., atypical KAWASAKI SYNDROME; TOXIC SHOCK SYNDROME; pediatric multisystem inflammatory disease; and CYTOKINE STORM SYNDROME). A coronavirus, SARS-CoV-2, in the genus BETACORONAVIRUS is the causative agent.	T047	Disease or Syndrome	2019 Novel Coronavirus Infection, SARS-CoV-2 Disease, Human Coronavirus 2019 Infection, SARS-CoV-2 Infection, Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder), Disease caused by SARS-CoV-2, 2019 nCoV Disease, 2019 Novel Coronavirus Disease, COVID-19 Virus Disease, Virus Disease, COVID-19, HCoV-19 Infection, 2019-nCoV Disease, COVID-19, 2019-nCoV Infections, Coronavirus Disease 2019, Coronavirus Disease-19, Severe Acute Respiratory Syndrome Coronavirus 2 Infection, SARS-CoV2 Disease, Infection, COVID-19 Virus, COVID 19, 2019-nCoV Diseases, SARS Coronavirus 2 Infection, COVID-19 Infection, Disease caused by 2019 novel coronavirus, SARS2 Infection, COVID-19 (Coronavirus Disease 2019), Infection, SARS-CoV-2, 2019 nCoV Infection, Disease caused by 2019-nCoV, SARS CoV 2 Infection, Disease, 2019-nCoV, COVID 19 Virus Disease, Disease 2019, Coronavirus, SARS-CoV-2 Infections, COVID-19 Virus Infection, COVID-19 Virus Infections, Coronavirus Disease 19, Disease, COVID-19 Virus, COVID 19 Virus Infection, Virus Infection, COVID-19, SARS-2 Infection, SARS-CoV2 Infection, Infection, 2019-nCoV, Disease caused by severe acute respiratory syndrome coronavirus 2, 2019-nCoV Infection, COVID-19 Virus Diseases, COVID19	1.0
cJ4Uf24Win	Covid-19 Variants	Variants	ENTITY	C0205419	Variant	An alteration or difference from a norm or standard.	T080	Qualitative Concept	Variant, Variation, variations, Variant (qualifier value), Deviation, variants, variant, variation	1.0
gmhYet6eRD	Covid-19's effect on infective Endocarditis in people who inject drugs	Covid-19's	ENTITY	C5203670	COVID19 (disease)	A viral disorder generally characterized by high FEVER; COUGH; DYSPNEA; CHILLS; PERSISTENT TREMOR; MUSCLE PAIN; HEADACHE; SORE THROAT; a new loss of taste and/or smell (see AGEUSIA and ANOSMIA) and other symptoms of a VIRAL PNEUMONIA. In severe cases, a myriad of coagulopathy associated symptoms often correlating with COVID-19 severity is seen (e.g., BLOOD COAGULATION; THROMBOSIS; ACUTE RESPIRATORY DISTRESS SYNDROME; SEIZURES; HEART ATTACK; STROKE; multiple CEREBRAL INFARCTIONS; KIDNEY FAILURE; catastrophic ANTIPHOSPHOLIPID ANTIBODY SYNDROME and/or DISSEMINATED INTRAVASCULAR COAGULATION). In younger patients, rare inflammatory syndromes are sometimes associated with COVID-19 (e.g., atypical KAWASAKI SYNDROME; TOXIC SHOCK SYNDROME; pediatric multisystem inflammatory disease; and CYTOKINE STORM SYNDROME). A coronavirus, SARS-CoV-2, in the genus BETACORONAVIRUS is the causative agent.	T047	Disease or Syndrome	2019 Novel Coronavirus Infection, SARS-CoV-2 Disease, Human Coronavirus 2019 Infection, SARS-CoV-2 Infection, Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder), Disease caused by SARS-CoV-2, 2019 nCoV Disease, 2019 Novel Coronavirus Disease, COVID-19 Virus Disease, Virus Disease, COVID-19, HCoV-19 Infection, 2019-nCoV Disease, COVID-19, 2019-nCoV Infections, Coronavirus Disease 2019, Coronavirus Disease-19, Severe Acute Respiratory Syndrome Coronavirus 2 Infection, SARS-CoV2 Disease, Infection, COVID-19 Virus, COVID 19, 2019-nCoV Diseases, SARS Coronavirus 2 Infection, COVID-19 Infection, Disease caused by 2019 novel coronavirus, SARS2 Infection, COVID-19 (Coronavirus Disease 2019), Infection, SARS-CoV-2, 2019 nCoV Infection, Disease caused by 2019-nCoV, SARS CoV 2 Infection, Disease, 2019-nCoV, COVID 19 Virus Disease, Disease 2019, Coronavirus, SARS-CoV-2 Infections, COVID-19 Virus Infection, COVID-19 Virus Infections, Coronavirus Disease 19, Disease, COVID-19 Virus, COVID 19 Virus Infection, Virus Infection, COVID-19, SARS-2 Infection, SARS-CoV2 Infection, Infection, 2019-nCoV, Disease caused by severe acute respiratory syndrome coronavirus 2, 2019-nCoV Infection, COVID-19 Virus Diseases, COVID19	0.722
gmhYet6eRD	Covid-19's effect on infective Endocarditis in people who inject drugs	effect	ENTITY	C1280500	Effect	A phenomenon that follows and is caused by some previous phenomenon.	T080	Qualitative Concept	effects, Effect, Effect (qualifier value), effect	1.0
gmhYet6eRD	Covid-19's effect on infective Endocarditis in people who inject drugs	infective Endocarditis	ENTITY	C0014121	Bacterial Endocarditis	Inflammation of the ENDOCARDIUM caused by BACTERIA that entered the bloodstream. The strains of bacteria vary with predisposing factors, such as CONGENITAL HEART DEFECTS; HEART VALVE DISEASES; HEART VALVE PROSTHESIS IMPLANTATION; or intravenous drug use.	T047	Disease or Syndrome	infective endocarditis, Infective endocarditis, bacterial endocarditis, Endocarditides, Bacterial, be, Endocarditis, Bacterial, Bacterial endocarditis, NOS, Bacterial endocarditis, Endocarditis, infective NOS, Bacterial endocarditis (disorder), Bacterial Endocarditis, Endocarditis, bacterial, BE - Bacterial endocarditis, BACTERIAL ENDOCARDITIS, Bacterial Endocarditides, bacterial infection of the heart valve	1.0
gmhYet6eRD	Covid-19's effect on infective Endocarditis in people who inject drugs	people	ENTITY	C0027361	Persons	Persons as individuals (e.g., ABORTION APPLICANTS) or as members of a group (e.g., HISPANIC AMERICANS). It is not used for members of the various professions (e.g., PHYSICIANS) or occupations (e.g., LIBRARIANS) for which OCCUPATIONAL GROUPS is available.	T098	Population Group	people, Persons, peoples, Person, Person (person), People, Individual, person, persons	1.0
gmhYet6eRD	Covid-19's effect on infective Endocarditis in people who inject drugs	inject	ENTITY	C1720154	Inject - dosing instruction imperative	Add or introduce by needle and syringe.	T169	Functional Concept	Inject, Inject - dosing instruction imperative (qualifier value), Inject - dosing instruction imperative	1.0
gmhYet6eRD	Covid-19's effect on infective Endocarditis in people who inject drugs	drugs	ENTITY	C0013227	Pharmaceutical Preparations	Drugs intended for human or veterinary use, presented in their finished dosage form. Included here are materials used in the preparation and/or formulation of the finished dosage form.	T121	Pharmacologic Substance	Drug/agent, drugs, Preparations, Pharmaceutic, Medicinal product (product), Medication, NOS, Drug preparation, NOS, Drug Product, Drug or medicament, medication, Medicine, drug, medicinal product, Drug, NOS, Pharmaceutical / biologic product, Pharmaceutical Product, drug/agent, Pharmaceutic Preparations, Preparation, Pharmaceutical, Medicine, NOS, Preparations, Pharmaceutical, Pharmaceutical Preparation, Products, Pharmaceutical, Medicinal product, Medications, medications, pharmaceutical preparation, pharmaceutical preparations, Product, Pharmaceutical, Pharmaceutical / biologic product (product), Drugs, Pharmaceutical, medicinal products, Pharmaceutical Preparations, Drug, Medication, Drug or medicament (substance), Pharmaceuticals, Pharmaceutical Products, Medicines	1.0
ZUctxxnGUb	California encephalitis	California	ENTITY	C0006754	California	State bounded on the east by Nevada and Arizona, on the south by Mexico and the Pacific Ocean on the south and west, and on the north by Oregon.	T083	Geographic Area	CA, California, California (geographic location)	1.0
ZUctxxnGUb	California encephalitis	encephalitis	ENTITY	C0014038	Encephalitis	Inflammation of the BRAIN due to infection, autoimmune processes, toxins, and other conditions. Viral infections (see ENCEPHALITIS, VIRAL) are a relatively frequent cause of this condition.	T047	Disease or Syndrome	Inflammation, Brain, Encephalitis, NOS, Encephalitis, inflammation of the brain, Brain Inflammation, brain inflammation, Encephalitis (disorder), ENCEPHALITIS, encephalitis, Brain Inflammations	1.0
5brv8btXoq	Campylobacter infections	Campylobacter infections	ENTITY	C0006818	Campylobacter infection	Infections with bacteria of the genus CAMPYLOBACTER.	T047	Disease or Syndrome	Campylobacterioses, Campylobacter Infections, Infections, Campylobacter, Campylobacteriosis, campylobacteriosis, Campylobacteriosis (disorder), Campylobacteriosis, NOS, Campylobacter Infection, Infection, Campylobacter, CAMPYLOBACTERIOSES, Campylobacter infection, campylobacter infections, Infection due to Campylobacter, campylobacter infection, Campylobacter infections	1.0
WuKyzmnWDf	Candidiasis	Candidiasis	ENTITY	C0006840	Candidiasis	Infection with a fungus of the genus CANDIDA. It is usually a superficial infection of the moist areas of the body and is generally caused by CANDIDA ALBICANS. (Dorland, 27th ed)	T047	Disease or Syndrome	CANDIDIASIS, Candidiasis of unspecified site, MONILIASIS, Candidiasis (disorder), candida infections, Moniliasis, NOS, Moniliases, MONILIASIS MONILIA, muguet, Infection by Candida species, Monilia infection, monilial infection, candidosis, Moniliasis, thrush, moniliasis, candidal infections, Infection, Candida, candidal infection, candida infection, candidiasis, Candidosis, NOS, Candida Infections, Candidal infections, Candidiasis, NOS, Candidosis, Candida infection, Candidiases, Candida infections, candidiases, monilia infection, Candida Infection, Candidiasis	1.0
kabkjQdn4f	Candidiasis Empiric therapy	Candidiasis	ENTITY	C0006840	Candidiasis	Infection with a fungus of the genus CANDIDA. It is usually a superficial infection of the moist areas of the body and is generally caused by CANDIDA ALBICANS. (Dorland, 27th ed)	T047	Disease or Syndrome	CANDIDIASIS, Candidiasis of unspecified site, MONILIASIS, Candidiasis (disorder), candida infections, Moniliasis, NOS, Moniliases, MONILIASIS MONILIA, muguet, Infection by Candida species, Monilia infection, monilial infection, candidosis, Moniliasis, thrush, moniliasis, candidal infections, Infection, Candida, candidal infection, candida infection, candidiasis, Candidosis, NOS, Candida Infections, Candidal infections, Candidiasis, NOS, Candidosis, Candida infection, Candidiases, Candida infections, candidiases, monilia infection, Candida Infection, Candidiasis	1.0
kabkjQdn4f	Candidiasis Empiric therapy	Empiric therapy	ENTITY							
Qcsy5dPub9	Candidiasis Organism-Specific therapy	Candidiasis	ENTITY	C0006840	Candidiasis	Infection with a fungus of the genus CANDIDA. It is usually a superficial infection of the moist areas of the body and is generally caused by CANDIDA ALBICANS. (Dorland, 27th ed)	T047	Disease or Syndrome	CANDIDIASIS, Candidiasis of unspecified site, MONILIASIS, Candidiasis (disorder), candida infections, Moniliasis, NOS, Moniliases, MONILIASIS MONILIA, muguet, Infection by Candida species, Monilia infection, monilial infection, candidosis, Moniliasis, thrush, moniliasis, candidal infections, Infection, Candida, candidal infection, candida infection, candidiasis, Candidosis, NOS, Candida Infections, Candidal infections, Candidiasis, NOS, Candidosis, Candida infection, Candidiases, Candida infections, candidiases, monilia infection, Candida Infection, Candidiasis	1.0
Qcsy5dPub9	Candidiasis Organism-Specific therapy	Organism-Specific therapy	ENTITY							
z4amLRH7Ed	Cardiobacterium	Cardiobacterium	ENTITY	C0315055	Cardiobacterium (genus)	A genus of facultatively anaerobic, Gram-negative, straight bacilli assigned to the phylum Proteobacteria and the family Cardiobacteriaceae.	T007	Bacterium	Genus Cardiobacterium, Cardiobacterium, Cardiobacterium, NOS, Cardiobacterium species, Genus Cardiobacterium (organism), CARDIOBACTERIUM	1.0
X7pE4hijet	Cat scratch disease (cat scratch fever)	Cat scratch disease	ENTITY	C0007361	Cat-Scratch Disease	A self-limiting bacterial infection of the regional lymph nodes caused by AFIPIA felis, a gram-negative bacterium recently identified by the Centers for Disease Control and Prevention and by BARTONELLA HENSELAE. It usually arises one or more weeks following a feline scratch, with raised inflammatory nodules at the site of the scratch being the primary symptom.	T047	Disease or Syndrome	Inoculation Lymphoreticulosis, cat-scratch fever, Scratch Disease, Cat, Cat-scratch fever, Cat Scratch Diseases, Cat-Scratch Diseases, Lymphoreticuloses, Inoculative, Infection, Bartonella henselae, cat disease scratch, Catscratch Disease, Cat scratch disease, CAT-SCRATCH FEVER, CSD - Cat scratch disease, Benign lymphoreticulosis, Cat-Scratch Disease, Benign lymphoreticulosis, inoculation, Bartonella henselae Infection, cat scratch disease, Catscratch Diseases, Benign inoculation lymphoreticulosis, CSD, Lymphoreticulosis, Inoculation, Cat scratch fever, cat fever scratch, Cat Scratch Fevers, Bartonellosis due to Bartonella henselae infection, scratch cat fever, FEVER, CAT-SCRATCH, Cat Scratch Fever, Scratch Fever, Cat, cat scratch fever, Cat scratch disease (disorder), Cat-scratch disease, LYMPHORETICULOSIS, INOCULATION, BENIGN, Lymphoreticulosis, Inoculative, Scratch Diseases, Cat, Cat Scratch Disease, CAT SCRATCH DISEASE, catscratch disease, Inoculative Lymphoreticulosis, Fever, Cat Scratch, Lymphoreticuloses, Inoculation, Inoculative Lymphoreticuloses, cat-scratch disease, Infections, Bartonella henselae, Inoculation Lymphoreticuloses, Bartonella henselae Infections, CAT-SCRATCH DISEASE	1.0
X7pE4hijet	Cat scratch disease (cat scratch fever)	cat scratch fever	ENTITY	C0007361	Cat-Scratch Disease	A self-limiting bacterial infection of the regional lymph nodes caused by AFIPIA felis, a gram-negative bacterium recently identified by the Centers for Disease Control and Prevention and by BARTONELLA HENSELAE. It usually arises one or more weeks following a feline scratch, with raised inflammatory nodules at the site of the scratch being the primary symptom.	T047	Disease or Syndrome	Inoculation Lymphoreticulosis, cat-scratch fever, Scratch Disease, Cat, Cat-scratch fever, Cat Scratch Diseases, Cat-Scratch Diseases, Lymphoreticuloses, Inoculative, Infection, Bartonella henselae, cat disease scratch, Catscratch Disease, Cat scratch disease, CAT-SCRATCH FEVER, CSD - Cat scratch disease, Benign lymphoreticulosis, Cat-Scratch Disease, Benign lymphoreticulosis, inoculation, Bartonella henselae Infection, cat scratch disease, Catscratch Diseases, Benign inoculation lymphoreticulosis, CSD, Lymphoreticulosis, Inoculation, Cat scratch fever, cat fever scratch, Cat Scratch Fevers, Bartonellosis due to Bartonella henselae infection, scratch cat fever, FEVER, CAT-SCRATCH, Cat Scratch Fever, Scratch Fever, Cat, cat scratch fever, Cat scratch disease (disorder), Cat-scratch disease, LYMPHORETICULOSIS, INOCULATION, BENIGN, Lymphoreticulosis, Inoculative, Scratch Diseases, Cat, Cat Scratch Disease, CAT SCRATCH DISEASE, catscratch disease, Inoculative Lymphoreticulosis, Fever, Cat Scratch, Lymphoreticuloses, Inoculation, Inoculative Lymphoreticuloses, cat-scratch disease, Infections, Bartonella henselae, Inoculation Lymphoreticuloses, Bartonella henselae Infections, CAT-SCRATCH DISEASE	1.0
bkAKimjbAw	Catheter-Related urinary tract infection (Uti)	Catheter-Related urinary tract infection	ENTITY	C0860239	Catheter related infection	Infections resulting from the use of catheters. Proper aseptic technique, site of catheter placement, material composition, and virulence of the organism are all factors that can influence possible infection.	T046	Pathologic Function	Catheter-Associated Infections, Associated Infections, Catheter, Catheter-Related Infections, Infection, Catheter Related, Infection, Catheter-Associated, Catheter Related Infection, Infection, Catheter Associated, Catheter Associated Infections, Associated Infection, Catheter, Catheter-Related Infection, Infection associated with catheter (disorder), Infections, Catheter-Associated, Infection associated with catheter, Catheter Related Infections, Catheter-Associated Infection, Related Infection, Catheter, Infections, Catheter-Related, Infections, Catheter Associated, catheter infections related, Catheter Associated Infection, catheter related infection, Infections, Catheter Related, Related Infections, Catheter, Infection, Catheter-Related	0.846
QsYjzsAciy	Cellulitis	Cellulitis	ENTITY	C0007642	Cellulitis	An acute, diffuse, and suppurative inflammation of loose connective tissue, particularly the deep subcutaneous tissues, and sometimes muscle, which is most commonly seen as a result of infection of a wound, ulcer, or other skin lesions.	T047	Disease or Syndrome	Cellulitis (disorder), CELLULITIS, Inflammation of subcutaneous tissue, Cellulitis (morphologic abnormality), cellulitis, Cellulitis, NOS, cellulitis nos, Subcutaneous tissue inflamed, Skin infection, Cellulitis, Cellulitis NOS	1.0
LwDCXotQ9x	Cellulitis Empiric therapy	Cellulitis	ENTITY	C0007642	Cellulitis	An acute, diffuse, and suppurative inflammation of loose connective tissue, particularly the deep subcutaneous tissues, and sometimes muscle, which is most commonly seen as a result of infection of a wound, ulcer, or other skin lesions.	T047	Disease or Syndrome	Cellulitis (disorder), CELLULITIS, Inflammation of subcutaneous tissue, Cellulitis (morphologic abnormality), cellulitis, Cellulitis, NOS, cellulitis nos, Subcutaneous tissue inflamed, Skin infection, Cellulitis, Cellulitis NOS	1.0
LwDCXotQ9x	Cellulitis Empiric therapy	Empiric therapy	ENTITY							
NaQm75Grpc	Cellulitis Organism-Specific therapy	Cellulitis	ENTITY	C0007642	Cellulitis	An acute, diffuse, and suppurative inflammation of loose connective tissue, particularly the deep subcutaneous tissues, and sometimes muscle, which is most commonly seen as a result of infection of a wound, ulcer, or other skin lesions.	T047	Disease or Syndrome	Cellulitis (disorder), CELLULITIS, Inflammation of subcutaneous tissue, Cellulitis (morphologic abnormality), cellulitis, Cellulitis, NOS, cellulitis nos, Subcutaneous tissue inflamed, Skin infection, Cellulitis, Cellulitis NOS	1.0
NaQm75Grpc	Cellulitis Organism-Specific therapy	Organism-Specific therapy	ENTITY							
LzqrHaYWEe	Central nervous system complications in HIV	Central nervous system	ENTITY	C3540014	CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS		T130	Indicator, Reagent, or Diagnostic Aid	CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS, CENTRAL NERVOUS SYSTEM	1.0
LzqrHaYWEe	Central nervous system complications in HIV	complications	ENTITY	C0009566	Complication	Any disease or disorder that occurs during the course of, or because of, another disease, treatment, or procedure.	T046	Pathologic Function	medical complication, Complication, NOS, Medical complication, Medical Complication, complications medical, Complications, complications, Complication, complication, Other complication	1.0
LzqrHaYWEe	Central nervous system complications in HIV	HIV	ENTITY	C0019682	HIV	Human immunodeficiency virus. A non-taxonomic and historical term referring to any of two species, specifically HIV-1 and/or HIV-2. Prior to 1986, this was called human T-lymphotropic virus type III/lymphadenopathy-associated virus (HTLV-III/LAV). From 1986-1990, it was an official species called HIV. Since 1991, HIV was no longer considered an official species name; the two species were designated HIV-1 and HIV-2.	T005	Virus	Immunodeficiency Viruses, Human, HTLV III, HTLV-III, Human immunodeficiency virus, LAV-HTLV-III, LAV, Lymphadenopathy Associated Virus, Viruses, AIDS, Lymphadenopathy-Associated Virus, Virus-HIV, Lymphadenopathy-Associated Viruses, Viruses, Human Immunodeficiency, Virus, Lymphadenopathy-Associated, AIDS Viruses, AIDS Virus, Immunodeficiency Virus, Human, Virus, AIDS, Human T Cell Lymphotropic Virus Type III, Human immunodeficiency virus, NOS, human immunodeficiency virus (HIV), Human T-Lymphotropic Virus Type III, HIV - Human immunodeficiency virus, Human Immunodeficiency Viruses, Human T-Cell Lymphotropic Virus Type III, human immunodeficiency virus, Human T-Cell Leukemia Virus Type III, lymphadenopathy associated virus, Acquired Immunodeficiency Syndrome Virus, htlv-iii, Viruses, Lymphadenopathy-Associated, Acquired Immune Deficiency Syndrome Virus, Virus, Human Immunodeficiency, Human Immunodeficiency Virus, Human T Lymphotropic Virus Type III, Human immunodeficiency virus (organism), AIDS virus, Human T Cell Leukemia Virus Type III, Human immunodeficiency virus (HIV), HIV, htlv iii	1.0
j9MAbjpwYT	Central nervous system lymphoma in HIV	Central nervous system lymphoma	ENTITY	C0280803	Microglioma	A non-Hodgkin or Hodgkin lymphoma that arises in the brain or spinal cord as a primary lesion. There is no evidence of lymphoma outside the central nervous system at the time of diagnosis.	T191	Neoplastic Process	Malignant Lymphomas of the CNS, lymphoma, primary CNS, central nervous system lymphoma, cns lymphoma, central lymphoma nervous system, Microglioma (disorder), CNS Lymphoma, Primary CNS lymphoma, lymphoma cns, primary lymphoma cns, Primary central nervous system lymphoma, Microglioma, primary central nervous system lymphoma, CNS lymphoma, primary, cns lymphomas, Primary brain lymphoma, PCNSL, Central Nervous System Lymphoma, central nervous system lymphoma, primary, lymphoma, primary central nervous system, primary CNS lymphoma, Primary Central Nervous System Lymphoma, PCNSL - Primary CNS lymphoma, Malignant Lymphomas of CNS, cns lymphoma primary, primary cns lymphoma, Primary CNS Lymphoma	1.0
j9MAbjpwYT	Central nervous system lymphoma in HIV	HIV	ENTITY	C0019682	HIV	Human immunodeficiency virus. A non-taxonomic and historical term referring to any of two species, specifically HIV-1 and/or HIV-2. Prior to 1986, this was called human T-lymphotropic virus type III/lymphadenopathy-associated virus (HTLV-III/LAV). From 1986-1990, it was an official species called HIV. Since 1991, HIV was no longer considered an official species name; the two species were designated HIV-1 and HIV-2.	T005	Virus	Immunodeficiency Viruses, Human, HTLV III, HTLV-III, Human immunodeficiency virus, LAV-HTLV-III, LAV, Lymphadenopathy Associated Virus, Viruses, AIDS, Lymphadenopathy-Associated Virus, Virus-HIV, Lymphadenopathy-Associated Viruses, Viruses, Human Immunodeficiency, Virus, Lymphadenopathy-Associated, AIDS Viruses, AIDS Virus, Immunodeficiency Virus, Human, Virus, AIDS, Human T Cell Lymphotropic Virus Type III, Human immunodeficiency virus, NOS, human immunodeficiency virus (HIV), Human T-Lymphotropic Virus Type III, HIV - Human immunodeficiency virus, Human Immunodeficiency Viruses, Human T-Cell Lymphotropic Virus Type III, human immunodeficiency virus, Human T-Cell Leukemia Virus Type III, lymphadenopathy associated virus, Acquired Immunodeficiency Syndrome Virus, htlv-iii, Viruses, Lymphadenopathy-Associated, Acquired Immune Deficiency Syndrome Virus, Virus, Human Immunodeficiency, Human Immunodeficiency Virus, Human T Lymphotropic Virus Type III, Human immunodeficiency virus (organism), AIDS virus, Human T Cell Leukemia Virus Type III, Human immunodeficiency virus (HIV), HIV, htlv iii	1.0
ZNjhSuiuhW	Cervicitis	Cervicitis	ENTITY	C0007860	Uterine Cervicitis	An acute or chronic inflammatory process that affects the cervix. Causes include sexually transmitted diseases and bacterial infections. Clinical manifestations include abnormal vaginal bleeding and vaginal discharge.	T047	Disease or Syndrome	TRACHELITIS, Inflammation of cervix (disorder), Cervicitides, Uterine, Uterine Cervicitis, Cervicitis, Uterine, UTERINE CERVIX, INFLAMMATION, inflammation cervix, Trachelitis, Cervicitides, Cervicitis, Uterine cervicitis, Uterine Cervicitides, CERVICITIS, cervicitis, inflammation of cervix, Cervicitis, NOS, Uterine cervix inflammation, Inflammatory disease of the uterine cervix, Inflammation of cervix, Inflammatory disease of the cervix, cervix inflammation	1.0
