InputID	InputText	Entity	EntityType	UMLS.CUI	UMLS.Label	UMLS.Definition	UMLS.Synonyms	UMLS.SemanticTypeIDs	UMLS.SemanticTypeLabels	UMLS.MappingScore
yr8SiJUMM5	Coronavirus disease 2019 (Covid-19) in children	Coronavirus disease 2019	ORGANISM	C5203670	COVID19 (disease)	A viral disorder generally characterized by high FEVER; COUGH; DYSPNEA; CHILLS; PERSISTENT TREMOR; MUSCLE PAIN; HEADACHE; SORE THROAT; a new loss of taste and/or smell (see AGEUSIA and ANOSMIA) and other symptoms of a VIRAL PNEUMONIA. In severe cases, a myriad of coagulopathy associated symptoms often correlating with COVID-19 severity is seen (e.g., BLOOD COAGULATION; THROMBOSIS; ACUTE RESPIRATORY DISTRESS SYNDROME; SEIZURES; HEART ATTACK; STROKE; multiple CEREBRAL INFARCTIONS; KIDNEY FAILURE; catastrophic ANTIPHOSPHOLIPID ANTIBODY SYNDROME and/or DISSEMINATED INTRAVASCULAR COAGULATION). In younger patients, rare inflammatory syndromes are sometimes associated with COVID-19 (e.g., atypical KAWASAKI SYNDROME; TOXIC SHOCK SYNDROME; pediatric multisystem inflammatory disease; and CYTOKINE STORM SYNDROME). A coronavirus, SARS-CoV-2, in the genus BETACORONAVIRUS is the causative agent.	2019 Novel Coronavirus Infection, SARS-CoV-2 Disease, Human Coronavirus 2019 Infection, SARS-CoV-2 Infection, Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder), Disease caused by SARS-CoV-2, 2019 nCoV Disease, 2019 Novel Coronavirus Disease, COVID-19 Virus Disease, Virus Disease, COVID-19, HCoV-19 Infection, 2019-nCoV Disease, COVID-19, 2019-nCoV Infections, Coronavirus Disease 2019, Coronavirus Disease-19, Severe Acute Respiratory Syndrome Coronavirus 2 Infection, SARS-CoV2 Disease, Infection, COVID-19 Virus, COVID 19, 2019-nCoV Diseases, SARS Coronavirus 2 Infection, COVID-19 Infection, Disease caused by 2019 novel coronavirus, SARS2 Infection, COVID-19 (Coronavirus Disease 2019), Infection, SARS-CoV-2, 2019 nCoV Infection, Disease caused by 2019-nCoV, SARS CoV 2 Infection, Disease, 2019-nCoV, COVID 19 Virus Disease, Disease 2019, Coronavirus, SARS-CoV-2 Infections, COVID-19 Virus Infection, COVID-19 Virus Infections, Coronavirus Disease 19, Disease, COVID-19 Virus, COVID 19 Virus Infection, Virus Infection, COVID-19, SARS-2 Infection, SARS-CoV2 Infection, Infection, 2019-nCoV, Disease caused by severe acute respiratory syndrome coronavirus 2, 2019-nCoV Infection, COVID-19 Virus Diseases, COVID19	T047	Disease or Syndrome	1.0
yr8SiJUMM5	Coronavirus disease 2019 (Covid-19) in children	children	ORGANISM	C0008059	Child	A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.	Childhood age person (person), Children, CHILD, Children (0-21), Childhood age person, Child, NOS, children, child, Child Youth, 0-11 years old, Child (person), Child	T100	Age Group	1.0
FbfaNi6ARu	Corynebacterium infections	Corynebacterium	SIMPLE_CHEMICAL	C0010148	Corynebacterium	A genus of asporogenous bacteria that is widely distributed in nature. Its organisms appear as straight to slightly curved rods and are known to be human and animal parasites and pathogens.	Genus Corynebacterium (organism), Corynebacterium species, Corynebacterium, NOS, CORYNEBACTERIUM, corynebacterium, Genus Corynebacterium, Turicella, Corynebacterium	T007	Bacterium	1.0
9mFMR86XGk	Coxsackieviruses	Coxsackieviruses	ORGANISM	C0010247	Coxsackie Viruses	Heterogeneous serotypes of various species in the genus ENTEROVIRUS, found in association with various diseases in man and other animals. The specific coxsackieviruses are distributed among the species HUMAN ENTEROVIRUS A; HUMAN ENTEROVIRUS B; and HUMAN ENTEROVIRUS C. The name is derived from a village in New York State where the virus was first identified.	Coxsackievirus, virus coxsackie, Coxsackie virus, Coxsackieviruses, coxsackievirus, Coxsackie Viruses, coxsackie virus, coxsackieviruses, coxsackie viruses	T005	Virus	1.0
Qzooe3gkuj	Cutibacterium (Propionibacterium) infections	Propionibacterium	CANCER	C0033476	Propionibacterium	A genus of gram-positive, rod-shaped bacteria whose cells occur singly, in pairs or short chains, in V or Y configurations, or in clumps resembling letters of the Chinese alphabet. Its organisms are found in cheese and dairy products as well as on human skin and can occasionally cause soft tissue infections.	Propionibacterium species, PROPIONIBACTERIUM, Propionibacterium, Propionibacterium, NOS, Genus Propionibacterium, Propionicibacterium, Genus Propionibacterium (organism), propionibacterium	T007	Bacterium	1.0
BLSshpJWHB	Cysticercosis (pork Tapeworm infection)	pork	ORGANISM_SUBDIVISION	C0452867	Pork	The meat of the domestic pig.	Pork (substance), Pork, pork	T168	Food	1.0
5jkuKWBeHz	Cytomegalovirus (Cmv)	Cytomegalovirus	ORGANISM	C0010825	Cytomegalovirus	A genus of the family HERPESVIRIDAE, subfamily BETAHERPESVIRINAE, infecting the salivary glands, liver, spleen, lungs, eyes, and other organs, in which they produce characteristically enlarged cells with intranuclear inclusions. Infection with Cytomegalovirus is also seen as an opportunistic infection in AIDS.	Salivary Gland Virus, cytomegalovirus, Cytomegaloviruses, Cytomegalovirus, NOS, salivary gland viruses, Genus Cytomegalovirus (organism), Salivary Gland Viruses, cytomegalovirus group, Cytomegalovirus species, cmv cytomegalovirus, Genus Cytomegalovirus, Salivary gland virus, NOS, Salivary gland virus, Virus, Salivary Gland, Cytomegalovirus, Viruses, Salivary Gland, Cytomegalovirus group, NOS, cytomegalovirus (CMV), salivary gland virus, CMV	T005	Virus	1.0
5jkuKWBeHz	Cytomegalovirus (Cmv)	Cmv	ORGANISM	C0010825	Cytomegalovirus	A genus of the family HERPESVIRIDAE, subfamily BETAHERPESVIRINAE, infecting the salivary glands, liver, spleen, lungs, eyes, and other organs, in which they produce characteristically enlarged cells with intranuclear inclusions. Infection with Cytomegalovirus is also seen as an opportunistic infection in AIDS.	Salivary Gland Virus, cytomegalovirus, Cytomegaloviruses, Cytomegalovirus, NOS, salivary gland viruses, Genus Cytomegalovirus (organism), Salivary Gland Viruses, cytomegalovirus group, Cytomegalovirus species, cmv cytomegalovirus, Genus Cytomegalovirus, Salivary gland virus, NOS, Salivary gland virus, Virus, Salivary Gland, Cytomegalovirus, Viruses, Salivary Gland, Cytomegalovirus group, NOS, cytomegalovirus (CMV), salivary gland virus, CMV	T005	Virus	1.0
PKJhBV7cGr	Cytomegalovirus (Cmv) Retinitis	Cytomegalovirus	ORGANISM	C0010825	Cytomegalovirus	A genus of the family HERPESVIRIDAE, subfamily BETAHERPESVIRINAE, infecting the salivary glands, liver, spleen, lungs, eyes, and other organs, in which they produce characteristically enlarged cells with intranuclear inclusions. Infection with Cytomegalovirus is also seen as an opportunistic infection in AIDS.	Salivary Gland Virus, cytomegalovirus, Cytomegaloviruses, Cytomegalovirus, NOS, salivary gland viruses, Genus Cytomegalovirus (organism), Salivary Gland Viruses, cytomegalovirus group, Cytomegalovirus species, cmv cytomegalovirus, Genus Cytomegalovirus, Salivary gland virus, NOS, Salivary gland virus, Virus, Salivary Gland, Cytomegalovirus, Viruses, Salivary Gland, Cytomegalovirus group, NOS, cytomegalovirus (CMV), salivary gland virus, CMV	T005	Virus	1.0
PKJhBV7cGr	Cytomegalovirus (Cmv) Retinitis	Cmv	ORGANISM	C0010825	Cytomegalovirus	A genus of the family HERPESVIRIDAE, subfamily BETAHERPESVIRINAE, infecting the salivary glands, liver, spleen, lungs, eyes, and other organs, in which they produce characteristically enlarged cells with intranuclear inclusions. Infection with Cytomegalovirus is also seen as an opportunistic infection in AIDS.	Salivary Gland Virus, cytomegalovirus, Cytomegaloviruses, Cytomegalovirus, NOS, salivary gland viruses, Genus Cytomegalovirus (organism), Salivary Gland Viruses, cytomegalovirus group, Cytomegalovirus species, cmv cytomegalovirus, Genus Cytomegalovirus, Salivary gland virus, NOS, Salivary gland virus, Virus, Salivary Gland, Cytomegalovirus, Viruses, Salivary Gland, Cytomegalovirus group, NOS, cytomegalovirus (CMV), salivary gland virus, CMV	T005	Virus	1.0
pjZYhdjVBX	Cytomegalovirus encephalitis in HIV	Cytomegalovirus	ORGANISM	C0010825	Cytomegalovirus	A genus of the family HERPESVIRIDAE, subfamily BETAHERPESVIRINAE, infecting the salivary glands, liver, spleen, lungs, eyes, and other organs, in which they produce characteristically enlarged cells with intranuclear inclusions. Infection with Cytomegalovirus is also seen as an opportunistic infection in AIDS.	Salivary Gland Virus, cytomegalovirus, Cytomegaloviruses, Cytomegalovirus, NOS, salivary gland viruses, Genus Cytomegalovirus (organism), Salivary Gland Viruses, cytomegalovirus group, Cytomegalovirus species, cmv cytomegalovirus, Genus Cytomegalovirus, Salivary gland virus, NOS, Salivary gland virus, Virus, Salivary Gland, Cytomegalovirus, Viruses, Salivary Gland, Cytomegalovirus group, NOS, cytomegalovirus (CMV), salivary gland virus, CMV	T005	Virus	1.0
eXmijtGBeG	Dermatologic manifestations of Staphylococcal scalded skin syndrome	skin	ORGAN	C0444099	Skin Specimen		Skin sample, Skin specimen, Skin, Tissue specimen from skin, Specimen from skin, Skin (tissue) specimen (specimen), Skin (tissue) specimen, Specimen from skin (specimen)	T031	Body Substance	1.0
kRMGWFN6Vz	Dermatologic use of botulinum toxin	botulinum toxin	ORGANISM	C0006055	Botulinum Toxins	Toxic proteins produced from the species CLOSTRIDIUM BOTULINUM. The toxins are synthesized as a single peptide chain which is processed into a mature protein consisting of a heavy chain and light chain joined via a disulfide bond. The botulinum toxin light chain is a zinc-dependent protease which is released from the heavy chain upon ENDOCYTOSIS into PRESYNAPTIC NERVE ENDINGS. Once inside the cell the botulinum toxin light chain cleaves specific SNARE proteins which are essential for secretion of ACETYLCHOLINE by SYNAPTIC VESICLES. This inhibition of acetylcholine release results in muscular PARALYSIS.	Botulinum toxin, Botulin, Clostridium botulinum toxin, Toxin, botulinum, Neurotoxins, Botulinum, Toxin, Botulinum, botulinum toxin (BTX), Clostridium botulinum toxin (substance), Neurotoxin, Botulinum, Product containing Clostridium botulinum toxin (medicinal product), Toxins, Botulinum, Botulinum Toxins, Botulinum Toxin, Clostridium botulinum toxin-containing product, clostridium botulinum toxin, botulinum toxins, Botulism toxin, Botulinum Neurotoxins, Botulin toxin, botulin, Toxins, Clostridium botulinum, botulinum toxin, Botulinum Neurotoxin, Clostridium botulinum Toxins	T116,T121,T131	Amino Acid, Peptide, or Protein,Pharmacologic Substance,Hazardous or Poisonous Substance	1.0
StSjU82zWz	Diagnostics for Coronavirus disease 2019 (Covid-19) patients	Coronavirus disease 2019	ORGANISM	C5203670	COVID19 (disease)	A viral disorder generally characterized by high FEVER; COUGH; DYSPNEA; CHILLS; PERSISTENT TREMOR; MUSCLE PAIN; HEADACHE; SORE THROAT; a new loss of taste and/or smell (see AGEUSIA and ANOSMIA) and other symptoms of a VIRAL PNEUMONIA. In severe cases, a myriad of coagulopathy associated symptoms often correlating with COVID-19 severity is seen (e.g., BLOOD COAGULATION; THROMBOSIS; ACUTE RESPIRATORY DISTRESS SYNDROME; SEIZURES; HEART ATTACK; STROKE; multiple CEREBRAL INFARCTIONS; KIDNEY FAILURE; catastrophic ANTIPHOSPHOLIPID ANTIBODY SYNDROME and/or DISSEMINATED INTRAVASCULAR COAGULATION). In younger patients, rare inflammatory syndromes are sometimes associated with COVID-19 (e.g., atypical KAWASAKI SYNDROME; TOXIC SHOCK SYNDROME; pediatric multisystem inflammatory disease; and CYTOKINE STORM SYNDROME). A coronavirus, SARS-CoV-2, in the genus BETACORONAVIRUS is the causative agent.	2019 Novel Coronavirus Infection, SARS-CoV-2 Disease, Human Coronavirus 2019 Infection, SARS-CoV-2 Infection, Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder), Disease caused by SARS-CoV-2, 2019 nCoV Disease, 2019 Novel Coronavirus Disease, COVID-19 Virus Disease, Virus Disease, COVID-19, HCoV-19 Infection, 2019-nCoV Disease, COVID-19, 2019-nCoV Infections, Coronavirus Disease 2019, Coronavirus Disease-19, Severe Acute Respiratory Syndrome Coronavirus 2 Infection, SARS-CoV2 Disease, Infection, COVID-19 Virus, COVID 19, 2019-nCoV Diseases, SARS Coronavirus 2 Infection, COVID-19 Infection, Disease caused by 2019 novel coronavirus, SARS2 Infection, COVID-19 (Coronavirus Disease 2019), Infection, SARS-CoV-2, 2019 nCoV Infection, Disease caused by 2019-nCoV, SARS CoV 2 Infection, Disease, 2019-nCoV, COVID 19 Virus Disease, Disease 2019, Coronavirus, SARS-CoV-2 Infections, COVID-19 Virus Infection, COVID-19 Virus Infections, Coronavirus Disease 19, Disease, COVID-19 Virus, COVID 19 Virus Infection, Virus Infection, COVID-19, SARS-2 Infection, SARS-CoV2 Infection, Infection, 2019-nCoV, Disease caused by severe acute respiratory syndrome coronavirus 2, 2019-nCoV Infection, COVID-19 Virus Diseases, COVID19	T047	Disease or Syndrome	1.0
StSjU82zWz	Diagnostics for Coronavirus disease 2019 (Covid-19) patients	patients	ORGANISM	C0030705	Patients	Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.	patients, patient, Patient, Patient (person), *^patient, ^Patient, Patients	T101	Patient or Disabled Group	1.0
rrYwuU22H6	Diphtheria	Diphtheria	ORGANISM	C0012546	Diphtheria	A Gram-positive bacterial infection caused by Corynebacterium diphtheriae. It usually involves the oral cavity, pharynx, and nasal cavity. Patients develop pseudomembranes in the affected areas and manifest signs and symptoms of an upper respiratory infection. The diphtheria toxin may cause myocarditis, polyneuritis, and other systemic effects.	Diphtheria, unspecified, DIPHTHERIA, diphtheria, DIPHTERIA, Diphtheria, NOS, Diphtheria	T047	Disease or Syndrome	1.0
CETqFLY5pz	Early symptomatic HIV infection	HIV	ORGANISM	C0019682	HIV	Human immunodeficiency virus. A non-taxonomic and historical term referring to any of two species, specifically HIV-1 and/or HIV-2. Prior to 1986, this was called human T-lymphotropic virus type III/lymphadenopathy-associated virus (HTLV-III/LAV). From 1986-1990, it was an official species called HIV. Since 1991, HIV was no longer considered an official species name; the two species were designated HIV-1 and HIV-2.	Immunodeficiency Viruses, Human, HTLV III, HTLV-III, Human immunodeficiency virus, LAV-HTLV-III, LAV, Lymphadenopathy Associated Virus, Viruses, AIDS, Lymphadenopathy-Associated Virus, Virus-HIV, Lymphadenopathy-Associated Viruses, Viruses, Human Immunodeficiency, Virus, Lymphadenopathy-Associated, AIDS Viruses, AIDS Virus, Immunodeficiency Virus, Human, Virus, AIDS, Human T Cell Lymphotropic Virus Type III, Human immunodeficiency virus, NOS, human immunodeficiency virus (HIV), Human T-Lymphotropic Virus Type III, HIV - Human immunodeficiency virus, Human Immunodeficiency Viruses, Human T-Cell Lymphotropic Virus Type III, human immunodeficiency virus, Human T-Cell Leukemia Virus Type III, lymphadenopathy associated virus, Acquired Immunodeficiency Syndrome Virus, htlv-iii, Viruses, Lymphadenopathy-Associated, Acquired Immune Deficiency Syndrome Virus, Virus, Human Immunodeficiency, Human Immunodeficiency Virus, Human T Lymphotropic Virus Type III, Human immunodeficiency virus (organism), AIDS virus, Human T Cell Leukemia Virus Type III, Human immunodeficiency virus (HIV), HIV, htlv iii	T005	Virus	1.0
6rTsSeYnFn	Eastern Equine encephalitis (EEE)	Equine encephalitis	ORGANISM	C0014074	Encephalomyelitis, Equine	A group of ALPHAVIRUS INFECTIONS which affect horses and man, transmitted via the bites of mosquitoes. Disorders in this category are endemic to regions of South America and North America. In humans, clinical manifestations vary with the type of infection, and range from a mild influenza-like syndrome to a fulminant encephalitis. (From Joynt, Clinical Neurology, 1996, Ch26, pp8-10)	equine encephalomyelitis, equine encephalitis, Equine Encephalomyelitis Viral Infections, Encephalitis, Equine, Infections, Equine Encephalomyelitis Virus, Equine encephalomyelitis, Equine Encephalomyelitis, Equine Encephalomyelitis Virus Infections, Equine Encephalitis	T047	Disease or Syndrome	1.0
3YxkwKyztR	Echovirus infection	Echovirus	ORGANISM	C0013534	Echovirus	A species of non-enveloped, spherical and icosahedral viruses in the Picornaviridae family and Enterovirus genus. The genome is composed of single-stranded, positive-sense RNA. Echoviruses are found in humans and cause aseptic meningitis, encephalitis, paralysis and myocarditis via direct fecal-oral contamination, respiration and oral secretions, or indirect routes.	echo viruses, Enteric cytopathogenic human orphan virus, Echovirus NOS, HUMAN ECHOVIRUS, ECHO viruses, Human echovirus (organism), Echovirus, echo virus, Echoviruses, Echo Viruses, Human echovirus, NOS, Echo virus, echovirus, Human echovirus, Echo Virus	T005	Virus	1.0
rEAQHcWejS	Ecthyma	Ecthyma	ORGANISM	C0013568	Ecthyma	An ulcerative pyoderma usually caused by group A beta-hemolytic streptococcal infection at the site of minor trauma. (Dorland, 27th ed)	ecthyma, Ecthyma, ECTHYMA, Ecthyma (disorder)	T047	Disease or Syndrome	1.0
W8XerYkK6z	Ecthyma Gangrenosum	Ecthyma	ORGANISM	C0013568	Ecthyma	An ulcerative pyoderma usually caused by group A beta-hemolytic streptococcal infection at the site of minor trauma. (Dorland, 27th ed)	ecthyma, Ecthyma, ECTHYMA, Ecthyma (disorder)	T047	Disease or Syndrome	1.0
AQyFCMisaw	Emergent management of Pediatric patients with fever	patients	ORGANISM	C0030705	Patients	Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.	patients, patient, Patient, Patient (person), *^patient, ^Patient, Patients	T101	Patient or Disabled Group	1.0
VMuYbiho4K	Enterobacter infections	Enterobacter	SIMPLE_CHEMICAL	C0014344	Enterobacter	Gram-negative gas-producing rods found in feces of humans and other animals, sewage, soil, water, and dairy products.	Enterobacter species, Aerobacter, NOS, Genus Enterobacter (organism), cloaca, enterobacter, aerobacter, Cloaca, Enterobacter, ENTEROBACTER, Aerobacter, Genus Enterobacter, Enterobacter, NOS	T007	Bacterium	1.0
kwGq9cQfEW	Enterovirus D68	Enterovirus D68	ORGANISM	C0318428	Human enterovirus 68	A species of enterovirus in the family Picornaviridae. EV-D68 can cause respiratory illness with symptoms ranging from runny nose, sneezing, cough, and body and muscle aches to wheezing and difficulty breathing.	EV-D68, Enterovirus 68, Enterovirus 68, Human, Enterovirus D68, Human Enterovirus D68, Human Enterovirus EV68, Human enterovirus 68 (organism), Human Enterovirus 68, Human enterovirus 68	T005	Virus	1.0
YDv5VnJgrA	Eosinophilic Folliculitis	Eosinophilic Folliculitis	CANCER	C0406305	Eosinophilic pustular folliculitis	A dermatosis with pruritic sterile papules and pustules that come together to form plaques with papulovesicular borders, and a tendency toward central clearing and hyperpigmentation, with spontaneous exacerbations and remissions. Histologically variable with folliculitis of follicle sheath and perifollicular dermis and spongiosis of follicular epithelium, sometimes with peripheral leukocytosis and or eosinophilia and or eosinophilic abscesses.	Eosinophilic pustular folliculitis, Eosinophilic folliculitis, pustular, Eosinophilic folliculitis, Eosinophilic pustular folliculitis (disorder), Classic eosinophilic pustular folliculitis, Ofuji's disease, Classic EPF, Ofuji disease	T047	Disease or Syndrome	1.0
6WuzK3S3G4	Epidermodysplasia Verruciformis	Epidermodysplasia Verruciformis	CANCER	C0014522	Epidermodysplasia Verruciformis	An autosomal recessive trait with impaired cell-mediated immunity. About 15 human papillomaviruses are implicated in associated infection, four of which lead to skin neoplasms. The disease begins in childhood with red papules and later spreads over the body as gray or yellow scales.	EPIDERMODYSPLASIA VERRUCIFORMIS, Lutz-Lewandowsky Disease, Lewandowsky-Lutz disease, epidermodysplasia verruciformis, EV, Disease, Lewandowsky-Lutz, Lewandowsky-Lutz Disease, Lutz-Lewandowsky epidermodysplasia verruciformis, Lewandowsky Lutz Disease, Disease, Lutz-Lewandowsky, Lutz Lewandowsky Disease, Epidermodysplasia verruciformis of Lewandowsky-Lutz, Epidermodysplasia Verruciformis, Lewandowsky-Lutz Dysplasia, Epidermodysplasia verruciformis, Epidermodysplasia verruciformis (disorder), Lewandowsky-Lutz syndrome	T191	Neoplastic Process	1.0
CdPerskvdZ	Epidural Abscess	Epidural Abscess	ORGANISM_SUBDIVISION	C0270629	Epidural Abscess	Circumscribed collections of suppurative material occurring in the spinal or intracranial EPIDURAL SPACE. The majority of epidural abscesses occur in the spinal canal and are associated with OSTEOMYELITIS of a vertebral body; ANALGESIA, EPIDURAL; and other conditions. Clinical manifestations include local and radicular pain, weakness, sensory loss, URINARY INCONTINENCE, and FECAL INCONTINENCE. Cranial epidural abscesses are usually associated with OSTEOMYELITIS of a cranial bone, SINUSITIS, or OTITIS MEDIA. (From Adams et al., Principles of Neurology, 6th ed, p710 and pp1240-1; J Neurol Neurosurg Psychiatry 1998 Aug;65(2):209-12)	Abscess, Extradural, Epidural abscess (disorder), abscesses epidural, Epidural abscess, Epidural Abscess, Extradural abscess, Abscess, Epidural, Extradural Abscess, epidural abscess	T047	Disease or Syndrome	1.0
CPPHTgGAMa	Epidural infections (spinal Epidural Abscess) and Subdural infections (Subdural Empyema)	Epidural	SIMPLE_CHEMICAL	C0592511	Epidural Route of Drug Administration	Administration of the drug in the epidural space, usually at the lumbar level of the spine. The drug must initially cross the dura mater before exerting its effect on the nervous system components. The drug is also subject to uptake into the rich epidural plexus of veins. Uptake and distribution after epidural administration resembles that seen after intramuscular injection. The portion of drug that is not taken into the vascular compartment is available to cross the dura. Hydrophilicity is a major component in the pharmacokinetics of drug transfer into the subdural space.	epidural use, Epidural route, Epidural, Epidural Route of Administration, Epidural use, EpiduralRoute, Epidural route (qualifier value)	T169	Functional Concept	1.0
CPPHTgGAMa	Epidural infections (spinal Epidural Abscess) and Subdural infections (Subdural Empyema)	spinal Epidural	ORGAN	C0228134	Spinal epidural space	Space between the dura mater and the walls of the vertebral canal.	Epidural Space, Extradural space of spinal cord, Spaces, Epidural, Space, Epidural, Spine epidural space, Spine.epidural space, Spinal extradural space, Structure of epidural space of spine, Spinal segment of epidural space, Spatium peridurale, Spatium epidurale (Spinalis), Epidural Spaces, Structure of epidural space of spine (body structure), Spinal epidural space, XXX>Spine epidural space, Epidural Spinal Canal Space	T030	Body Space or Junction	0.856
rF3hkc3hbJ	Epstein-Barr virus (Ebv) infectious Mononucleosis (mono)	Epstein-Barr virus	ORGANISM	C0014644	Epstein-Barr virus	The type species of LYMPHOCRYPTOVIRUS, subfamily GAMMAHERPESVIRINAE, infecting B-cells in humans. It is thought to be the causative agent of INFECTIOUS MONONUCLEOSIS and is strongly associated with oral hairy leukoplakia (LEUKOPLAKIA, HAIRY;), BURKITT LYMPHOMA; and other malignancies.	Burkitt's Lymphoma Virus, Mononucleosis Viruses, Infectious, Human herpesvirus type 4, Epstein Barr Virus, Mononucleosis Virus, Infectious, Infectious Mononucleosis Virus, Herpesvirus, Burkitt, e b virus, Burkitt Lymphoma Virus, EBV, herpesvirus 4, human, epstein barr virus, Human Herpesvirus 4, epstein barr virus (EBV), human herpesvirus 4 group, Burkitt Herpesvirus, Epstein-Barr virus EBV, epstein-barr virus, Epstein-Barr virus, Human herpesvirus 4, Herpesvirus 4 (gamma), Human, E B Virus, Burkitt's lymphoma virus, HHV-4, mononucleosis infectious virus, E-B Viruses, Epstein-Barr virus, (EBV), E-B Virus, human gammaherpesvirus 4, Virus-Epstein-Barr, eb virus, e-b virus, Infectious Mononucleosis Viruses, EB virus, Human (gamma) herpes virus 4, Human herpesvirus 4 (organism), Herpesvirus 4, Human, EBV - Epstein-Barr virus, Epstein Barr virus, Human gammaherpesvirus 4, Epstein-Barr Virus, Lymphocryptovirus, HUMAN HERPESVIRUS 4, Burkitts Lymphoma Virus, Lymphoma Virus, Burkitt	T005	Virus	1.0
rF3hkc3hbJ	Epstein-Barr virus (Ebv) infectious Mononucleosis (mono)	Ebv	ORGANISM	C0014644	Epstein-Barr virus	The type species of LYMPHOCRYPTOVIRUS, subfamily GAMMAHERPESVIRINAE, infecting B-cells in humans. It is thought to be the causative agent of INFECTIOUS MONONUCLEOSIS and is strongly associated with oral hairy leukoplakia (LEUKOPLAKIA, HAIRY;), BURKITT LYMPHOMA; and other malignancies.	Burkitt's Lymphoma Virus, Mononucleosis Viruses, Infectious, Human herpesvirus type 4, Epstein Barr Virus, Mononucleosis Virus, Infectious, Infectious Mononucleosis Virus, Herpesvirus, Burkitt, e b virus, Burkitt Lymphoma Virus, EBV, herpesvirus 4, human, epstein barr virus, Human Herpesvirus 4, epstein barr virus (EBV), human herpesvirus 4 group, Burkitt Herpesvirus, Epstein-Barr virus EBV, epstein-barr virus, Epstein-Barr virus, Human herpesvirus 4, Herpesvirus 4 (gamma), Human, E B Virus, Burkitt's lymphoma virus, HHV-4, mononucleosis infectious virus, E-B Viruses, Epstein-Barr virus, (EBV), E-B Virus, human gammaherpesvirus 4, Virus-Epstein-Barr, eb virus, e-b virus, Infectious Mononucleosis Viruses, EB virus, Human (gamma) herpes virus 4, Human herpesvirus 4 (organism), Herpesvirus 4, Human, EBV - Epstein-Barr virus, Epstein Barr virus, Human gammaherpesvirus 4, Epstein-Barr Virus, Lymphocryptovirus, HUMAN HERPESVIRUS 4, Burkitts Lymphoma Virus, Lymphoma Virus, Burkitt	T005	Virus	1.0
YnLyqmSnVQ	Erythema Infectiosum	Erythema	PATHOLOGICAL_FORMATION	C0041834	Erythema	Redness of the skin produced by congestion of the capillaries. This condition may result from a variety of disease processes.	erythema findings, Redness, Unspecified erythematous condition, Erythema of skin, Erythemas, erythematous condition, Erythema - observation, Erythematous conditions, Cutaneous redness, redness skin, Erythema of skin (finding), Erythema (finding), erythemas, SKIN RED, Redness of skin or mucous membrane, Erythema NOS, Erythema, Skin reddened, ERYTHEMA, Erythema (morphologic abnormality), redness of skin, Dermal erythema, erythema, skin redness, SKIN ERYTHEMA, Erythematous condition, NOS, skin erythema	T047	Disease or Syndrome	1.0
fmgTy8HxP7	Escherichia coli (E coli) infections	Escherichia coli	ORGANISM	C0014834	Escherichia coli	A species of gram-negative, facultatively anaerobic, rod-shaped bacteria (GRAM-NEGATIVE FACULTATIVELY ANAEROBIC RODS) commonly found in the lower part of the intestine of warm-blooded animals. It is usually nonpathogenic, but some strains are known to produce DIARRHEA and pyogenic infections. Pathogenic strains (virotypes) are classified by their specific pathogenic mechanisms such as toxins (ENTEROTOXIGENIC ESCHERICHIA COLI), etc.	escherichia coli, e coli, ESCHERICHIA COLI, E.COLI, Bacterium coli commune, Enterococcus coli, Bacillus coli, E. coli, escherichia coli (E coli), Escherichia coli (organism), Bacterium coli, Escherichia/Shigella coli, EC - Escherichia coli, E coli, escherichia coli (E coli) bacteria, Escherichia coli	T007	Bacterium	1.0
QKmAMcLZEN	Eumycetoma (fungal Mycetoma)	Mycetoma	CANCER	C0024449	Mycetoma	A chronic progressive subcutaneous infection caused by species of fungi (eumycetoma), or actinomycetes (actinomycetoma). It is characterized by tumefaction, abscesses, and tumor-like granules representing microcolonies of pathogens, such as MADURELLA fungi and bacteria ACTINOMYCETES, with different grain colors.	maduramycosis, mycetomas, Mycetomata, MYCETOMA, madura foot, mycetoma, maduromycosis, Mycetoma, fungal mycetoma, Mycetoma (disorder), Mycetoma, NOS, Madura foot	T047	Disease or Syndrome	1.0
PCofuQoAm6	Gas Gangrene (Clostridial Myonecrosis)	Gas	SIMPLE_CHEMICAL	C0017110	Gases	The vapor state of matter; nonelastic fluids in which the molecules are in free movement and their mean positions far apart. Gases tend to expand indefinitely, to diffuse and mix readily with other gases, to have definite relations of volume, temperature, and pressure, and to condense or liquefy at low temperatures or under sufficient pressure. (Grant & Hackh's Chemical Dictionary, 5th ed)	Gas, NOS, Gaseous substance, Gas, Gases, gas, gases, Gas (state of matter), Gaseous substance (substance)	T104	Chemical Viewed Structurally	1.0
