InputID	InputText	Entity	EntityType	UMLS.CUI	UMLS.Label	UMLS.Definition	UMLS.Synonyms	UMLS.SemanticTypeIDs	UMLS.SemanticTypeLabels	UMLS.MappingScore
iCcxpZRkMR	Herpesviridae infectious disease	Herpesviridae infectious disease	ORGANISM	C0019372	Herpesviridae Infections	Virus diseases caused by the HERPESVIRIDAE.	herpes infection, Infection, Herpesvirus, disease herpes virus, Herpes infection, NOS, Herpesvirus infection, Herpesvirus Infections, infection herpes, Infections, Herpesvirus, Herpes infections, herpes infections, herpesviridae infection, Herpesvirus infection, NOS, Herpesviridae disease, Herpesviridae Infection, herpes virus disease, Herpesvirus Infection, Herpes infection, DISEASES DUE TO HERPESVIRIDAE, viral infection herpes, Infection, Herpesviridae, Herpesvirus infection (disorder), Infections, Herpesviridae, herpes viral infection, herpes virus infection, diseases herpes virus	T047	Disease or Syndrome	0.867
cLPmQDbseE	Actinobacillus infectious disease	Actinobacillus infectious disease	ORGANISM	C0001249	Actinobacillus Infections	Infections with bacteria of the genus ACTINOBACILLUS.	Actinobacillus infection, ACTINOBACILLUS INFECTIONS, Actinobacillus infection, NOS, Actinobacillus Infection, Infections, Actinobacillus, Actinobacillus infection (disorder), Infection, Actinobacillus	T047	Disease or Syndrome	0.836
Ypsvznh8HT	Progressive Rubella Panencephalitis	Rubella Panencephalitis	ORGANISM	C0238099	Rubella encephalitis	A rare chronic encephalitis developing up to several years after congenital rubella virus infection or rubella infection in childhood, characterized by slowly progressive, wide-spread neurological symptoms, like cognitive decline, cerebellar ataxia, spasticity, and seizures, amongst others. Progredient deterioration of the neurological disease eventually leads to the death of the patient.	Rubella encephalitis (disorder), ENCEPHALITIS, RUBELLA, Encephalitis due to rubella virus, Rubella panencephalitis, Rubella encephalitis	T047	Disease or Syndrome	1.0
9ebH4bngMu	Ascaridida infectious disease	Ascaridida infectious disease	ORGANISM	C0162626	Ascaridida Infections	Infections with nematodes of the order ASCARIDIDA.	Baylisascaris Infections, Roundworm Infections, Raccoon, Raccoon Roundworm Infections, Infections, Baylisascaris, Baylisascaris Infection, Infection, Baylisascaris, Ascaridida Infection, Raccoon Roundworm Infection, Infection, Ascaridida, Ascaridida Infections, Infection, Raccoon Roundworm, Infections, Ascaridida, Roundworm Infection, Raccoon	T047	Disease or Syndrome	0.812
ARW3U6M87C	Ear infection	Ear	ORGAN	C0013443	Ear structure	The hearing and equilibrium system of the body. It consists of three parts: the EXTERNAL EAR, the MIDDLE EAR, and the INNER EAR. Sound waves are transmitted through this organ where vibration is transduced to nerve signals that pass through the ACOUSTIC NERVE to the CENTRAL NERVOUS SYSTEM. The inner ear also contains the vestibular organ that maintains equilibrium by transducing signals to the VESTIBULAR NERVE.	Ear structure (body structure), ear structure, Apparatus, Vestibulocochlear, Ear-related structure, Auris, Ears, EAR, Organum vestibulocochleare, Vestibulocochlear System, Ear structure, ear, Ear and related structures, Ear, hearing apparatus, auris, Vestibulocochlear organ, ears, Vestibulocochlear Apparatus, System, Vestibulocochlear, ear structures	T023	Body Part, Organ, or Organ Component	1.0
eFgUTteTGp	Western Equine encephalitis	Equine	ORGANISM	C0019944	Equus caballus	Large, hoofed mammals of the family EQUIDAE. Horses are active day and night with most of the day spent seeking and consuming food. Feeding peaks occur in the early morning and late afternoon, and there are several daily periods of rest.	Horses, Domestic, Equine, NOS, stallions, Feral horse, Horse, domestic horse, stallion, Equine species, Equus caballus caballus, Equus caballus, Domestic Horses, Stallion, Equus caballus (organism), Horse, Domestic, Equus przewalskii forma caballus, Horses, Equus przewalskii f. caballus, Equine, Equine Species, horse, EQUINE SPECIES, equine, Domestic Horse	T015	Mammal	1.0
zRUyVnSkcG	Geniculate herpes Zoster	herpes Zoster	ORGANISM	C0019360	Herpes zoster disease	An acute infectious, usually self-limited, disease believed to represent activation of latent varicella-zoster virus (HERPESVIRUS 3, HUMAN) in those who have been rendered partially immune after a previous attack of CHICKENPOX. It involves the SENSORY GANGLIA and their areas of innervation and is characterized by severe neuralgic pain along the distribution of the affected nerve and crops of clustered vesicles over the area. (From Dorland, 27th ed)	Herpes zoster, herpes zoster infection, Herpes zoster infection, zona, Shingles, SHINGLES, zonas, Herpes zoster NOS, Shingles (Disease), Herpes Zoster, Herpes zoster, NOS, Herpes zoster (disorder), herpes zona, HERPES ZOSTER, Zona, ZONA, Zoster, zoster, herpes zoster, shingles	T047	Disease or Syndrome	1.0
hBvio9YCy4	Human Prion disease	Human Prion disease	ORGANISM	C0162534	Prion Diseases	A group of genetic, infectious, or sporadic degenerative human and animal nervous system disorders associated with abnormal PRIONS. These diseases are characterized by conversion of the normal prion protein to an abnormal configuration via a post-translational process. In humans, these conditions generally feature DEMENTIA; ATAXIA; and a fatal outcome. Pathologic features include a spongiform encephalopathy without evidence of inflammation. The older literature occasionally refers to these as unconventional SLOW VIRUS DISEASES. (From Proc Natl Acad Sci USA 1998 Nov 10;95(23):13363-83)	Disorders, Prion-Induced, diseases prion, Prion-Induced Disorder, prion diseases, Prion Diseases, Spongiform Encephalopathy, spongiform encephalopathy, Prion-Induced Disorders, Prion Protein Disease, Prion Induced Disorder, diseases prions, Spongiform Encephalopathy, Transmissible, Transmissible Dementia, Transmissible Dementias, Prion diseases, disease prion, Spongiform Encephalopathies, Transmissible, Encephalopathy, Transmissible Spongiform, Prion disease, Dementia, Transmissible, Prion Disease, Transmissible spongiform encephalopathy, TSE, Prion-Associated Disorders, Prion disease (disorder), Transmissible Spongiform Encephalopathy, Human prion disease, PRION DISEASES, Prion Protein Diseases, Encephalopathies, Spongiform, Transmissible, Dementias, Transmissible, Prion disease, NOS, Disorder, Prion-Induced, prion disease, encephalopathies spongiform, Encephalopathies, Transmissible Spongiform, prion induced disorder, disease prions, Transmissible Spongiform Encephalopathies	T047	Disease or Syndrome	1.0
sNWvNJoSaY	Pectobacterium Carotovorum infection	Carotovorum	ORGANISM_SUBSTANCE	C0579203	Pectobacterium carotovorum subsp. carotovorum		Erwinia carotovora ss. carotovora, Pectobacterium carotovorum subsp carotovorum, Erwinia aroideae, Erwinia carotovora carotovora, Pectobacterium carotovorum subspecies carotovorum, Erwinia carotovora subsp carotovora, Pectobacterium carotovorum subspecies carotovorum (organism), Erwinia carotovora subsp. carotovora	T007	Bacterium	0.892
mWnyrW29fn	Hantavirus infectious disease	Hantavirus infectious disease	ORGANISM	C0242994	Hantavirus Infections	Infections with viruses of the genus ORTHOHANTAVIRUS. This is associated with at least four clinical syndromes: HEMORRHAGIC FEVER WITH RENAL SYNDROME caused by viruses of the Hantaan group; a milder form of HFRS caused by SEOUL VIRUS; nephropathia epidemica caused by PUUMALA VIRUS; and HANTAVIRUS PULMONARY SYNDROME caused by SIN NOMBRE VIRUS.	Disease due to Hantaanvirus, Disease caused by Hantanvirus, Infections, Hantavirus, Hantavirus Infections, Hantavirus Infection, Disease caused by Hantavirus (disorder), Disease due to Hantanvirus, hantavirus infections, Infections, Orthohantavirus, HPS, infections hantavirus, Disease due to Hantaanvirus, NOS, Disease due to Hataanvirus, NOS, Hanta virus, Hantavirus infection, Orthohantavirus Infection, DISEASES DUE TO HANTANVIRUS, Disease caused by Hantaanvirus, Disease caused by Hantanvirus (disorder), hantavirus infection, Disease due to Hantanvirus, NOS, Disease caused by Hantavirus, Hantavirus infections, Orthohantavirus Infections, HANTAVIRUS INFECTION, Disease due to Hantavirus	T047	Disease or Syndrome	0.82
XhLzDZrqjt	Cat-Scratch disease	Cat-Scratch	ORGAN	C0007361	Cat-Scratch Disease	A self-limiting bacterial infection of the regional lymph nodes caused by AFIPIA felis, a gram-negative bacterium recently identified by the Centers for Disease Control and Prevention and by BARTONELLA HENSELAE. It usually arises one or more weeks following a feline scratch, with raised inflammatory nodules at the site of the scratch being the primary symptom.	Inoculation Lymphoreticulosis, cat-scratch fever, Scratch Disease, Cat, Cat-scratch fever, Cat Scratch Diseases, Cat-Scratch Diseases, Lymphoreticuloses, Inoculative, Infection, Bartonella henselae, cat disease scratch, Catscratch Disease, Cat scratch disease, CAT-SCRATCH FEVER, CSD - Cat scratch disease, Benign lymphoreticulosis, Cat-Scratch Disease, Benign lymphoreticulosis, inoculation, Bartonella henselae Infection, cat scratch disease, Catscratch Diseases, Benign inoculation lymphoreticulosis, CSD, Lymphoreticulosis, Inoculation, Cat scratch fever, cat fever scratch, Cat Scratch Fevers, Bartonellosis due to Bartonella henselae infection, scratch cat fever, FEVER, CAT-SCRATCH, Cat Scratch Fever, Scratch Fever, Cat, cat scratch fever, Cat scratch disease (disorder), Cat-scratch disease, LYMPHORETICULOSIS, INOCULATION, BENIGN, Lymphoreticulosis, Inoculative, Scratch Diseases, Cat, Cat Scratch Disease, CAT SCRATCH DISEASE, catscratch disease, Inoculative Lymphoreticulosis, Fever, Cat Scratch, Lymphoreticuloses, Inoculation, Inoculative Lymphoreticuloses, cat-scratch disease, Infections, Bartonella henselae, Inoculation Lymphoreticuloses, Bartonella henselae Infections, CAT-SCRATCH DISEASE	T047	Disease or Syndrome	0.869
3Q6mgaomKw	Erythema Infectiosum	Erythema	PATHOLOGICAL_FORMATION	C0041834	Erythema	Redness of the skin produced by congestion of the capillaries. This condition may result from a variety of disease processes.	erythema findings, Redness, Unspecified erythematous condition, Erythema of skin, Erythemas, erythematous condition, Erythema - observation, Erythematous conditions, Cutaneous redness, redness skin, Erythema of skin (finding), Erythema (finding), erythemas, SKIN RED, Redness of skin or mucous membrane, Erythema NOS, Erythema, Skin reddened, ERYTHEMA, Erythema (morphologic abnormality), redness of skin, Dermal erythema, erythema, skin redness, SKIN ERYTHEMA, Erythematous condition, NOS, skin erythema	T047	Disease or Syndrome	1.0
VUYF6vrs8e	Viral infection of central nervous system	central nervous system	ANATOMICAL_SYSTEM	C3540014	CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS		CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS, CENTRAL NERVOUS SYSTEM	T130	Indicator, Reagent, or Diagnostic Aid	1.0
fW8dVBqJCr	Skeletal tuberculosis	Skeletal	TISSUE	C0521324	Skeletal		skeletal, Skeletal, SKELETAL	T082	Spatial Concept	1.0
fZL2BVTKR4	Central nervous system Helminthiasis	Central nervous system	ANATOMICAL_SYSTEM	C3540014	CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS		CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS, CENTRAL NERVOUS SYSTEM	T130	Indicator, Reagent, or Diagnostic Aid	1.0
EkJGTUvCrs	Human granulocytic anaplasmosis	Human granulocytic	ORGANISM	C0018183	granulocyte	Leukocytes with abundant granules in the cytoplasm. They are divided into three groups according to the staining properties of the granules: neutrophilic, eosinophilic, and basophilic. Mature granulocytes are the NEUTROPHILS; EOSINOPHILS; and BASOPHILS.	Polymorphonuclear leukocyte, Blood granulocytic cell, cells granulocyte, Granular Leukocyte, Granular leucocyte, Granulocytic Cell, granulocytes, Granulocytic cell (cell), Polymorphonuclear leucocyte, granular leukocyte, Granulocyte, Granular Leukocytes, granulocyte, Polymorphonuclear Cell, Granulocytic, Granulocytic cell, NOS, Granulocytic cells, Granulocytes, Polymorphonuclear Leukocytes, Granulocytic cell, Granular leukocyte	T025	Cell	0.863
Q6Bg8Cxs9M	Chronic hepatitis B virus infection	hepatitis B virus	ORGANISM	C0019169	hepatitis B virus	The type species of the genus ORTHOHEPADNAVIRUS which causes human HEPATITIS B and is also apparently a causal agent in human HEPATOCELLULAR CARCINOMA. The Dane particle is an intact hepatitis virion, named after its discoverer. Non-infectious spherical and tubular particles are also seen in the serum.	Human hepatitis B virus, Hepatitis B virus, Hepatitis B Virus, Hepatitis B viruses, Hepatitis B virus (organism), hepatitis B virus, HBV, HBV - Hepatitis B virus, HBV, Hepatitis associated virus, hepatitis B virus (HBV), viruses, Hepatitis B, hepatitis B virus HBV, Hepatitis Virus, Homologous Serum, hepatitis B virus, Virus-Hepatitis B, Serum hepatitis virus, human hepatitis B virus HBV, B virus, Hepatitis, MS-2 virus, HEPATITIS B VIRUS, human hepatitis B virus, hbv hepatitis b virus	T005	Virus	1.0
55URB8Sb6n	Proteus infectious disease	Proteus	CELLULAR_COMPONENT	C0033697	Proteus	A genus of gram-negative, facultatively anaerobic, rod-shaped bacteria that occurs in the intestines of humans and a wide variety of animals, as well as in manure, soil, and polluted waters. Its species are pathogenic, causing urinary tract infections and are also considered secondary invaders, causing septic lesions at other sites of the body.	PROTEUS, Proteus, NOS, Liquidobacterium, Genus Proteus, Genus Proteus (organism), Proteus (Bacteria), proteus, Proteus <enterobacteria>, Proteus, Proteus species	T007	Bacterium	1.0
D8rQN3pWgi	Chronic human Papillomavirus infection	human Papillomavirus	ORGANISM	C0021344	human papillomavirus	A large group of viruses that cause HUMAN PAPILLOMAVIRUS INFECTION, e.g., GENITAL WARTS and cancer of the CERVIX; VAGINA; VULVA; ANUS; or OROPHARYNX. Most common clinically important human papilloma viruses are taxonomically members of ALPHAPAPILLOMAVIRUS and GAMMAPAPILLOMAVIRUS.	Verruca vulgaris virus, Human papillomavirus (organism), Papilloma Virus, Human, Human Papilloma Virus, Human Papilloma Viruses, Human Papillomaviruses, HPV, Human Papillomavirus Viruses, Human papilloma virus, Human papillomavirus group, NOS, human papilloma viruses, human papillomavirus, wart virus, human papillomaviruses, Virus, Human Papilloma, HPV, human papillomas virus, Human Papillomaviruses, Human Papillomavirus, HPV, PAPILLOMAVIRUS HUMAN, Human papillomavirus group, HPV Human Papillomaviruses, virus wart, Wart virus, HPV - human papillomavirus, human papillomavirus HPV, HUMAN PAPILLOMAVIRUS, Virus, Human Papillomavirus, Condyloma virus, Warts virus, hpv human papillomavirus, Human Papillomavirus Virus, Papillomavirus Virus, Human, human papilloma viru, warts virus, human papilloma virus, HPV Human Papillomavirus, Human papillomavirus, NOS, human papillomavirus (HPV), hpvs, Human Papillomavirus, virus warts, Human papillomavirus, HPV, Human Papillomavirus Viruses	T005	Virus	1.0
bSHFkKLwwA	Hepatitis E virus infection	Hepatitis E virus	ORGANISM	C0085294	Hepatitis E virus	A positive-stranded RNA virus species in the genus HEPEVIRUS, causing enterically-transmitted non-A, non-B hepatitis (HEPATITIS E).	hepatitis E virus, hepatitis E virus (HEV), Hepatitis E Virus, hepatitis e virus, Hepatitis E virus (organism), Hepatitis E virus, Hepatitis E virus HEV, Orthohepevirus A, HEV - Hepatitis E virus, hev	T005	Virus	1.0
AfXfzGCyD5	Oral Candidiasis	Oral	ORGAN	C0226896	Oral cavity	The oval-shaped oral cavity located at the apex of the digestive tract and consisting of two parts: the vestibule and the oral cavity proper.	Oral cavity, Buccal Cavity, mouths, oral cavity, Cavitas oris, NOS, Cavity, Oral, Orally, mouth anatomy, Mouth, NOS, Cavity of mouth, Oral Cavity, Buccal cavity, NOS, Oral, Cavitas Oris, Cavitas oris, Buccal cavity, Oral cavity structure (body structure), anatomies mouth, Oral cavity, NOS, MOUTH, anatomy mouth, Oral cavity structure, mouth, Mouth	T030	Body Space or Junction	1.0
K4p5bxURPP	Hepadnaviridae infectious disease	Hepadnaviridae infectious disease	ORGANISM	C0206746	Hepadnaviridae Infections	Virus diseases caused by the HEPADNAVIRIDAE.	Infections, Hepadnaviridae, Infection, Hepadnaviridae, Hepadnaviridae Infection	T047	Disease or Syndrome	0.868
3YqQ9pHu7v	Meningitis caused by Poliovirus	Poliovirus	ORGANISM	C0206435	poliovirus	A species of ENTEROVIRUS which is the causal agent of POLIOMYELITIS in humans. Three serotypes (strains) exist. Transmission is by the fecal-oral route, pharyngeal secretions, or mechanical vector (flies). Vaccines with both inactivated and live attenuated virus have proven effective in immunizing against the infection.	Polioviruses, Human poliovirus, enterovirus polio, Poliovirus, polio virus, poliomyelitis virus, Human poliovirus (organism), Polio virus, POLIOVIRUS, Human poliovirus, NOS, Polio Virus, poliovirus, Enterovirus polio	T005	Virus	1.0
m4EM47tkUJ	Male Genital tuberculosis	Genital	ORGAN	C0017420	Genitalia	The external and internal organs involved in the functions of REPRODUCTION.	Genital Organs, Reproductive System, Systems, Reproductive, genital organ, Organs, Genital, Organ, Genital, Genital System, Genitalia, System, Genital, Genital, Genitals, Systems, Genital, genital organs, genitalia, Reproductive Systems, Organ, Reproductive, Genital Organ, Reproductive Organs, System, Reproductive, genitals, Reproductive Organ, Organs, Reproductive, Genital Systems	T023	Body Part, Organ, or Organ Component	1.0
4h47o9BdSC	Urinary tract infection	Urinary tract	ORGANISM_SUBDIVISION	C0042027	Urinary tract	The duct which coveys URINE from the pelvis of the KIDNEY through the URETERS, BLADDER, and URETHRA.	genitourinary tracts, Urinary tract, urinary tract, Urinary, Tract, Urinary, Urinary tract, NOS, genitourinary tract, Urinary Tract, Urinary Tracts, URINARY TRACT, Tracts, Urinary	T023	Body Part, Organ, or Organ Component	1.0
qNgGnPDT9c	Pulmonary Aspergillosis	Pulmonary	ORGAN	C0024109	Lung	Either of the pair of organs occupying the cavity of the thorax that effect the aeration of the blood.	Pulmo, Lungs pair, lung, Set of lungs, Lung structure, Lung structure (body structure), lung structures, Pulmones, lungs, Pair of lungs, LUNGS, Lung, NOS, Lungs, Respiratory System, Lung, lung structure, pulmonary, Lung	T023	Body Part, Organ, or Organ Component	1.0
sqF6pjrwwu	Escherichia coli infections	Escherichia coli	ORGANISM	C0014834	Escherichia coli	A species of gram-negative, facultatively anaerobic, rod-shaped bacteria (GRAM-NEGATIVE FACULTATIVELY ANAEROBIC RODS) commonly found in the lower part of the intestine of warm-blooded animals. It is usually nonpathogenic, but some strains are known to produce DIARRHEA and pyogenic infections. Pathogenic strains (virotypes) are classified by their specific pathogenic mechanisms such as toxins (ENTEROTOXIGENIC ESCHERICHIA COLI), etc.	escherichia coli, e coli, ESCHERICHIA COLI, E.COLI, Bacterium coli commune, Enterococcus coli, Bacillus coli, E. coli, escherichia coli (E coli), Escherichia coli (organism), Bacterium coli, Escherichia/Shigella coli, EC - Escherichia coli, E coli, escherichia coli (E coli) bacteria, Escherichia coli	T007	Bacterium	1.0
UYdLjdxgrt	Pyogenic liver Abscess	Pyogenic liver Abscess	CANCER	C0267830	Liver Abscess, Pyogenic	Single or multiple areas of PUS due to bacterial infection within the hepatic parenchyma. It can be caused by a variety of BACTERIA, local or disseminated from infections elsewhere such as in APPENDICITIS; CHOLECYSTITIS; PERITONITIS; and after LIVER TRANSPLANTATION.	LIVER, ABSCESS, PYOGENIC, Abscesses, Pyogenic Liver, Pyogenic Hepatic Abscesses, Abscesses, Pyogenic Hepatic, Pyogenic Liver Abscesses, pyogenic liver abscess, Pyogenic Hepatic Abscess, PYOGENIC LIVER ABSCESS, Pyogenic hepatic abscess (disorder), Hepatic Abscess, Pyogenic, pyogenic hepatic abscess, Abscess, Pyogenic Hepatic, Pyogenic Liver Abscess, Pyogenic hepatic abscess, Hepatic Abscesses, Pyogenic, Liver Abscesses, Pyogenic, Pyogenic liver abscess, liver abscess pyogenic, Abscess, Pyogenic Liver	T047	Disease or Syndrome	1.0
Xy6PMW3nAH	Serum Lipopolysaccharide activity	Serum Lipopolysaccharide	ORGANISM_SUBSTANCE	C0023810	Lipopolysaccharides	Lipid-containing polysaccharides which are endotoxins and important group-specific antigens. They are often derived from the cell wall of gram-negative bacteria and induce immunoglobulin secretion. The lipopolysaccharide molecule consists of three parts: LIPID A, core polysaccharide, and O-specific chains (O ANTIGENS). When derived from Escherichia coli, lipopolysaccharides serve as polyclonal B-cell mitogens commonly used in laboratory immunology. (From Dorland, 28th ed)	lipopolysaccharide, Lipopolysaccharide (substance), Lipopolysaccharides, lps, Lipopolysaccharide, NOS, lipopolysaccharides, Lipopolysaccharide, lipopolysaccharide (LPS), Lipoglycans, LPS	T109	Organic Chemical	0.923
VmVxdnrRrq	Peritonsillar Abscess	Peritonsillar Abscess	MULTI_TISSUE_STRUCTURE	C0031157	Peritonsillar Abscess	An accumulation of purulent material in the area between the PALATINE TONSIL and its capsule.	tonsillaris angina, Angina tonsillaris, Peritonsillar Abscesses, Peritonsillar abscess (disorder), peritonsillar abscess, Abscess, Peritonsillar, QUINSY, Abscesses, Peritonsillar, Peritonsillar abscess, Peritonsillar Abscess, ABSCESS, PERITONSILLAR, quinsy, quinsies, QUINSY SORE THROAT, angina tonsillary, Quinsy	T047	Disease or Syndrome	1.0
Vb79jc247a	Diphtheria	Diphtheria	ORGANISM	C0012546	Diphtheria	A Gram-positive bacterial infection caused by Corynebacterium diphtheriae. It usually involves the oral cavity, pharynx, and nasal cavity. Patients develop pseudomembranes in the affected areas and manifest signs and symptoms of an upper respiratory infection. The diphtheria toxin may cause myocarditis, polyneuritis, and other systemic effects.	Diphtheria, unspecified, DIPHTHERIA, diphtheria, DIPHTERIA, Diphtheria, NOS, Diphtheria	T047	Disease or Syndrome	1.0
N6Afjth6Kq	Congenital Enterovirus infection	Enterovirus	ORGANISM	C0014378	Enterovirus Infections	Diseases caused by ENTEROVIRUS.	Infections, Enterovirus, Enteroviral infection, Enterovirus infection, enteroviral infection, Disease caused by Enterovirus (disorder), Disease due to Enterovirus, NOS, Enterovirus, Enterovirus Infection, enterovirus infections, enteroviral infections, Infection, Enterovirus, Enteroviral infections, Disease due to Enterovirus, Disease caused by Enterovirus, enterovirus infection, Enterovirus Infections, Enterovirus diseases, DISEASES DUE TO ENTEROVIRUS, Enterovirus infection, NOS	T047	Disease or Syndrome	1.0
ja5fQFVcvU	Lassa virus infectious disease	Lassa virus infectious disease	ORGANISM	C0023092	Lassa Fever	An acute febrile human disease caused by the LASSA VIRUS.	Lassa hemorrhagic fever, Lassa fever, Lassa Fevers, Lassa Fever, Infection, Lassa Virus, Virus Infection, Lassa, LASSA FEVER, Lassa Virus Infection, fever lassa, Lassa fever (disorder), Lassa haemorrhagic fever, LF, Lassa Virus Infections, lassa fever, Fever, Lassa	T047	Disease or Syndrome	0.806
VcThC9ECoq	Fungal infectious disease	Fungal infectious	PATHOLOGICAL_FORMATION	C0026946	Mycoses	Diseases caused by FUNGI.	mycosis, fungus infection, Fungal infection, Fungus infection, mycotic infection, Infection, Fungus, Fungal Diseases, Disease caused by fungus, Disease, Fungal, Mycosis, fungus disease, fungal disease, INFECTION FUNGAL, mycoses, Fungal infectious disease, Fungal (Mycotic), Fungal Infectious Disease, fungal diseases, Infections, Fungal, Diseases Caused by Fungi, Disease caused by fungus, NOS, Fungus Diseases, fungal infection, Diseases, Fungal, FUNGUS INFECTION, Fungus Disease, Infection, Fungal, FUNGAL INFECTION, Mycotic disease, Fungal infection, NOS, Fungus infection, NOS, Fungal infections, MYCOSES: GENERAL TERMS, Fungus Infections, Fungal Infection, Infections, Fungus, Fungal Disease, Disease, Fungus, Fungus Infection, Diseases, Fungus, Fungal Infections, Mycoses, fungal infections, INFECTION MYCOTIC, Mycosis (disorder), diseases caused by fungi, MYCOSES, Mycosis, NOS, fungus infections, Fungal infectious disease, NOS	T047	Disease or Syndrome	0.921
amcnb5HTwT	Lupus Vulgaris	Lupus Vulgaris	CELL	C0024131	Lupus Vulgaris	A form of cutaneous tuberculosis. It is seen predominantly in women and typically involves the NASAL MUCOSA; BUCCAL MUCOSA; and conjunctival mucosa.	Lupus vulgaris, Lupus exedens, Lupus, LUPUS VULGARIS, Tuberculosis cutis luposa, Tuberculosis luposa cutis, Lupus vulgaris (disorder), lupus, Lupus Vulgaris, lupus tuberculosis, LV - Lupus vulgaris, lupus vulgaris, Tuberculosis lupus exedens	T047	Disease or Syndrome	1.0
fZWt2rLahF	Disseminated atypical Mycobacterial infection	Mycobacterial	CELL	C0521015	mycobacterial		Mycobacterial	T169	Functional Concept	1.0
tS6oZ7SWmi	Lumpy skin disease	Lumpy skin	ORGANISM	C0024106	Lumpy Skin Disease	A poxvirus infection of cattle characterized by the appearance of nodules on all parts of the skin.	Lumpy skin disease, Diseases, Lumpy Skin, Lumpy skin disease (disorder), Skin Disease, Lumpy, Disease, Lumpy Skin, Lumpy Skin Diseases, Skin Diseases, Lumpy	T047	Disease or Syndrome	0.833
JvgMaSuAjs	Cerebral malaria	Cerebral	TISSUE	C0006104	Brain	The part of CENTRAL NERVOUS SYSTEM that is contained within the skull (CRANIUM). Arising from the NEURAL TUBE, the embryonic brain is comprised of three major parts including PROSENCEPHALON (the forebrain); MESENCEPHALON (the midbrain); and RHOMBENCEPHALON (the hindbrain). The developed brain consists of CEREBRUM; CEREBELLUM; and other structures in the BRAIN STEM.	Brain structure (body structure), brain, brain structure, Brain, NOS, encephalon, Brain structure, cerebral, brains, Brain, Cerebral, Encephalon	T023	Body Part, Organ, or Organ Component	1.0
FufFNJGfgY	Venezuelan Equine encephalitis	Equine encephalitis	ORGANISM	C0014074	Encephalomyelitis, Equine	A group of ALPHAVIRUS INFECTIONS which affect horses and man, transmitted via the bites of mosquitoes. Disorders in this category are endemic to regions of South America and North America. In humans, clinical manifestations vary with the type of infection, and range from a mild influenza-like syndrome to a fulminant encephalitis. (From Joynt, Clinical Neurology, 1996, Ch26, pp8-10)	equine encephalomyelitis, equine encephalitis, Equine Encephalomyelitis Viral Infections, Encephalitis, Equine, Infections, Equine Encephalomyelitis Virus, Equine encephalomyelitis, Equine Encephalomyelitis, Equine Encephalomyelitis Virus Infections, Equine Encephalitis	T047	Disease or Syndrome	1.0
e6Foj9G9AJ	Tuberculous fibrosis of lung	lung	ORGAN	C0024109	Lung	Either of the pair of organs occupying the cavity of the thorax that effect the aeration of the blood.	Pulmo, Lungs pair, lung, Set of lungs, Lung structure, Lung structure (body structure), lung structures, Pulmones, lungs, Pair of lungs, LUNGS, Lung, NOS, Lungs, Respiratory System, Lung, lung structure, pulmonary, Lung	T023	Body Part, Organ, or Organ Component	1.0
aMfvF546pq	Polyomavirus infectious disease	Polyomavirus	ORGANISM	C0032556	Polyomavirus	A genus of potentially oncogenic viruses of the family POLYOMAVIRIDAE. These viruses are normally present in their natural hosts as latent infections. The virus is oncogenic in hosts different from the species of origin.	Polyomavirus, NOS, Polyoma virus, Polyomavirus sp., Polyoma Viruses, Polyoma, Genus Polyomavirus (organism), Viruses, Polyoma, Virus, Polyoma, Genus Polyomavirus, Papovavirus, subgroup B, polyoma virus, Polyomavirus, polyomavirus, Polyomaviruses, Polyoma Virus	T005	Virus	1.0
WzVofJBxsb	Viral human hepatitis infection	human hepatitis	ORGANISM	C0019195	Hepatitis, Viral, Human	INFLAMMATION of the LIVER in humans due to infection by VIRUSES. There are several significant types of human viral hepatitis with infection caused by enteric-transmission (HEPATITIS A; HEPATITIS E) or blood transfusion (HEPATITIS B; HEPATITIS C; and HEPATITIS D).	Human Viral Hepatitides, Viral Hepatitis, Human, Human Viral Hepatitis, Viral Hepatitides, Human	T047	Disease or Syndrome	0.872
59XA4MyJmn	Gas Gangrene	Gas	SIMPLE_CHEMICAL	C0017110	Gases	The vapor state of matter; nonelastic fluids in which the molecules are in free movement and their mean positions far apart. Gases tend to expand indefinitely, to diffuse and mix readily with other gases, to have definite relations of volume, temperature, and pressure, and to condense or liquefy at low temperatures or under sufficient pressure. (Grant & Hackh's Chemical Dictionary, 5th ed)	Gas, NOS, Gaseous substance, Gas, Gases, gas, gases, Gas (state of matter), Gaseous substance (substance)	T104	Chemical Viewed Structurally	1.0
