InputID	InputText	Entity	EntityType	UMLS.CUI	UMLS.Label	UMLS.Definition	UMLS.Synonyms	UMLS.SemanticTypeIDs	UMLS.SemanticTypeLabels	UMLS.MappingScore
FLDLQVNcbr	Cestode infectious disease	Cestode infectious disease	DISEASE	C0009450	Communicable Diseases	An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.	Communicable Disease, contagious disease, Infection, Transmissible disease, NOS, Disorder due to infection, Infective disorder, Disease, Communicable, communicable diseases, Contagious disease (navigational concept), Disease, Infectious, Diseases, Infectious, contagious diseases, Infectious Diseases and Manifestations, Infectious disease (disorder), Infectious Diseases, Communicable disease (navigational concept), Infectious Disease, Infectious or communicable disease, communicable disease, Disease due to infection, Infectious Disorder, Infectious, Communicable disease, infection, Communicable Diseases, Infectious disease, infectious diseases, microbial colonization, disease caused by microorganism, Communicable disease, NOS, communicable infectious disease, Infection, NOS, infectious disease, Contagious disease, NOS, Infectious diseases, Contagious disease, Infectious disease NOS, Communicable diseases, Diseases, Communicable, Infectious disease, NOS, Infection Unspecified	T047	Disease or Syndrome	0.801
VrteDed32a	Hiv-Associated Lipodystrophy syndrome	Lipodystrophy syndrome	DISEASE	C1136321	HIV-Associated Lipodystrophy Syndrome	Defective metabolism leading to fat maldistribution in patients infected with HIV. The etiology appears to be multifactorial and probably involves some combination of infection-induced alterations in metabolism, direct effects of antiretroviral therapy, and patient-related factors.	HIV-Associated Lipodystrophy, Lipodystrophy, HIV-Associated, Lipodystrophy Syndrome, HIV, HIV-associated lipodystrophy syndrome, HIV Lipodystrophy Syndrome, HIV Associated Lipodystrophy Syndrome, Lipodystrophy Syndrome, HIV-Associated, HIV Associated Lipodystrophy	T047	Disease or Syndrome	0.89
QGsaDtDBoC	Bacteroides infectious disease	Bacteroides infectious disease	DISEASE	C0004623	Bacterial Infections	Infections by bacteria, general or unspecified.	Bacterial infectious disease, NOS, BACTERIAL INFECTIOUS DISEASES, other bacterial infection, Bacterial infection, BACTERIAL INFECTIOUS DISEASES: GENERAL TERMS, Infections, Bacterial, bacterial diseases, bacterial infections, Bacterial Infection, bacterial infection, bacterial disease, Bacterial diseases, Infection, Bacterial, Disease caused by bacteria, NOS, Bacterial Disease, Bacterial infection; unspecified site, Bacterial Infections, Bacterial Disorder, Bacterial infectious disease (disorder), bacterial infectious diseases, Bacterial infections, Bacterial infection, NOS, Bacterial infectious disease, bacteria caused disease, Diseases Caused by Bacteria, disease caused by bacteria, Bacterial Diseases, INFECTION BACTERIAL, Bacterial disease, bacteria caused diseases, Disease caused by bacteria, Bacterial Infectious Disease	T047	Disease or Syndrome	0.813
RzgeSW8sFa	Skeletal tuberculosis	Skeletal tuberculosis	DISEASE	C0041329	Tuberculosis, skeletal system			T047	Disease or Syndrome	0.842
mwqHSqZk2w	Bronchopneumonia	Bronchopneumonia	DISEASE	C0006285	Bronchopneumonia	Inflammation of the lung parenchyma that is associated with BRONCHITIS, usually involving lobular areas from TERMINAL BRONCHIOLES to the PULMONARY ALVEOLI. The affected areas become filled with exudate that forms consolidated patches.	Bronchopneumonia (disorder), pneumonia bronchial, Bronchopneumonia, Pneumonias, Bronchial, Bronchopneumonia, NOS, bronchopneumonia, Bronchial Pneumonias, Lobular pneumonia, Bronchial Pneumonia, Pneumonia, Bronchial, Lobular Pneumonia, BRONCHOPNEUMONIA, Bronchopneumonia, organism unspecified, Bronchial pneumonia, Bronchopneumonias, bronchial pneumonia	T047	Disease or Syndrome	1.0
R2swJynAJH	Tick-Borne infectious disease	infectious disease	DISEASE	C0009450	Communicable Diseases	An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.	Communicable Disease, contagious disease, Infection, Transmissible disease, NOS, Disorder due to infection, Infective disorder, Disease, Communicable, communicable diseases, Contagious disease (navigational concept), Disease, Infectious, Diseases, Infectious, contagious diseases, Infectious Diseases and Manifestations, Infectious disease (disorder), Infectious Diseases, Communicable disease (navigational concept), Infectious Disease, Infectious or communicable disease, communicable disease, Disease due to infection, Infectious Disorder, Infectious, Communicable disease, infection, Communicable Diseases, Infectious disease, infectious diseases, microbial colonization, disease caused by microorganism, Communicable disease, NOS, communicable infectious disease, Infection, NOS, infectious disease, Contagious disease, NOS, Infectious diseases, Contagious disease, Infectious disease NOS, Communicable diseases, Diseases, Communicable, Infectious disease, NOS, Infection Unspecified	T047	Disease or Syndrome	1.0
VthewcoqP2	Central nervous system Helminthiasis	Central nervous system	DISEASE	C3540014	CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS		CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS, CENTRAL NERVOUS SYSTEM	T130	Indicator, Reagent, or Diagnostic Aid	1.0
FzgeA6v2F4	Drug-Resistant tuberculosis	tuberculosis	DISEASE	C0041296	Tuberculosis	Any of the infectious diseases of man and other animals caused by species of MYCOBACTERIUM TUBERCULOSIS.	Tuberculous, TUBERCULOSIS, Koch Disease, Mycobacterium tuberculosis Infection, Infection, Mycobacterium tuberculosis, Mycobacterium tuberculosis Infections, Tuberculous (qualifier value), TB, tuberculous, INFECTION TUBERCULOSIS, tbc, TBC, tuberculosis, Tuberculosis, NOS, Infection due to Mycobacterium tuberculosis, Infection caused by Mycobacterium tuberculosis, tuberculosis infection, Tuberculosis (TB), Tuberculotic, INFECTION TBC, Kochs Disease, Infections, Mycobacterium tuberculosis, Tuberculoses, Koch's Disease, Infection caused by Mycobacterium tuberculosis (disorder), Tuberculosis, Tuberculosis (disorder), infection tuberculosis, tuberculosis (TB), tb, TB - Tuberculosis	T047	Disease or Syndrome	1.0
EXSJMHXmoW	Purulent Endophthalmitis	Purulent Endophthalmitis	DISEASE	C0259800	Purulent endophthalmitis		Purulent endophthalmitis (disorder), Purulent endophthalmitis, NOS, Purulent endophthalmitis, Purulent endophthalmitis, unspecified	T047	Disease or Syndrome	1.0
Hw77HWgjnY	Pyelonephritis	Pyelonephritis	DISEASE	C0034186	Pyelonephritis	Inflammation of the KIDNEY involving the renal parenchyma (the NEPHRONS); KIDNEY PELVIS; and KIDNEY CALICES. It is characterized by ABDOMINAL PAIN; FEVER; NAUSEA; VOMITING; and occasionally DIARRHEA.	Pyelonephritis, Pyelonephritis (disorder), Pyelonephritis, NOS, pyelonephritis, bacterial infection of the kidney, Pyelonephritis, unspecified, Pyelonephritis NOS, Kidney infection, PYELONEPHRITIS, Kidney Infection, Pyelonephritides	T047	Disease or Syndrome	1.0
gEyWptTT8m	Human granulocytic anaplasmosis	Human granulocytic anaplasmosis	DISEASE	C4476477	Human Granulocytic Anaplasmosis		Human Anaplasmoses, Anaplasmoses, Human Granulocytic, Anaplasmoses, Human, Granulocytic Anaplasmosis, Human, Granulocytic Anaplasmoses, Human, Anaplasmosis, Human, Human Anaplasmosis, Human Granulocytic Anaplasmosis, Human Granulocytic Anaplasmoses, Anaplasmosis, Human Granulocytic	T047	Disease or Syndrome	1.0
mJGwP9rNh6	Chronic hepatitis B virus infection	hepatitis B	DISEASE	C0019163	Hepatitis B	INFLAMMATION of the LIVER in humans caused by a member of the ORTHOHEPADNAVIRUS genus, HEPATITIS B VIRUS. It is primarily transmitted by parenteral exposure, such as transfusion of contaminated blood or blood products, but can also be transmitted via sexual or intimate personal contact.	hepatitis b, viral hepatitis b, Viral Hepatitis B, b viral hepatitis, HEPATITIS B, Hepatitis B Infection, Hepatitis B Virus infection, HBV, hepatitis viral b, hepatitis B, Hepatitis B infection, hepatitis b viral, SH - Serum hepatitis, Viral hepatitis, type B, Viral hepatitis type B, Serum hepatitis, HEPATITIS, SERUM, Type B viral hepatitis, hepatitis B infection, Hepatitis B, Viral hepatitis type B (disorder), serum hepatitis, Hepatitis B Virus Infection, Hepatitis B virus (HBV)	T047	Disease or Syndrome	1.0
Yqqpc4E3a4	Chickenpox	Chickenpox	DISEASE	C0008049	Chickenpox	A highly contagious infectious disease caused by the varicella-zoster virus (HERPESVIRUS 3, HUMAN). It usually affects children, is spread by direct contact or respiratory route via droplet nuclei, and is characterized by the appearance on the skin and mucous membranes of successive crops of typical pruritic vesicular lesions that are easily broken and become scabbed. Chickenpox is relatively benign in children, but may be complicated by pneumonia and encephalitis in adults. (From Dorland, 27th ed)	Varicella, varicella infection, CHICKENPOX, Chickenpox, NOS, Chicken Pox Infection, VARICELLA, CHICKEN POX, Varicella infection, Chickenpox NOS, Varicella (Chickenpox), Chickenpox, varicella, Varicella, NOS, Varicella (disorder), chickenpox, Varicella NOS, Chicken pox, Chicken Pox, chicken pox	T047	Disease or Syndrome	1.0
QLrGJdEFUM	Dirofilariasis	Dirofilariasis	DISEASE	C0012602	Dirofilariasis	Infection with nematodes of the genus DIROFILARIA, usually in animals, especially dogs, but occasionally in man.	Dirofilariases, Heartworm Disease, Dirofilaria infection, Infection by Dirofilaria, NOS, Infection caused by Dirofilaria (disorder), Dirofilariosis, dirofilariosis, Dirofilariasis, Disease, Heartworm, Infection by Dirofilaria, heartworm disease, dirofilariasis, DIROFILARIASIS, Infection caused by Dirofilaria	T047	Disease or Syndrome	1.0
q7d6bmh5Zc	Primary Bartonellaceae infectious disease	infectious disease	DISEASE	C0009450	Communicable Diseases	An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.	Communicable Disease, contagious disease, Infection, Transmissible disease, NOS, Disorder due to infection, Infective disorder, Disease, Communicable, communicable diseases, Contagious disease (navigational concept), Disease, Infectious, Diseases, Infectious, contagious diseases, Infectious Diseases and Manifestations, Infectious disease (disorder), Infectious Diseases, Communicable disease (navigational concept), Infectious Disease, Infectious or communicable disease, communicable disease, Disease due to infection, Infectious Disorder, Infectious, Communicable disease, infection, Communicable Diseases, Infectious disease, infectious diseases, microbial colonization, disease caused by microorganism, Communicable disease, NOS, communicable infectious disease, Infection, NOS, infectious disease, Contagious disease, NOS, Infectious diseases, Contagious disease, Infectious disease NOS, Communicable diseases, Diseases, Communicable, Infectious disease, NOS, Infection Unspecified	T047	Disease or Syndrome	1.0
PQEV6i4uNa	Methicillin-Resistant Staphylococcus Aureus pneumonia	Aureus pneumonia	DISEASE	C0032285	Pneumonia	Infection of the lung often accompanied by inflammation.	Lung inflamed, Pulmonitis, PNEUMONIA, Pneumonias, Pneumonia (disorder), Pneumonia, NOS, Pneumonia, pneum, pulmonary inflammation, pneumonia, unspecified pneumonia, inflammation lungs, lung inflammation, Pulmonary inflammation, Pneumonitis, NOS	T047	Disease or Syndrome	0.766
4yqALeMDH6	Proteus infectious disease	Proteus infectious disease	DISEASE	C0009450	Communicable Diseases	An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.	Communicable Disease, contagious disease, Infection, Transmissible disease, NOS, Disorder due to infection, Infective disorder, Disease, Communicable, communicable diseases, Contagious disease (navigational concept), Disease, Infectious, Diseases, Infectious, contagious diseases, Infectious Diseases and Manifestations, Infectious disease (disorder), Infectious Diseases, Communicable disease (navigational concept), Infectious Disease, Infectious or communicable disease, communicable disease, Disease due to infection, Infectious Disorder, Infectious, Communicable disease, infection, Communicable Diseases, Infectious disease, infectious diseases, microbial colonization, disease caused by microorganism, Communicable disease, NOS, communicable infectious disease, Infection, NOS, infectious disease, Contagious disease, NOS, Infectious diseases, Contagious disease, Infectious disease NOS, Communicable diseases, Diseases, Communicable, Infectious disease, NOS, Infection Unspecified	T047	Disease or Syndrome	0.842
r9smzE7qyP	Acute hemorrhagic encephalitis	Acute hemorrhagic encephalitis	DISEASE	C1332149	Acute Hemorrhagic Encephalitis	Acute encephalitis that is characterized by bleeding.		T047	Disease or Syndrome	1.0
SYpxyN4ign	Orbital Cellulitis	Orbital Cellulitis	DISEASE	C0149507	Orbital Cellulitis	Inflammation of the loose connective tissues around the ORBIT, bony structure around the eyeball. It is characterized by PAIN; EDEMA of the CONJUNCTIVA; swelling of the EYELIDS; EXOPHTHALMOS; limited eye movement; and loss of vision.	CELLULITIS, ORBITAL, Cellulitis, Orbital, orbital cellulitis, Cellulitides, Orbital, Postseptal orbital cellulitis, Orbital Cellulitides, Orbital Cellulitis, Orbital cellulitis (disorder), Orbital cellulitis, cellulitis orbital	T047	Disease or Syndrome	1.0
EJ8fnfJWvP	Chronic human Papillomavirus infection	Papillomavirus infection	DISEASE	C0950124	Disease due to Papilloma virus	Neoplasms of the skin and mucous membranes caused by papillomaviruses. They are usually benign but some have a high risk for malignant progression.	Disease caused by Papilloma virus, papillomavirus infection, Papillomavirus infection, Papillomavirus Infection, Papillomavirus Infections, Disease due to Papilloma virus, NOS, Disease due to Papilloma virus, Disease caused by Papillomavirus (disorder), Papilloma virus infection, Disease caused by Papillomavirus, Disease due to Papillomavirus	T047	Disease or Syndrome	1.0
ETdDReo7ai	Idiopathic interstitial pneumonia	Idiopathic interstitial pneumonia	DISEASE	C2350236	Idiopathic Interstitial Pneumonias	A group of interstitial lung diseases with no known etiology. There are several entities with varying patterns of inflammation and fibrosis. They are classified by their distinct clinical-radiological-pathological features and prognosis. They include IDIOPATHIC PULMONARY FIBROSIS; CRYPTOGENIC ORGANIZING PNEUMONIA; and others.	Idiopathic interstitial pneumonia, Pneumonias, Idiopathic Interstitial, Idiopathic Interstitial Pneumonia, Pneumonia, Idiopathic Interstitial, Interstitial Pneumonia, Idiopathic, Idiopathic interstitial pneumonia (disorder), Interstitial Pneumonias, Idiopathic, Idiopathic Interstitial Pneumonias, Idiopathic Interstitial Pneumonitis	T047	Disease or Syndrome	1.0
EWwpwTv95t	Hepatitis E virus infection	Hepatitis E	DISEASE	C0085293	Hepatitis E	Acute INFLAMMATION of the LIVER in humans; caused by HEPATITIS E VIRUS, a non-enveloped single-stranded RNA virus. Similar to HEPATITIS A, its incubation period is 15-60 days and is enterically transmitted, usually by fecal-oral transmission.	Viral hepatitis type E, Enterically-Transmitted Non-A, Non-B Hepatitis, ET-NANBH, Hepatitis, Water Borne, Water-Borne Hepatitides, e hepatitis, Epidemic Non-A, Non-B Hepatitis, Hepatitides, Water-Borne, hepatitis e, Hepatitis, Water-Borne, Hepatitis E, Viral hepatitis E, hepatitis E, Enterically Transmitted Non A, Non B Hepatitis, Hepatitis, Viral, Non-A, Non-B, Enterically-Transmitted, Epidemic Non A, Non B Hepatitis, Viral hepatitis type E (disorder), Water-Borne Hepatitis, Hepatitis E virus infection	T047	Disease or Syndrome	1.0
479ACqxY44	Shigellosis	Shigellosis	DISEASE	C0013371	Shigella Infections	An intestinal disease cause by Shigella bacteria.	Shigellosis (disorder), SHIGELLOSIS, Shigella Infections, Japanese dysentery, Infections, Shigella, shigella, Infection by Shigella, shigellas, Flexner's dysentery, Shigella Infection, Infection caused by Shigella, Infection, Shigella, Shigellosis, NOS, Dysenteries, Shigella, Shigella Dysenteries, Shigellosis, SHIGA-KRUSE DISEASE, Dysentery, Shigella, Shigella gastroenteritis, SHIGELLOSES, Shigellosis, unspecified, shigellosis, Shigella dysentery, shigella infection, Shigella Dysentery, shigella dysentery, Infection caused by Shigella (disorder)	T047	Disease or Syndrome	1.0
B2rth89Po3	Streptococcal Pharyngitis	Streptococcal Pharyngitis	DISEASE	C0036689	Streptococcal sore throat	Inflammation of the throat due to Streptococcus pyogenes.	Streptococcal sore throat (disorder), streptococcal angina, Streptococcal angina, septic sore throat, EPIDEMIC SORE THROAT, Septic sore throat due to streptococcal infection, Strep Throat, strep throat, streptococcal pharyngitis, Strept throat, PHARYNGITIS, STREPTOCOCCAL, Streptococcal pharyngitis, Septic sore throat, Strep throat, STREP THROAT, strept throat, STREPTOCOCCAL PHARYNGITIS, strep throats, streptococcus pharyngitis, SEPTIC SORE THROAT, Streptococcal sore throat, streptococcal sore throat, Streptococcal Pharyngitis	T047	Disease or Syndrome	1.0
Sida3kMaTa	Taeniasis	Taeniasis	DISEASE	C0039254	Teniasis	Infection with tapeworms of the genus Taenia.	teniasis, Taeniases, Infection by Taenia, NOS, Infection caused by Taenia (disorder), Infection by Taenia, Taeniasis, TAENIA INFESTATION, taeniasis, Taeniosis, Taeniasis, unspecified, Infection caused by Taenia, Infection, Taenia, Teniasis, taenia infection, Taenia infection, Infections, Taenia, Taenia Infection, Taenia Infections	T047	Disease or Syndrome	1.0
Fjw9rrNTTH	West Nile fever	Nile fever	DISEASE	C0043124	West Nile Fever	A mosquito-borne viral illness caused by the WEST NILE VIRUS, a FLAVIVIRUS and endemic to regions of Africa, Asia, and Europe. Common clinical features include HEADACHE; FEVER; maculopapular rash; gastrointestinal symptoms; and lymphadenopathy. MENINGITIS; ENCEPHALITIS; and MYELITIS may also occur. The disease may occasionally be fatal or leave survivors with residual neurologic deficits. (From Joynt, Clinical Neurology, 1996, Ch26, p13; Lancet 1998 Sep 5;352(9130):767-71)	West Nile Fever, unspecified, West Nile Fever NOS, WEST NILE FEVER, Disease caused by West Nile virus, West Nile virus infection, West Nile fever, Disease caused by West Nile virus (disorder), West Nile Fever, Disease due to West Nile virus, WNV Infection, Infections, WNV, west nile fever, WNV Infections, West Nile Virus Infection, Infection, WNV	T047	Disease or Syndrome	0.812
niSYQkQ96o	Oral Candidiasis	Candidiasis	DISEASE	C0006840	Candidiasis	Infection with a fungus of the genus CANDIDA. It is usually a superficial infection of the moist areas of the body and is generally caused by CANDIDA ALBICANS. (Dorland, 27th ed)	CANDIDIASIS, Candidiasis of unspecified site, MONILIASIS, Candidiasis (disorder), candida infections, Moniliasis, NOS, Moniliases, MONILIASIS MONILIA, muguet, Infection by Candida species, Monilia infection, monilial infection, candidosis, Moniliasis, thrush, moniliasis, candidal infections, Infection, Candida, candidal infection, candida infection, candidiasis, Candidosis, NOS, Candida Infections, Candidal infections, Candidiasis, NOS, Candidosis, Candida infection, Candidiases, Candida infections, candidiases, monilia infection, Candida Infection, Candidiasis	T047	Disease or Syndrome	1.0
GxDfheK6x5	Xanthogranulomatous Pyelonephritis	Pyelonephritis	DISEASE	C0034186	Pyelonephritis	Inflammation of the KIDNEY involving the renal parenchyma (the NEPHRONS); KIDNEY PELVIS; and KIDNEY CALICES. It is characterized by ABDOMINAL PAIN; FEVER; NAUSEA; VOMITING; and occasionally DIARRHEA.	Pyelonephritis, Pyelonephritis (disorder), Pyelonephritis, NOS, pyelonephritis, bacterial infection of the kidney, Pyelonephritis, unspecified, Pyelonephritis NOS, Kidney infection, PYELONEPHRITIS, Kidney Infection, Pyelonephritides	T047	Disease or Syndrome	1.0
qtnnQcmNtG	Hepadnaviridae infectious disease	Hepadnaviridae infectious disease	DISEASE	C0206746	Hepadnaviridae Infections	Virus diseases caused by the HEPADNAVIRIDAE.	Infections, Hepadnaviridae, Infection, Hepadnaviridae, Hepadnaviridae Infection	T047	Disease or Syndrome	0.868
ArTjm3NKY9	Meningitis caused by Poliovirus	Meningitis	DISEASE	C0025289	Meningitis	Inflammation of the coverings of the brain and/or spinal cord, which consist of the PIA MATER; ARACHNOID; and DURA MATER. Infections (viral, bacterial, and fungal) are the most common causes of this condition, but subarachnoid hemorrhage (HEMORRHAGES, SUBARACHNOID), chemical irritation (chemical MENINGITIS), granulomatous conditions, neoplastic conditions (CARCINOMATOUS MENINGITIS), and other inflammatory conditions may produce this syndrome. (From Joynt, Clinical Neurology, 1994, Ch24, p6)	Meningitis (disorder), MENINGITIS, meningitis, Meningitis of unspecified cause, Meningitides, Meningitis, unspecified, Inflammation of meninges, Meningitis, Meningitis, NOS, meningitides	T047	Disease or Syndrome	1.0
MeFEF9aVUB	Acute hemorrhagic Conjunctivitis	Acute hemorrhagic Conjunctivitis	DISEASE	C0009765	Conjunctivitis, Acute Hemorrhagic	A highly contagious disease characterized by subconjunctival hemorrhage, sudden swelling of the eyelids and congestion, redness, and pain in the eye. Epidemic conjunctivitis caused by Enterovirus 70 (EV-70) was first described in Africa in 1969. It is caused also by Coxsackievirus A24 variant (CA24v). Epidemics by this organism have appeared most frequently in Asia.	Acute Hemorrhagic Conjunctivitis, ACUTE HEMORRHAGIC CONJUNCTIVITIS, Acute Hemorrhagic Conjunctivitides, Apollo conjunctivitis, Hemorrhagic Conjunctivitis, Acute, Enteroviral hemorrhagic conjunctivitis, Hemorrhagic Conjunctivitides, Acute, Conjunctivitides, Acute Hemorrhagic, AHC - Acute hemorrhagic conjunctivitis, Apollo disease, Epidemic haemorrhagic conjunctivitis, Acute haemorrhagic conjunctivitis, CONJUNCTIVITIS, HEMORRHAGIC, ACUTE, AHC - Acute haemorrhagic conjunctivitis, Epidemic hemorrhagic conjunctivitis, CONJUNCTIVITIS, EPIDEMIC HEMORRHAGIC, Acute hemorrhagic conjunctivitis, Enteroviral haemorrhagic conjunctivitis, Acute hemorrhagic conjunctivitis (disorder)	T047	Disease or Syndrome	1.0
ku8Rew89wV	Syphilitic Aortitis	Aortitis	DISEASE	C0003509	Aortitis	Inflammation of the wall of the AORTA.	Aortic vasculitis, aortitis, Aortitis (disorder), Aortitides, Aortitis, NOS, Aortitis, Aortitis NOS	T047	Disease or Syndrome	1.0
Hj5Us4guTR	Geotrichosis	Geotrichosis	DISEASE	C0017455	Geotrichosis	Infection due to the fungus Geotrichum.	Geotrichosis (disorder), GEOTRICHOSIS, Infection by Geotrichum, Geotrichosis, Infection by Geotrichum, NOS, Geotrichoses	T047	Disease or Syndrome	1.0
KZVRW8YMmR	Male Genital tuberculosis	tuberculosis	DISEASE	C0041296	Tuberculosis	Any of the infectious diseases of man and other animals caused by species of MYCOBACTERIUM TUBERCULOSIS.	Tuberculous, TUBERCULOSIS, Koch Disease, Mycobacterium tuberculosis Infection, Infection, Mycobacterium tuberculosis, Mycobacterium tuberculosis Infections, Tuberculous (qualifier value), TB, tuberculous, INFECTION TUBERCULOSIS, tbc, TBC, tuberculosis, Tuberculosis, NOS, Infection due to Mycobacterium tuberculosis, Infection caused by Mycobacterium tuberculosis, tuberculosis infection, Tuberculosis (TB), Tuberculotic, INFECTION TBC, Kochs Disease, Infections, Mycobacterium tuberculosis, Tuberculoses, Koch's Disease, Infection caused by Mycobacterium tuberculosis (disorder), Tuberculosis, Tuberculosis (disorder), infection tuberculosis, tuberculosis (TB), tb, TB - Tuberculosis	T047	Disease or Syndrome	1.0
M5eb54L5Hh	Perimeningeal infections	Perimeningeal infections	DISEASE	C0752195	Perimeningeal Infections	Infectious processes, including abscesses, effusions, and empyemas which occur in the epidural or subdural spaces surrounding the brain and spinal cord.	Parameningeal Infection, Infections, Parameningeal, Infection, Perimeningeal, Infections, Perimeningeal, Perimeningeal Infection, Parameningeal Infections, Infection, Parameningeal	T047	Disease or Syndrome	1.0
gynw9hAbzi	Torovirus infectious disease	Torovirus infectious disease	DISEASE	C0206607	Torovirus Infections	Infections with viruses of the genus TOROVIRUS, family CORONAVIRIDAE.	Infections, Torovirus, Infection, Torovirus, Torovirus Infection	T047	Disease or Syndrome	0.803
mxD4fpze8D	Pneumococcal Meningitis	Meningitis	DISEASE	C0025289	Meningitis	Inflammation of the coverings of the brain and/or spinal cord, which consist of the PIA MATER; ARACHNOID; and DURA MATER. Infections (viral, bacterial, and fungal) are the most common causes of this condition, but subarachnoid hemorrhage (HEMORRHAGES, SUBARACHNOID), chemical irritation (chemical MENINGITIS), granulomatous conditions, neoplastic conditions (CARCINOMATOUS MENINGITIS), and other inflammatory conditions may produce this syndrome. (From Joynt, Clinical Neurology, 1994, Ch24, p6)	Meningitis (disorder), MENINGITIS, meningitis, Meningitis of unspecified cause, Meningitides, Meningitis, unspecified, Inflammation of meninges, Meningitis, Meningitis, NOS, meningitides	T047	Disease or Syndrome	1.0
m7a8CMWo8D	Dendritic Keratitis	Dendritic Keratitis	DISEASE	C0022570	Keratitis, Dendritic	A form of herpetic keratitis characterized by the formation of small vesicles which break down and coalesce to form recurring dendritic ulcers, characteristically irregular, linear, branching, and ending in knoblike extremities. (Dictionary of Visual Science, 3d ed)	keratitis dentritic, Herpes simplex dendritic keratitis, Keratitides, Dendritic, Keratitides, Furrow, HSV dendritic keratitis, Dendritic Keratitides, Dendritic keratitis, Furrow Keratitides, Keratitis, Furrow, Herpes simplex dendritic keratitis (disorder), Dendritic Keratitis, Furrow Keratitis	T047	Disease or Syndrome	1.0
CB9HyKnr7w	Recurrent pneumonia	pneumonia	DISEASE	C0032285	Pneumonia	Infection of the lung often accompanied by inflammation.	Lung inflamed, Pulmonitis, PNEUMONIA, Pneumonias, Pneumonia (disorder), Pneumonia, NOS, Pneumonia, pneum, pulmonary inflammation, pneumonia, unspecified pneumonia, inflammation lungs, lung inflammation, Pulmonary inflammation, Pneumonitis, NOS	T047	Disease or Syndrome	1.0
xTsgW6U6f6	Urinary tract infection	Urinary tract infection	DISEASE	C0042029	Urinary tract infection	Inflammatory responses of the epithelium of the URINARY TRACT to microbial invasions. They are often bacterial infections with associated BACTERIURIA and PYURIA.	URINARY TRACT INFECTION, Infection, Urinary Tract, Infections, Urinary Tract, Urinary Tract Infections, INFECTION URINARY TRACT, urinary tract infection, Urinary tract infection, site not specified, UTI - Urinary tract infection, urinary tract infection (UTI), Urinary tract infectious disease, UTI, Urinary tract infections, utis, Tract Infections, Urinary, uti, Tract Infection, Urinary, Urinary tract infection, NOS, Urinary tract infection; site not specified, Urinary tract infectious disease (disorder), urinary tract infections, Urinary Tract Infection, urinary infection, Urinary tract infectious disease, NOS, Urinary tract infection	T047	Disease or Syndrome	1.0
g7i2bpAxi3	Sporotrichosis	Sporotrichosis	DISEASE	C0038034	Sporotrichosis	The commonest and least serious of the deep mycoses, characterized by nodular lesions of the cutaneous and subcutaneous tissues. It is caused by inhalation of contaminated dust or by infection of a wound with SPOROTHRIX.	Sporotrichosis, Sporothrix Infections, Sporothrix Infection, Sporotrichoses, BEURMANN DISEASE, Infection by Sporothrix schenkii, Sporotrichosis (disorder), Infection, Sporothrix, SCHENCK DISEASE, schenck disease, SPOROTRICHOSIS, sporotrichosis	T047	Disease or Syndrome	1.0
waPiSKMyNd	Myelitis	Myelitis	DISEASE	C0026975	Myelitis	Inflammation of the spinal cord. Relatively common etiologies include infections; AUTOIMMUNE DISEASES; SPINAL CORD; and ischemia (see also SPINAL CORD VASCULAR DISEASES). Clinical features generally include weakness, sensory loss, localized pain, incontinence, and other signs of autonomic dysfunction.	Inflammatory Myelopathies, Myelitis (disorder), spinal cord inflammation, Myelitis, NOS, Inflammation of spinal cord, myelitis, SPINAL CORD INFLAMMATION, Myelopathies, Inflammatory, Myelitis, Inflammation, Spinal Cord, Spinal Cord Inflammation, Inflammations, Spinal Cord, Myelitides, Inflammatory Myelopathy, MYELITIS, Myelopathy, Inflammatory, Spinal Cord Inflammations	T047	Disease or Syndrome	1.0
kNaFN5XVES	Pulmonary Aspergillosis	Pulmonary Aspergillosis	DISEASE	C2350529	Pulmonary Aspergillosis	Infections of the respiratory tract with fungi of the genus ASPERGILLUS.	Aspergillosis, pulmonary, Aspergilloses, Lung, Pulmonary Aspergillosis, Aspergillosis, Lung, Pulmonary aspergillosis, Lung Aspergillosis, Pulmonary Aspergilloses, Aspergillosis, Pulmonary, Pulmonary aspergillosis (disorder)	T047	Disease or Syndrome	1.0
UQ9piQ3BXP	Hymenolepiasis	Hymenolepiasis	DISEASE	C0020413	Hymenolepiasis	Infection with tapeworms of the genus Hymenolepis.	Infections, Hymenolepis, Hymenolepis Infections, Hymenolepiases, hymenolepiasis, Hymenolepis Infection, Hymenolepis infection, Hymenolepiasis (disorder), Hymenolepiasis, Infection, Hymenolepis, Hymenolepiosis	T047	Disease or Syndrome	1.0
