InputID	InputText	Entity	EntityType	UMLS.CUI	UMLS.Label	UMLS.Definition	UMLS.Synonyms	UMLS.SemanticTypeIDs	UMLS.SemanticTypeLabels	UMLS.MappingScore
3qurP3cANh	Cytomegalovirus (Cmv) Retinitis	Retinitis	DISEASE	C0035333	Retinitis	Inflammation of the RETINA. It is rarely limited to the retina, but is commonly associated with diseases of the choroid (CHORIORETINITIS) and of the OPTIC DISK (neuroretinitis).	Retinitis (disorder), Retinitis NOS, RETINITIS, Retina inflamed, Inflammation of retina, swelling of the retina, Retinitis, NOS, Retinitis, retinitis	T047	Disease or Syndrome	1.0
CjStyQPMgu	Cytomegalovirus encephalitis in HIV	Cytomegalovirus encephalitis	DISEASE	C0238097	Cytomegalovirus encephalitis		ENCEPHALITIS, CYTOMEGALOVIRUS, cmv encephalitis, cytomegalovirus encephalitis, Cytomegalovirus encephalitis (disorder), Cytomegalovirus encephalitis	T047	Disease or Syndrome	1.0
q5A5pqWAyN	Dermatitis Herpetiformis	Dermatitis	DISEASE	C0011603	Dermatitis	Any inflammation of the skin.	Skin inflamed, skin inflammation, inflammation of skin, SKIN INFLAMMATION NOS, Dermatitides, DERMATITIS, Skin Inflammation, Skin inflammation, Inflammation of Skin, Dermatitis, Skin--Inflammation, Dermatitis, NOS, Inflammation of the Skin, DERMATITIS (NOS), dermatitides, Inflammation of skin, NOS, dermatitis	T047	Disease or Syndrome	1.0
AN7SnmwJio	Dermatologic manifestations of Necrotizing Fasciitis	Fasciitis	DISEASE	C0015645	Fasciitis	Inflammation of the fascia. There are three major types: 1, Eosinophilic fasciitis, an inflammatory reaction with eosinophilia, producing hard thickened skin with an orange-peel configuration suggestive of scleroderma and considered by some a variant of scleroderma; 2, Necrotizing fasciitis (FASCIITIS, NECROTIZING), a serious fulminating infection (usually by a beta hemolytic streptococcus) causing extensive necrosis of superficial fascia; 3, Nodular/Pseudosarcomatous /Proliferative fasciitis, characterized by a rapid growth of fibroblasts with mononuclear inflammatory cells and proliferating capillaries in soft tissue, often the forearm; it is not malignant but is sometimes mistaken for fibrosarcoma.	Fasciitis, NOS, Fascitides, fasciitis, Fascitis, Fasciitis (disorder), FASCITIS, FASCIITIS, DIFFUSE, FASCIITIS, Fasciitis, Fasciitides, Inflammation of the fascia, Fasciitis, unspecified	T047	Disease or Syndrome	1.0
vrnAMjhaQb	Dermatologic manifestations of Staphylococcal scalded skin syndrome	Staphylococcal scalded skin syndrome	DISEASE	C0038165	Staphylococcal Scalded Skin Syndrome	A disease of infants due to group 2 phage type 17 staphylococci that produce an epidermolytic exotoxin. Superficial fine vesicles and bullae form and rupture easily, resulting in loss of large sheets of epidermis.	Scalded-Skin Syndrome, Staphylococcal, Dermatitis exfoliativa neonatorum, Ritter's Disease, Staphylococcal Scalded Skin Syndrome, ritter disease, Disease, Ritter, Toxic epidermal necrolysis, subcorneal type, scalding skin syndrome, scalded skin syndrome, Staphylococcal scalded skin syndrome, Ritter's disease, Syndromes, Staphylococcal Scalded-Skin, Syndrome, Staphylococcal Scalded-Skin, skin scalded syndrome, SSSS - Staphylococcal scalded skin syndrome, (Staphylococcal) Scalded skin syndrome, Staphylococcal Scalded-Skin Syndromes, Disease, Ritter's, scald skin syndrome, Staphylococcal scalded skin syndrome (disorder), Ritters Disease, Scalded Skin Syndrome, Staphylococcal, Scalded-Skin Syndromes, Staphylococcal, ritters disease, ritter's disease, Ritter Disease, staph scalded skin syndrome, Scalded skin syndrome, Generalized exfoliative disease, SSSS, Staphylococcal Scalded-Skin Syndrome, SCALDED SKIN SYNDROME	T047	Disease or Syndrome	1.0
RA2xqusjLR	Dermatologic manifestations of viral hemorrhagic fevers	viral hemorrhagic fevers	DISEASE	C0019104	Hemorrhagic Fevers, Viral	A group of viral diseases of diverse etiology but having many similar clinical characteristics; increased capillary permeability, leukopenia, and thrombocytopenia are common to all. Hemorrhagic fevers are characterized by sudden onset, fever, headache, generalized myalgia, backache, conjunctivitis, and severe prostration, followed by various hemorrhagic symptoms. Hemorrhagic fever with kidney involvement is HEMORRHAGIC FEVER WITH RENAL SYNDROME.	VHFs, hemorrhagic fever, viral hemorrhagic fever, Viral Hemorrhagic Fevers, Hemorrhagic Fever, haemorrhagic fever, Hemorrhagic fever, fever hemorrhagic, Hemorrhagic Fever, Viral, Viral hemorrhagic fever (disorder), VHF - Viral hemorrhagic fever, fever hemorrhagic viral, Fever, Viral Hemorrhagic, fevers haemorrhagic viral, Hemorrhagic Fevers, fevers hemorrhagic, Fevers, Viral Hemorrhagic, VHF - Viral haemorrhagic fever, Viral Hemorrhagic Fever, Viral hemorrhagic fever, viral hemorrhagic fevers, Viral haemorrhagic fever	T047	Disease or Syndrome	1.0
Kb9zFMKFXp	Diagnostics for Coronavirus disease 2019 (Covid-19) patients	Coronavirus disease 2019	DISEASE	C5203670	COVID19 (disease)	A viral disorder generally characterized by high FEVER; COUGH; DYSPNEA; CHILLS; PERSISTENT TREMOR; MUSCLE PAIN; HEADACHE; SORE THROAT; a new loss of taste and/or smell (see AGEUSIA and ANOSMIA) and other symptoms of a VIRAL PNEUMONIA. In severe cases, a myriad of coagulopathy associated symptoms often correlating with COVID-19 severity is seen (e.g., BLOOD COAGULATION; THROMBOSIS; ACUTE RESPIRATORY DISTRESS SYNDROME; SEIZURES; HEART ATTACK; STROKE; multiple CEREBRAL INFARCTIONS; KIDNEY FAILURE; catastrophic ANTIPHOSPHOLIPID ANTIBODY SYNDROME and/or DISSEMINATED INTRAVASCULAR COAGULATION). In younger patients, rare inflammatory syndromes are sometimes associated with COVID-19 (e.g., atypical KAWASAKI SYNDROME; TOXIC SHOCK SYNDROME; pediatric multisystem inflammatory disease; and CYTOKINE STORM SYNDROME). A coronavirus, SARS-CoV-2, in the genus BETACORONAVIRUS is the causative agent.	2019 Novel Coronavirus Infection, SARS-CoV-2 Disease, Human Coronavirus 2019 Infection, SARS-CoV-2 Infection, Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder), Disease caused by SARS-CoV-2, 2019 nCoV Disease, 2019 Novel Coronavirus Disease, COVID-19 Virus Disease, Virus Disease, COVID-19, HCoV-19 Infection, 2019-nCoV Disease, COVID-19, 2019-nCoV Infections, Coronavirus Disease 2019, Coronavirus Disease-19, Severe Acute Respiratory Syndrome Coronavirus 2 Infection, SARS-CoV2 Disease, Infection, COVID-19 Virus, COVID 19, 2019-nCoV Diseases, SARS Coronavirus 2 Infection, COVID-19 Infection, Disease caused by 2019 novel coronavirus, SARS2 Infection, COVID-19 (Coronavirus Disease 2019), Infection, SARS-CoV-2, 2019 nCoV Infection, Disease caused by 2019-nCoV, SARS CoV 2 Infection, Disease, 2019-nCoV, COVID 19 Virus Disease, Disease 2019, Coronavirus, SARS-CoV-2 Infections, COVID-19 Virus Infection, COVID-19 Virus Infections, Coronavirus Disease 19, Disease, COVID-19 Virus, COVID 19 Virus Infection, Virus Infection, COVID-19, SARS-2 Infection, SARS-CoV2 Infection, Infection, 2019-nCoV, Disease caused by severe acute respiratory syndrome coronavirus 2, 2019-nCoV Infection, COVID-19 Virus Diseases, COVID19	T047	Disease or Syndrome	1.0
EnBKCBXTmn	Diphtheria	Diphtheria	DISEASE	C0012546	Diphtheria	A Gram-positive bacterial infection caused by Corynebacterium diphtheriae. It usually involves the oral cavity, pharynx, and nasal cavity. Patients develop pseudomembranes in the affected areas and manifest signs and symptoms of an upper respiratory infection. The diphtheria toxin may cause myocarditis, polyneuritis, and other systemic effects.	Diphtheria, unspecified, DIPHTHERIA, diphtheria, DIPHTERIA, Diphtheria, NOS, Diphtheria	T047	Disease or Syndrome	1.0
rwrNLYTDUi	Dirofilariasis	Dirofilariasis	DISEASE	C0012602	Dirofilariasis	Infection with nematodes of the genus DIROFILARIA, usually in animals, especially dogs, but occasionally in man.	Dirofilariases, Heartworm Disease, Dirofilaria infection, Infection by Dirofilaria, NOS, Infection caused by Dirofilaria (disorder), Dirofilariosis, dirofilariosis, Dirofilariasis, Disease, Heartworm, Infection by Dirofilaria, heartworm disease, dirofilariasis, DIROFILARIASIS, Infection caused by Dirofilaria	T047	Disease or Syndrome	1.0
KPBkDbpHeC	Early symptomatic HIV infection	HIV infection	DISEASE	C0019693	HIV Infections	Includes the spectrum of human immunodeficiency virus infections that range from asymptomatic seropositivity, thru AIDS-related complex (ARC), to acquired immunodeficiency syndrome (AIDS).	DISEASES DUE TO IMMUNODEFICIENCY VIRUS, Infection, HIV, HIV seropositivity or positivity, HTLV III Infections, T-Lymphotropic Virus Type III Infections, Human, Infections, HTLV-III, Infection, HTLV-III-LAV, HTLV-III-LAV Infection, Infection, HTLV-III, HTLV-III-LAV Infections, HIV Infections, HIV - Human immunodeficiency virus infection, HUMAN IMMUNODEFICIENCY VIRUS [HIV] INFECTION, HTLV-III Infection, HTLV III LAV Infections, Human Immunodeficiency Virus Infection, Infections, HIV, Infections, HTLV-III-LAV, HIV Infection, HIV disease, HIV DISEASE, Human immunodeficiency virus disease, T Lymphotropic Virus Type III Infections, Human, hiv infection, Human immunodeficiency virus infection, NOS, Human immunodeficiency virus infection, Human immunodeficiency virus [HIV] disease, HIV infection, HIV, HIV infections, HTLV-III Infections, Human immunodeficiency virus infection (disorder)	T047	Disease or Syndrome	1.0
n3janRgnCL	Eastern Equine encephalitis (EEE)	Equine encephalitis	DISEASE	C0014074	Encephalomyelitis, Equine	A group of ALPHAVIRUS INFECTIONS which affect horses and man, transmitted via the bites of mosquitoes. Disorders in this category are endemic to regions of South America and North America. In humans, clinical manifestations vary with the type of infection, and range from a mild influenza-like syndrome to a fulminant encephalitis. (From Joynt, Clinical Neurology, 1996, Ch26, pp8-10)	equine encephalomyelitis, equine encephalitis, Equine Encephalomyelitis Viral Infections, Encephalitis, Equine, Infections, Equine Encephalomyelitis Virus, Equine encephalomyelitis, Equine Encephalomyelitis, Equine Encephalomyelitis Virus Infections, Equine Encephalitis	T047	Disease or Syndrome	1.0
n3janRgnCL	Eastern Equine encephalitis (EEE)	EEE	DISEASE	C0014074	Encephalomyelitis, Equine	A group of ALPHAVIRUS INFECTIONS which affect horses and man, transmitted via the bites of mosquitoes. Disorders in this category are endemic to regions of South America and North America. In humans, clinical manifestations vary with the type of infection, and range from a mild influenza-like syndrome to a fulminant encephalitis. (From Joynt, Clinical Neurology, 1996, Ch26, pp8-10)	equine encephalomyelitis, equine encephalitis, Equine Encephalomyelitis Viral Infections, Encephalitis, Equine, Infections, Equine Encephalomyelitis Virus, Equine encephalomyelitis, Equine Encephalomyelitis, Equine Encephalomyelitis Virus Infections, Equine Encephalitis	T047	Disease or Syndrome	1.0
VPjAU2H7aM	Ebola virus infection	Ebola virus infection	DISEASE	C0282687	Hemorrhagic Fever, Ebola	A highly fatal, acute hemorrhagic fever caused by EBOLAVIRUS.	Infection, Ebola, Ebola haemorrhagic fever, Ebola, EHF, Ebola virus infection, Virus Infection, Ebola, ebola fever hemorrhagic, ebola virus disease, EVD - Ebola virus disease, ebola virus infection, Infection, Ebolavirus, Viral haemorrhagic fever, Ebola, Ebola Hemorrhagic Fever, Ebola virus disease, Viral hemorrhagic fever, Ebola, Ebolavirus Infection, Ebolavirus Infections, Hemorrhagic Fever, Ebola, Ebola virus disease (disorder), ebola haemorrhagic fever, Ebola Virus Infection, Ebola fever, Ebola Virus Disease, Ebola hemorrhagic fever, Infections, Ebolavirus, ebola hemorrhagic fever, Ebola Infection, Infection, Ebola Virus, disease ebola	T047	Disease or Syndrome	1.0
3pMn5Sfyq6	Echovirus infection	Echovirus infection	DISEASE	C0013533	Echovirus Infections	Infectious disease processes, including meningitis, diarrhea, and respiratory disorders, caused by echoviruses.	Enterovirus echo infection, Echo virus infection, Echo Virus Infections, Echovirus infection, Echovirus Infection, Infection, Echo Virus, Echo Virus Infection, Echovirus Infections, Infection, Echovirus, Infections, Echo Virus, Echovirus disease, Infections, Echovirus, Echovirus disease (disorder)	T047	Disease or Syndrome	1.0
nmNXYh3wu7	Emergent management of Gonorrhea	Gonorrhea	DISEASE	C0018081	Gonorrhea	Acute infectious disease characterized by primary invasion of the urogenital tract. The etiologic agent, NEISSERIA GONORRHOEAE, was isolated by Neisser in 1879.	Gonorrhea (disorder), GCI - Gonococcal infection, GC - Gonococcus infection, The clap, GONOCOCCAL INFECTION, Gonococcal Infection, gonococcal infections, Neisseria gonorrhoeae Infection, clap, Gonococcal infection, Clap, Infection due to Neisseria gonorrhoeae, Gonorrhea, NOS, claps, Gonorrhea NOS, Gonococcal, Gonorrhoea, gc, Gonococcal infections, GONORRHEA, gonococcal infection, gonorrhea, Gonococcal infection, NOS, gonorrhoea, Gonorrhea, CLAP, gonococcal	T047	Disease or Syndrome	1.0
Eg7jEESWnA	Emergent management of Pediatric patients with fever	fever	DISEASE	C0015967	Fever	An abnormal elevation of body temperature, usually as a result of a pathologic process.	Pyrexia, Fever (finding), increases temperature, FEVER, febrile, Fevers, Body temperature above reference range (finding), fever, Has a temperature, HYPERTHERMIA, high body temperature, Temperature elevated, PYREXIA, raised temperature, febris, temperature elevation, feverish, Hyperthermic, TEMPERATURE ELEVATION, increase temperature, Hyperthermia, Feverish, Fever NOS, BODY TEMPERATURE INCREASED, Body temperature above reference range, high temperature, pyrexia, Temperature raised, Pyrexias, fevers, increased body temperature, TEMPERATURE INCREASE, High body temperature, Pyrexia NOS, Fever, unspecified, Pyrexial, elevated temperature, Increased body temperature, Fever, fevered, temperature increase, hyperthermia, Febrile, hyperthermic, pyrexial, Body temperature, increased	T184	Sign or Symptom	1.0
mZdQA9wSkY	Enterobacter infections	Enterobacter infections	DISEASE	C0948205	Infection caused by Enterobacter		Enterobacter infection, Infection caused by Enterobacter (disorder)	T047	Disease or Syndrome	0.929
NHgHV7hnoj	Enterococcal infections	Enterococcal infections	DISEASE	C0851881	enterococcal infections		enterococcal infection	T047	Disease or Syndrome	1.0
eSySTgjbYE	Enterovirus D68	Enterovirus D68	DISEASE	C0318428	Human enterovirus 68	A species of enterovirus in the family Picornaviridae. EV-D68 can cause respiratory illness with symptoms ranging from runny nose, sneezing, cough, and body and muscle aches to wheezing and difficulty breathing.	EV-D68, Enterovirus 68, Enterovirus 68, Human, Enterovirus D68, Human Enterovirus D68, Human Enterovirus EV68, Human enterovirus 68 (organism), Human Enterovirus 68, Human enterovirus 68	T005	Virus	1.0
G86R3Brg2L	Epidermodysplasia Verruciformis	Epidermodysplasia Verruciformis	DISEASE	C0014522	Epidermodysplasia Verruciformis	An autosomal recessive trait with impaired cell-mediated immunity. About 15 human papillomaviruses are implicated in associated infection, four of which lead to skin neoplasms. The disease begins in childhood with red papules and later spreads over the body as gray or yellow scales.	EPIDERMODYSPLASIA VERRUCIFORMIS, Lutz-Lewandowsky Disease, Lewandowsky-Lutz disease, epidermodysplasia verruciformis, EV, Disease, Lewandowsky-Lutz, Lewandowsky-Lutz Disease, Lutz-Lewandowsky epidermodysplasia verruciformis, Lewandowsky Lutz Disease, Disease, Lutz-Lewandowsky, Lutz Lewandowsky Disease, Epidermodysplasia verruciformis of Lewandowsky-Lutz, Epidermodysplasia Verruciformis, Lewandowsky-Lutz Dysplasia, Epidermodysplasia verruciformis, Epidermodysplasia verruciformis (disorder), Lewandowsky-Lutz syndrome	T191	Neoplastic Process	1.0
BpHgyTqdH6	Epidural Abscess	Abscess	DISEASE	C0000833	Abscess	Accumulation of purulent material in tissues, organs, or circumscribed spaces, usually associated with signs of infection.	abscess, Abscess (morphologic abnormality), Abscess NOS, ABSCESS, Abscess (disorder), Abscesses, Abscess morphology, abscesses, Abscess	T047	Disease or Syndrome	1.0
aSyUreb6KN	Epidural infections (spinal Epidural Abscess) and Subdural infections (Subdural Empyema)	Epidural infections	DISEASE	C0021486	Peridural Injection	The injection of drugs, most often analgesics, into the spinal canal without puncturing the dura mater.	Epidural Injections, Injection, Peridural, Injections, Epidural, epidural injection, injection epidural, Injections, Peridural, Extradural Injections, Extradural Injection, Peridural Injections, Injection, Extradural, Injection, peridural, Epidural Injection, injections epidural, Injections, Extradural, Injection, Epidural, Injection, epidural, Peridural Injection, epidural injections	T169	Functional Concept	0.77
aSyUreb6KN	Epidural infections (spinal Epidural Abscess) and Subdural infections (Subdural Empyema)	Subdural Empyema	DISEASE	C0038539	Empyema, Subdural	An intracranial or rarely intraspinal suppurative process invading the space between the inner surface of the DURA MATER and the outer surface of the ARACHNOID.	Empyema (collection of pus), subdural space, Empyema, subdural, Subdural Abscess, Subdural Empyema, Subdural Empyemas, ABSCESS, SUBDURAL, PACHYMENINGITIS, SUBDURAL, Subdural abscess, Subdural empyema, Subdural abscess (disorder), EMPYEMA, SUBDURAL, INTRACRANIAL, subdural empyema, subdural abscess	T047	Disease or Syndrome	1.0
GpdBT6G93a	Epstein-Barr virus (Ebv) infectious Mononucleosis (mono)	Mononucleosis	DISEASE	C0021345	Infectious Mononucleosis	A common, acute infection usually caused by the Epstein-Barr virus (HERPESVIRUS 4, HUMAN). There is an increase in mononuclear white blood cells and other atypical lymphocytes, generalized lymphadenopathy, splenomegaly, and occasionally hepatomegaly with hepatitis.	Mononucleosis, Monocytic angina, mononucleosis, INFECTIOUS MONONUCLEOSIS, Infectious mononucleosis, Glandular fever, Glandular Fever, Infectious mononucleosis (disorder), Pfeiffer's disease, GF - Glandular fever, Gammaherpesviral mononucleosis (disorder), Mono, IM - Infective mononucleosis, Kissing disease, Mononucleosis, Infectious, pfeiffer's disease, glandular fever, infectious mononucleosis, Fever, Glandular, FEVER, GLANDULAR, IM - Infectious mononucleosis, Infective mononucleosis, Infectious Mononucleosis, Gammaherpesviral mononucleosis	T047	Disease or Syndrome	1.0
Qn3YewqtCe	Erysipelas	Erysipelas	DISEASE	C0014733	Erysipelas	An acute infection of the skin caused by species of STREPTOCOCCUS. This disease most frequently affects infants, young children, and the elderly. Characteristics include pink-to-red lesions that spread rapidly and are warm to the touch. The commonest site of involvement is the face.	Erysipelas (disorder), ERYSIPELAS, Patch of erysipelas, erysipelas, Erysipelas	T047	Disease or Syndrome	1.0
83PRcSNcQs	Erythema Infectiosum	Erythema Infectiosum	DISEASE	C0085273	Erythema Infectiosum	Contagious infection with human B19 Parvovirus most commonly seen in school age children and characterized by fever, headache, and rashes of the face, trunk, and extremities. It is often confused with RUBELLA.	Slapped cheek syndrome, Primate erythroparvovirus 1 infection (disorder), Erythema infectiosum (fifth disease), parvovirus b19 infection, erythema contagiosum, Infection, Parvovirus B19, ERYTHEMA INFECTIOSUM, FIFTH DISEASE, Primate erythroparvovirus 1 infection, Fifth disease, slapped cheek syndrome, Erythema Infectiosum (Fifth Disease), fifth disease, slap cheek syndrome, erythema infectiosum, Parvovirus B19 Infection, Erythema Infectiosum, Parvovirus B19 Infections, Erythema infectiosum, Parvovirus B19 infection, Erythema contagiosum, Fifth Disease	T047	Disease or Syndrome	1.0
yQQPz2ADHN	Eumycetoma (fungal Mycetoma)	Eumycetoma	DISEASE	C2350621	Eumycetoma		Mycotic mycetoma, eumycotic mycetoma, Fungal mycetoma, MYCOTIC MYCETOMA, Eumycotic mycetoma (disorder), Eumycotic mycetoma, Mycotic maduromycosis, Eumycetoma, Mycotic mycetomas	T047	Disease or Syndrome	1.0
yQQPz2ADHN	Eumycetoma (fungal Mycetoma)	fungal Mycetoma	DISEASE	C0024449	Mycetoma	A chronic progressive subcutaneous infection caused by species of fungi (eumycetoma), or actinomycetes (actinomycetoma). It is characterized by tumefaction, abscesses, and tumor-like granules representing microcolonies of pathogens, such as MADURELLA fungi and bacteria ACTINOMYCETES, with different grain colors.	maduramycosis, mycetomas, Mycetomata, MYCETOMA, madura foot, mycetoma, maduromycosis, Mycetoma, fungal mycetoma, Mycetoma (disorder), Mycetoma, NOS, Madura foot	T047	Disease or Syndrome	1.0
dHoWquesXS	Fever of unknown origin (Fuo)	Fever	DISEASE	C0015967	Fever	An abnormal elevation of body temperature, usually as a result of a pathologic process.	Pyrexia, Fever (finding), increases temperature, FEVER, febrile, Fevers, Body temperature above reference range (finding), fever, Has a temperature, HYPERTHERMIA, high body temperature, Temperature elevated, PYREXIA, raised temperature, febris, temperature elevation, feverish, Hyperthermic, TEMPERATURE ELEVATION, increase temperature, Hyperthermia, Feverish, Fever NOS, BODY TEMPERATURE INCREASED, Body temperature above reference range, high temperature, pyrexia, Temperature raised, Pyrexias, fevers, increased body temperature, TEMPERATURE INCREASE, High body temperature, Pyrexia NOS, Fever, unspecified, Pyrexial, elevated temperature, Increased body temperature, Fever, fevered, temperature increase, hyperthermia, Febrile, hyperthermic, pyrexial, Body temperature, increased	T184	Sign or Symptom	1.0
cKZHYcku5T	Fungal Endophthalmitis	Fungal Endophthalmitis	DISEASE	C1532533	Fungal endophthalmitis	Inflammation of the lining of the ocular cavities, which results from a fungal infection.	Fungal Endophthalmitis, Fungal endophthalmitis (disorder)	T047	Disease or Syndrome	1.0
ThPM6XYNmz	Fungal Keratitis	Fungal Keratitis	DISEASE	C1262117	Fungal keratitis	Keratitis caused by fungi.	Fungal Keratitis, Fungal keratitis, fungal keratitis, mycotic keratitis, Fungal keratitis (disorder), keratomycosis, keratitis mycotic, Fungal infection of cornea, Keratomycosis, Mycotic keratitis	T047	Disease or Syndrome	1.0
C7LjEKd7CK	Fungal pneumonia	Fungal pneumonia	DISEASE	C0339961	Fungal pneumonia		Fungal pneumonia (disorder), fungal pneumonias, fungal pneumonia, pneumonia fungal	T047	Disease or Syndrome	1.0
hfFuWubuBq	Fungal Sinusitis	Fungal Sinusitis	DISEASE	C1142077	Fungal sinusitis		Fungal sinusitis (disorder), sinusitis fungal, fungal sinusitis	T047	Disease or Syndrome	1.0
J3vk5tHXgw	Gas Gangrene (Clostridial Myonecrosis)	Gangrene	DISEASE	C0017086	Gangrene	Death and putrefaction of tissue usually due to a loss of blood supply.	Gangrenous disorder (disorder), Gangrene, NOS, Death of body tissue due to lack of blood flow or infection, Gangrenous disorder, GANGRENE, Gangrenes, Gangrenous, gangrene, GANGRENES, gangrenes, Gangrene, Gangrene (morphologic abnormality)	T047	Disease or Syndrome	1.0
NnRTQDQbXn	Giardiasis	Giardiasis	DISEASE	C0017536	Giardiasis	An infection of the SMALL INTESTINE caused by the flagellated protozoan GIARDIA. It is spread via contaminated food and water and by direct person-to-person contact.	Infection due to Giardia, Infection caused by Giardia lamblia, Giardia Infections, Infection, Giardia, giardia, Lambliases, giardia infection, Giardiosis, lambliasis, Infection caused by Giardia lamblia (disorder), LAMBLIASIS, giardia infections, Giardiasis, GIARDIASIS INTESTINAL, giardiosis, Infections, Giardia, Lambliasis, GIARDIASIS, Giardiasis (disorder), INTESTINAL GIARDIASIS, Giardia Infection, giardiasis, Giardiases, Infection by Giardia lamblia	T047	Disease or Syndrome	1.0
vs5EQMxSsT	Gonococcal arthritis	arthritis	DISEASE	C0003864	Arthritis	Acute or chronic inflammation of JOINTS.	inflammatory arthritis, Joint inflamed, Inflammatory arthritis, INFLAMMATORY ARTHROPATHIES, joint inflammation, Arthritides, JOINT INFLAMMATION, Arthritis, NOS, Joint inflammation, ARTHRITIS, Inflammation of joint NOS, Inflammatory arthropathy, Arthritis, inflammatory, arthritide, Arthritis, Arthritis (disorder), arthritides, arthritis	T047	Disease or Syndrome	1.0
yzZ4bvdDCj	Gonorrhea	Gonorrhea	DISEASE	C0018081	Gonorrhea	Acute infectious disease characterized by primary invasion of the urogenital tract. The etiologic agent, NEISSERIA GONORRHOEAE, was isolated by Neisser in 1879.	Gonorrhea (disorder), GCI - Gonococcal infection, GC - Gonococcus infection, The clap, GONOCOCCAL INFECTION, Gonococcal Infection, gonococcal infections, Neisseria gonorrhoeae Infection, clap, Gonococcal infection, Clap, Infection due to Neisseria gonorrhoeae, Gonorrhea, NOS, claps, Gonorrhea NOS, Gonococcal, Gonorrhoea, gc, Gonococcal infections, GONORRHEA, gonococcal infection, gonorrhea, Gonococcal infection, NOS, gonorrhoea, Gonorrhea, CLAP, gonococcal	T047	Disease or Syndrome	1.0
qDBJWenEiS	Gram-negative toe web infection	infection	DISEASE	C0009450	Communicable Diseases	An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.	Communicable Disease, contagious disease, Infection, Transmissible disease, NOS, Disorder due to infection, Infective disorder, Disease, Communicable, communicable diseases, Contagious disease (navigational concept), Disease, Infectious, Diseases, Infectious, contagious diseases, Infectious Diseases and Manifestations, Infectious disease (disorder), Infectious Diseases, Communicable disease (navigational concept), Infectious Disease, Infectious or communicable disease, communicable disease, Disease due to infection, Infectious Disorder, Infectious, Communicable disease, infection, Communicable Diseases, Infectious disease, infectious diseases, microbial colonization, disease caused by microorganism, Communicable disease, NOS, communicable infectious disease, Infection, NOS, infectious disease, Contagious disease, NOS, Infectious diseases, Contagious disease, Infectious disease NOS, Communicable diseases, Diseases, Communicable, Infectious disease, NOS, Infection Unspecified	T047	Disease or Syndrome	1.0
g6Ae373xsE	Granuloma Inguinale (Donovanosis)	Granuloma	DISEASE	C0018188	Granuloma	A relatively small nodular inflammatory lesion containing grouped mononuclear phagocytes, caused by infectious and noninfectious agents.	Granulomas, Granuloma, NOS, granulomas, Granuloma, GRANULOMAS, GRANULOMATOUS LESION, epithelioid granulomas, GRANULOMA, granuloma, Epitheloid granuloma, Epithelioid granuloma, Granulomatous Lesion, Granuloma (morphologic abnormality), Granulomata, Histiocytic granuloma	T046	Pathologic Function	1.0
g6Ae373xsE	Granuloma Inguinale (Donovanosis)	Donovanosis	DISEASE	C0018190	Granuloma Inguinale	Anogenital ulcers caused by Calymmatobacterium granulomatis as distinguished from lymphogranuloma inguinale (see LYMPHOGRANULOMA VENEREUM) caused by CHLAMYDIA TRACHOMATIS. Diagnosis is made by demonstration of typical intracellular Donovan bodies in crushed-tissue smears.	granuloma inguinale, DONOVANOSIS, Pudendal ulcer, GRANULOMA INGUINALE DONOVANOSIS, Granuloma Donovani, Granuloma venereum, GRANULOMA PUDENDI, donovanosis, Granuloma Inguinale, GRANULOMA INGUINALE, Granuloma pudendi, GRANULOMA INGUINALE <DONOVANOSIS>, Granuloma Venereum, Infection due to Donovania granulomatis, GRANULOMA VENEREUM, Granuloma inguinale, Infection due to Calymmatobacterium granulomatis, Granuloma inguinale (disorder), Ulcerating granuloma pudendi, GI - Granuloma inguinale, Donovanosis	T047	Disease or Syndrome	1.0
v4ab8yFSVh	Group D Streptococcus (Gds) infections (Streptococcus Bovis/Streptococcus Gallolyticus)	infections	DISEASE	C0851162	Infections of musculoskeletal system		Musculoskeletal infective disorder, infections of the muscles or skeleton, Infections, Infection of musculoskeletal system, Musculoskeletal infective disorder (disorder)	T047	Disease or Syndrome	1.0
cqbkZaPQFm	H1N1 influenza (swine flu)	H1N1	CHEMICAL	C0580264	H1N1		Serotype H1N1 (qualifier value), Serotype H1N1	T170	Intellectual Product	1.0
cqbkZaPQFm	H1N1 influenza (swine flu)	swine	CHEMICAL	C0039005	Family suidae	Any of various animals that constitute the family Suidae and comprise stout-bodied, short-legged omnivorous mammals with thick skin, usually covered with coarse bristles, a rather long mobile snout, and small tail. Included are the genera Babyrousa, Phacochoerus (wart hogs), and Sus, the latter containing the domestic pig (see SUS SCROFA).	Pigs and hogs, Family Suidae (organism), boars, Suidae, Family Suidae, pigs, FAMILY SUIDAE, Swine, pig, swine, porcine, Suids, Suid, suid, Pigs, boar, Pig	T015	Mammal	1.0
XU6ptLRQvj	Hacek group infections	infections	DISEASE	C0851162	Infections of musculoskeletal system		Musculoskeletal infective disorder, infections of the muscles or skeleton, Infections, Infection of musculoskeletal system, Musculoskeletal infective disorder (disorder)	T047	Disease or Syndrome	1.0
