InputID	InputText	Entity	EntityType	UMLS.CUI	UMLS.Label	UMLS.Definition	UMLS.SemanticTypeIDs	UMLS.SemanticTypeLabels	UMLS.Synonyms	UMLS.Score	Document
K6ZrQAXcZu	Topics helps lessen the tension between the Limitedminutes allotted for each patient encounter and the limited years to mitigate emissions and safeguard health . nutrition eating more Plant-Based diets reduces risk for a wide variety of diseases and reduces greenhouse gas Emissions.43,44Red meat consumption has been associated with increased All-Cause mortality as well as increased risks of Ischemic heart disease, stroke, type 2 diabetes, overweight and obesity, and breast and Colorectal Cancers.43,45The world health organization has Classiﬁed beef as a Carcinogen, and substituting one red meat meal per week with Fish, poultry, nuts, beans or whole grains has been shown to reduce mortality in adults by 7 /C019% .46One study projects	breast	CANCER	C0006141	Breast	In humans, one of the paired regions in the anterior portion of the THORAX. The breasts consist of the MAMMARY GLANDS, the SKIN, the MUSCLES, the ADIPOSE TISSUE, and the CONNECTIVE TISSUES.	T023	Body Part, Organ, or Organ Component	breast structure, Breasts, Mammary, Breast structure (body structure), Breast anatomy, Mamma, BREASTS, Breast, Breast, NOS, breasts, mamma, Mammary part of chest, breast, Mammary region, Breast structure	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
K6ZrQAXcZu	Topics helps lessen the tension between the Limitedminutes allotted for each patient encounter and the limited years to mitigate emissions and safeguard health . nutrition eating more Plant-Based diets reduces risk for a wide variety of diseases and reduces greenhouse gas Emissions.43,44Red meat consumption has been associated with increased All-Cause mortality as well as increased risks of Ischemic heart disease, stroke, type 2 diabetes, overweight and obesity, and breast and Colorectal Cancers.43,45The world health organization has Classiﬁed beef as a Carcinogen, and substituting one red meat meal per week with Fish, poultry, nuts, beans or whole grains has been shown to reduce mortality in adults by 7 /C019% .46One study projects	Colorectal Cancers.43,45The	PATHOLOGICAL_FORMATION								/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
K6ZrQAXcZu	Topics helps lessen the tension between the Limitedminutes allotted for each patient encounter and the limited years to mitigate emissions and safeguard health . nutrition eating more Plant-Based diets reduces risk for a wide variety of diseases and reduces greenhouse gas Emissions.43,44Red meat consumption has been associated with increased All-Cause mortality as well as increased risks of Ischemic heart disease, stroke, type 2 diabetes, overweight and obesity, and breast and Colorectal Cancers.43,45The world health organization has Classiﬁed beef as a Carcinogen, and substituting one red meat meal per week with Fish, poultry, nuts, beans or whole grains has been shown to reduce mortality in adults by 7 /C019% .46One study projects	Fish	ORGANISM	C0016163	Fishes	A group of cold-blooded, aquatic vertebrates having gills, fins, a cartilaginous or bony endoskeleton, and elongated bodies covered with scales.	T013	Fish	Fish (organism), Fishes, Fish, pisces, fish, Finfish, FISHES, Fish, NOS, Pisces	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
K6ZrQAXcZu	Topics helps lessen the tension between the Limitedminutes allotted for each patient encounter and the limited years to mitigate emissions and safeguard health . nutrition eating more Plant-Based diets reduces risk for a wide variety of diseases and reduces greenhouse gas Emissions.43,44Red meat consumption has been associated with increased All-Cause mortality as well as increased risks of Ischemic heart disease, stroke, type 2 diabetes, overweight and obesity, and breast and Colorectal Cancers.43,45The world health organization has Classiﬁed beef as a Carcinogen, and substituting one red meat meal per week with Fish, poultry, nuts, beans or whole grains has been shown to reduce mortality in adults by 7 /C019% .46One study projects	nuts	TISSUE	C0028723	Nuts	Botanically, a type of single-seeded fruit in which the pericarp enclosing the seed is a hard woody shell. In common usage the term is used loosely for any hard, oil-rich kernel. Of those commonly eaten, only hazel, filbert, and chestnut are strictly nuts. Walnuts, pecans, almonds, and coconuts are really drupes. Brazil nuts, pistachios, macadamias, and cashews are really seeds with a hard shell derived from the testa rather than the pericarp.	T168	Food	Nut, NOS, Nuts, Nut (substance), Nut, nuts, nut	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
VCVARDFVEg	That a predominantly Plant-Based diet, in comparison to a typical regional reference diet, may result in a 6/C010% global mortality reduction and 29 /C070% global greenhouse gas emission reduction by the year 2050.47When discussing diets, Pediatricians can emphasize the health and planetary Beneﬁts of Plantrich diets and lifelong healthy eating habits . If locally available, “ double up ” programs that give double value for food stamps spent at local farmers ’ Marketscan support patients ’ access to produce . 48Pediatricians can promote these resources where they exist and advocate their adoption in more States . The AAP recommends exclusive Breastfeeding for the First six months of life with few exceptions and with good Reason.49Breastmilk remains best for the	patients	ORGANISM	C0030705	Patients	Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.	T101	Patient or Disabled Group	patients, patient, Patient, Patient (person), *^patient, ^Patient, Patients	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
jHQGLnFSwT	Health of mothers, babies, and for Sustainability . Beneﬁts include lower rates of type 2 diabetes, cardiovascular disease, breast and ovarian cancer, and Post-Partum depression in mothers; and reduced risk of obesity, diabetes, respiratory tract infections, sudden infant Deathsyndrome, allergic disease, celiac disease, and improved Neurodevelopmental outcomes in infants . 49 exclusively Breastfeeding an infant for six months Alsosaves an estimated 95 /C01 5 3K GI NC O 2Emissions per baby compared with formula Feeding—And saves money . barriers that impede Breastfeeding in the U. S.50Include lack of adequate maternity leave and protections for pumping at work . Pediatricians can support Breastfeeding—In the Ofﬁce and through Advocacy—And consider it part of climate action.	cardiovascular	ANATOMICAL_SYSTEM	C0007226	Cardiovascular system	The HEART and the BLOOD VESSELS by which BLOOD is pumped and circulated through the body.	T022	Body System	Cardiovascular Body System, Systema cardiovasculare, CV system, Cardiovascular structure, Structure of cardiovascular system, Cardiovascular System, Vascular, Heart, Circulatory system, Circulatory Systems, Cardiovascular system, Cardiology, {Circulatory system}, Cardiovascular Systems, Organ System, Cardiovascular, cardiovascular system, Cardiovascular, Circulatory system, NOS, circulatory, Cardiovascular system, NOS, CIRCULATORY, cardiovascular systems, circulatory system, CARDIOVASCULAR SYSTEM, Circulatory, Circulatory System, Body System, Cardiovascular, cardiovascular system body, cardiovascular structure, Cardio-pericardial, cardiovascular, Cardiovascular Organ System, Structure of cardiovascular system (body structure)	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
jHQGLnFSwT	Health of mothers, babies, and for Sustainability . Beneﬁts include lower rates of type 2 diabetes, cardiovascular disease, breast and ovarian cancer, and Post-Partum depression in mothers; and reduced risk of obesity, diabetes, respiratory tract infections, sudden infant Deathsyndrome, allergic disease, celiac disease, and improved Neurodevelopmental outcomes in infants . 49 exclusively Breastfeeding an infant for six months Alsosaves an estimated 95 /C01 5 3K GI NC O 2Emissions per baby compared with formula Feeding—And saves money . barriers that impede Breastfeeding in the U. S.50Include lack of adequate maternity leave and protections for pumping at work . Pediatricians can support Breastfeeding—In the Ofﬁce and through Advocacy—And consider it part of climate action.	breast	CANCER	C0006141	Breast	In humans, one of the paired regions in the anterior portion of the THORAX. The breasts consist of the MAMMARY GLANDS, the SKIN, the MUSCLES, the ADIPOSE TISSUE, and the CONNECTIVE TISSUES.	T023	Body Part, Organ, or Organ Component	breast structure, Breasts, Mammary, Breast structure (body structure), Breast anatomy, Mamma, BREASTS, Breast, Breast, NOS, breasts, mamma, Mammary part of chest, breast, Mammary region, Breast structure	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
jHQGLnFSwT	Health of mothers, babies, and for Sustainability . Beneﬁts include lower rates of type 2 diabetes, cardiovascular disease, breast and ovarian cancer, and Post-Partum depression in mothers; and reduced risk of obesity, diabetes, respiratory tract infections, sudden infant Deathsyndrome, allergic disease, celiac disease, and improved Neurodevelopmental outcomes in infants . 49 exclusively Breastfeeding an infant for six months Alsosaves an estimated 95 /C01 5 3K GI NC O 2Emissions per baby compared with formula Feeding—And saves money . barriers that impede Breastfeeding in the U. S.50Include lack of adequate maternity leave and protections for pumping at work . Pediatricians can support Breastfeeding—In the Ofﬁce and through Advocacy—And consider it part of climate action.	ovarian cancer	CANCER	C0919267	ovarian neoplasm	Tumors or cancer of the OVARY. These neoplasms can be benign or malignant. They are classified according to the tissue of origin, such as the surface EPITHELIUM, the stromal endocrine cells, and the totipotent GERM CELLS.	T191	Neoplastic Process	Neoplasm, Ovary, Ovary Neoplasm, Neoplasm of ovary (disorder), Neoplasm of Ovary, Ovarian neoplasm, Neoplasm of the Ovary, Tumour of ovary, Tumor of ovary, ovarian tumour, ovarian neoplasia, Ovarian Neoplasm, ovary tumors, Ovaries--Tumors, Neoplasms, Ovarian, Ovary Neoplasms, OVARIAN NEOPLASIA, ovary tumour, Neoplasm of ovary, Ovarian neoplasia, neoplasm of ovary, ovarian tumours, ovary cancer, ovarian neoplasms, ovary neoplasms, Tumor of Ovary, ovary tumor, Ovarian Neoplasms, Neoplasm of the ovaries, Tumor of the Ovary, ovarian neoplasm, ovarian tumor, Neoplasm of the ovary, Ovarian tumour, Neoplasms, Ovary, Ovarian tumor, Neoplasm, Ovarian, ovary neoplasm, Ovarian Tumors, ovarian cancer, tumor of ovary, ovarian tumors, Ovarian Tumor	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
jHQGLnFSwT	Health of mothers, babies, and for Sustainability . Beneﬁts include lower rates of type 2 diabetes, cardiovascular disease, breast and ovarian cancer, and Post-Partum depression in mothers; and reduced risk of obesity, diabetes, respiratory tract infections, sudden infant Deathsyndrome, allergic disease, celiac disease, and improved Neurodevelopmental outcomes in infants . 49 exclusively Breastfeeding an infant for six months Alsosaves an estimated 95 /C01 5 3K GI NC O 2Emissions per baby compared with formula Feeding—And saves money . barriers that impede Breastfeeding in the U. S.50Include lack of adequate maternity leave and protections for pumping at work . Pediatricians can support Breastfeeding—In the Ofﬁce and through Advocacy—And consider it part of climate action.	Post-Partum	MULTI_TISSUE_STRUCTURE	C0032797	Postpartum Hemorrhage	Excess blood loss from uterine bleeding associated with OBSTETRIC LABOR or CHILDBIRTH. It is defined as blood loss greater than 500 ml or of the amount that adversely affects the maternal physiology, such as BLOOD PRESSURE and HEMATOCRIT. Postpartum hemorrhage is divided into two categories, immediate (within first 24 hours after birth) or delayed (after 24 hours postpartum).	T046	Pathologic Function	Post-partum haemorrhage, Postpartum Hemorrhage, Postpartum haemorrhage, NOS, Post-partum hemorrhage, Hemorrhage, Postpartum, PPH - Postpartum haemorrhage, POSTPARTUM HEMORRHAGE, Postpartum haemorrhage, post-partum hemorrhage, Haemorrhage after delivery of fetus, Postpartum hemorrhage, Heavy post-partum bleeding, postpartum haemorrhage, Postpartum hemorrhage NOS, bleeding postpartum, HEMORRHAGE POSTPARTUM, Hemorrhage after delivery of fetus, Bleeding post-delivery, BLEEDING POSTPARTUM, hemorrhage postpartum, post-partum bleeding, Hemorrhage after delivery of fetus, NOS, postpartum bleeding, PPH - Postpartum hemorrhage, Haemorrhage after delivery of foetus, Postpartum hemorrhage (disorder), postpartum hemorrhage, post-partum haemorrhage, HEMORRHAGE TERM, Haemorrhage after delivery of foetus, NOS, Bleeding postpartum, Postpartum hemorrhage, NOS, postpartum bleed	0.813	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
jHQGLnFSwT	Health of mothers, babies, and for Sustainability . Beneﬁts include lower rates of type 2 diabetes, cardiovascular disease, breast and ovarian cancer, and Post-Partum depression in mothers; and reduced risk of obesity, diabetes, respiratory tract infections, sudden infant Deathsyndrome, allergic disease, celiac disease, and improved Neurodevelopmental outcomes in infants . 49 exclusively Breastfeeding an infant for six months Alsosaves an estimated 95 /C01 5 3K GI NC O 2Emissions per baby compared with formula Feeding—And saves money . barriers that impede Breastfeeding in the U. S.50Include lack of adequate maternity leave and protections for pumping at work . Pediatricians can support Breastfeeding—In the Ofﬁce and through Advocacy—And consider it part of climate action.	tract	ORGANISM_SUBDIVISION	C1185740	Tract		T023	Body Part, Organ, or Organ Component	tracts, Tract, tract	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
jHQGLnFSwT	Health of mothers, babies, and for Sustainability . Beneﬁts include lower rates of type 2 diabetes, cardiovascular disease, breast and ovarian cancer, and Post-Partum depression in mothers; and reduced risk of obesity, diabetes, respiratory tract infections, sudden infant Deathsyndrome, allergic disease, celiac disease, and improved Neurodevelopmental outcomes in infants . 49 exclusively Breastfeeding an infant for six months Alsosaves an estimated 95 /C01 5 3K GI NC O 2Emissions per baby compared with formula Feeding—And saves money . barriers that impede Breastfeeding in the U. S.50Include lack of adequate maternity leave and protections for pumping at work . Pediatricians can support Breastfeeding—In the Ofﬁce and through Advocacy—And consider it part of climate action.	celiac	MULTI_TISSUE_STRUCTURE	C0229766	Celiac lymph node	A lymph node at the base of the celiac artery.	T023	Body Part, Organ, or Organ Component	Celiac lymph node group, Celiac node, Coeliac lymph nodes set, Celiac Lymph Node, Structure of coeliac lymph node, celiac lymph nodes, Celiac nodes, celiac nodes, Structure of celiac lymph node, Terminal ventral aortic node, Set of celiac lymph nodes, Nodus lymphaticus coeliacus, Celiac lymph nodes, No. 9 celiac lymph node, Coeliac node, Coeliac lymph node group, Coeliac lymph node, AJCC level 20 node, Set of coeliac lymph nodes, Nodi coeliaci, Celiac lymph node group (body structure), JPS 9 node, Coeliac nodes, celiac lymph node, Celiac lymph node, celiac node, Nodi lymphoidei coeliaci, Structure of celiac lymph node (body structure), JPS no. 9 node, Coeliac lymph nodes	0.785	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
DCyZbEbFeM	Physical activity and exercise AAP recommends that young children aged 3/C05 years engage in more than 3 H of active play per day and that children 6 /C017 years old engage in 4 Curr probl Pediatr Adolesc health care, June 2021	children	ORGANISM	C0008059	Child	A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.	T100	Age Group	Childhood age person (person), Children, CHILD, Children (0-21), Childhood age person, Child, NOS, children, child, Child Youth, 0-11 years old, Child (person), Child	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
DCyZbEbFeM	Physical activity and exercise AAP recommends that young children aged 3/C05 years engage in more than 3 H of active play per day and that children 6 /C017 years old engage in 4 Curr probl Pediatr Adolesc health care, June 2021	children	ORGANISM	C0008059	Child	A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.	T100	Age Group	Childhood age person (person), Children, CHILD, Children (0-21), Childhood age person, Child, NOS, children, child, Child Youth, 0-11 years old, Child (person), Child	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
taW7Koy6Cp	60 min per day of physical Activity.51These recommendations are cornerstones of promoting child health and combatting climate change . active transportation, especially when incorporated into daily routines, Canbe a major source of physical activity and contribute to improved neighborhood air quality . car trips of under one mile add up to 10 billion miles and 2 million metric tons of Co 2Emissions Annually.52Walking, Biking, or taking the bus to school, when safe and available, promotes physical activity and community cohesion, and reduces pollution . public transportation promotes physical activity, saves on costs of transportation, and decreases Pollution-Associated Respiratoryillness . 11Discussions about physical activity can be combined with guidance on Street safety as well as										/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
Cvd3QmgyK4	"Assessment of access to nature . children need access to parks, green space, and safe routes for active Transporta Tion to school and activities . Many communities, especially communities facing challenges due to poverty or structural racism, lack safe active transportation Infrastructure.53Access to green space likewise is Inequitably Distributed.54This reality makes it harder for children of color or in families with Lowincomes to bike or walk to school or activities Andincreases the temperature of their communities from the “ urban heat Island effect ."" 55Green space in cities can lower temperatures and, if PR Operly designed, improve air quality . being outside in nature may also confer health Beneﬁts independent of Exercise.56,33Time spent outside"	children	ORGANISM	C0008059	Child	A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.	T100	Age Group	Childhood age person (person), Children, CHILD, Children (0-21), Childhood age person, Child, NOS, children, child, Child Youth, 0-11 years old, Child (person), Child	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
Cvd3QmgyK4	"Assessment of access to nature . children need access to parks, green space, and safe routes for active Transporta Tion to school and activities . Many communities, especially communities facing challenges due to poverty or structural racism, lack safe active transportation Infrastructure.53Access to green space likewise is Inequitably Distributed.54This reality makes it harder for children of color or in families with Lowincomes to bike or walk to school or activities Andincreases the temperature of their communities from the “ urban heat Island effect ."" 55Green space in cities can lower temperatures and, if PR Operly designed, improve air quality . being outside in nature may also confer health Beneﬁts independent of Exercise.56,33Time spent outside"	green	SIMPLE_CHEMICAL	C0332583	Green color	The hue of that portion of the visible spectrum lying between yellow and blue, evoked in the human observer by radiant energy with wavelengths of approximately 490 to 570 nanometers; any of a group of colors that may vary in lightness and saturation and whose hue is that of the emerald or somewhat less yellow than that of growing grass.	T080	Qualitative Concept	Green color, Green, Green color (finding), Green colour, green, Green color (qualifier value), green colour, green color	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
Cvd3QmgyK4	"Assessment of access to nature . children need access to parks, green space, and safe routes for active Transporta Tion to school and activities . Many communities, especially communities facing challenges due to poverty or structural racism, lack safe active transportation Infrastructure.53Access to green space likewise is Inequitably Distributed.54This reality makes it harder for children of color or in families with Lowincomes to bike or walk to school or activities Andincreases the temperature of their communities from the “ urban heat Island effect ."" 55Green space in cities can lower temperatures and, if PR Operly designed, improve air quality . being outside in nature may also confer health Beneﬁts independent of Exercise.56,33Time spent outside"	green	SIMPLE_CHEMICAL	C0332583	Green color	The hue of that portion of the visible spectrum lying between yellow and blue, evoked in the human observer by radiant energy with wavelengths of approximately 490 to 570 nanometers; any of a group of colors that may vary in lightness and saturation and whose hue is that of the emerald or somewhat less yellow than that of growing grass.	T080	Qualitative Concept	Green color, Green, Green color (finding), Green colour, green, Green color (qualifier value), green colour, green color	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
Cvd3QmgyK4	"Assessment of access to nature . children need access to parks, green space, and safe routes for active Transporta Tion to school and activities . Many communities, especially communities facing challenges due to poverty or structural racism, lack safe active transportation Infrastructure.53Access to green space likewise is Inequitably Distributed.54This reality makes it harder for children of color or in families with Lowincomes to bike or walk to school or activities Andincreases the temperature of their communities from the “ urban heat Island effect ."" 55Green space in cities can lower temperatures and, if PR Operly designed, improve air quality . being outside in nature may also confer health Beneﬁts independent of Exercise.56,33Time spent outside"	children	ORGANISM	C0008059	Child	A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.	T100	Age Group	Childhood age person (person), Children, CHILD, Children (0-21), Childhood age person, Child, NOS, children, child, Child Youth, 0-11 years old, Child (person), Child	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
Cvd3QmgyK4	"Assessment of access to nature . children need access to parks, green space, and safe routes for active Transporta Tion to school and activities . Many communities, especially communities facing challenges due to poverty or structural racism, lack safe active transportation Infrastructure.53Access to green space likewise is Inequitably Distributed.54This reality makes it harder for children of color or in families with Lowincomes to bike or walk to school or activities Andincreases the temperature of their communities from the “ urban heat Island effect ."" 55Green space in cities can lower temperatures and, if PR Operly designed, improve air quality . being outside in nature may also confer health Beneﬁts independent of Exercise.56,33Time spent outside"	Lowincomes	CELLULAR_COMPONENT								/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
LVCNzVdABR	And in nature also improves cognitive functioning and overall development, fosters positive peer relationships, and cultivates Environm Ental Stewardship.57The Covid19 pandemic has exposed challenges and inequities Inpublic transportation as well as access to green space and, in doing so, brought greater attention to designing communities more equitably . Pediatricians can promote safe play and active transport for patients with access to these community resources . at the same time, Pediatricians can advocate for equitable Impr Ovements to the built environment in local neighborhoods . activities and civic engagement bright futures recommends that Pediatricians speak to adolescents about active community engagement and civic Service.13For adolescents concerned about	green	SIMPLE_CHEMICAL	C0332583	Green color	The hue of that portion of the visible spectrum lying between yellow and blue, evoked in the human observer by radiant energy with wavelengths of approximately 490 to 570 nanometers; any of a group of colors that may vary in lightness and saturation and whose hue is that of the emerald or somewhat less yellow than that of growing grass.	T080	Qualitative Concept	Green color, Green, Green color (finding), Green colour, green, Green color (qualifier value), green colour, green color	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
LVCNzVdABR	And in nature also improves cognitive functioning and overall development, fosters positive peer relationships, and cultivates Environm Ental Stewardship.57The Covid19 pandemic has exposed challenges and inequities Inpublic transportation as well as access to green space and, in doing so, brought greater attention to designing communities more equitably . Pediatricians can promote safe play and active transport for patients with access to these community resources . at the same time, Pediatricians can advocate for equitable Impr Ovements to the built environment in local neighborhoods . activities and civic engagement bright futures recommends that Pediatricians speak to adolescents about active community engagement and civic Service.13For adolescents concerned about	patients	ORGANISM	C0030705	Patients	Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.	T101	Patient or Disabled Group	patients, patient, Patient, Patient (person), *^patient, ^Patient, Patients	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
aN3B8NYeEr	Planetary health, worried about their future and that of their families in the climate crisis, or already affected by Climate-Driven disasters, engagement with Naturebased or Youth-Powered organizations may Providemeaningful community involvement to support mental health while making positive Change.58,59 considerations for Speci Fic Pediatric populations Climate-Informed care provision applies to many common childhood conditions . Pediatricians can better care for the children they serve when they understand how climate change Inﬂuences the presentation, severity, and management of these conditions . asthma and allergies one in 14 American children have Asthma.60Pediatricians are trained extensively in diagnosis and management of asthma, but sometimes are less focused on	children	ORGANISM	C0008059	Child	A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.	T100	Age Group	Childhood age person (person), Children, CHILD, Children (0-21), Childhood age person, Child, NOS, children, child, Child Youth, 0-11 years old, Child (person), Child	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
aN3B8NYeEr	Planetary health, worried about their future and that of their families in the climate crisis, or already affected by Climate-Driven disasters, engagement with Naturebased or Youth-Powered organizations may Providemeaningful community involvement to support mental health while making positive Change.58,59 considerations for Speci Fic Pediatric populations Climate-Informed care provision applies to many common childhood conditions . Pediatricians can better care for the children they serve when they understand how climate change Inﬂuences the presentation, severity, and management of these conditions . asthma and allergies one in 14 American children have Asthma.60Pediatricians are trained extensively in diagnosis and management of asthma, but sometimes are less focused on	children	ORGANISM	C0008059	Child	A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.	T100	Age Group	Childhood age person (person), Children, CHILD, Children (0-21), Childhood age person, Child, NOS, children, child, Child Youth, 0-11 years old, Child (person), Child	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
fCp9HZiWwe	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	children	ORGANISM	C0008059	Child	A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.	T100	Age Group	Childhood age person (person), Children, CHILD, Children (0-21), Childhood age person, Child, NOS, children, child, Child Youth, 0-11 years old, Child (person), Child	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
fCp9HZiWwe	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	Visits.61Extreme	GENE_OR_GENE_PRODUCT								/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
fCp9HZiWwe	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	pollen	MULTI_TISSUE_STRUCTURE	C0032385	Pollen	The fertilizing element of plants that contains the male GAMETOPHYTES.	T002	Plant	Grains, Pollen, Pollen Grains, Grain, Pollen, Pollen, Pollens, Pollen Grain, Pollen (substance), pollen, pollens	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
vvM2qVg6VN	Asthma action plans . Pediatricians can advise families to monitor the air quality index (Aqi), pollen forecasts, and the temperature forecast and to avoid prolonged time outdoors if indicated . children age 6 years and over can wear an N-95 mask to protect against particulate pollution when the Aqi is in the moderate to /C0 unhealthy range for sensitive groups /C0Or severe /C0 unhealthy range for everyone . 67When possible, children should avoid exercising near high Trafﬁc areas and exercise earlier in the day when air quality is typically better . in areas affected by Wildﬁre smoke, families can install household Hepa Filters.64 children with complex medical conditions children with complex or multiple medical conditions, especially those dependent on Technology-Based care (E.	pollen	TISSUE	C0032385	Pollen	The fertilizing element of plants that contains the male GAMETOPHYTES.	T002	Plant	Grains, Pollen, Pollen Grains, Grain, Pollen, Pollen, Pollens, Pollen Grain, Pollen (substance), pollen, pollens	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
